Season,recipe,brier,status
2016,anchor_consensus,0.21190653894027539,VERIFIED_NO_REFIT
2017,anchor_consensus,0.17199348982375776,VERIFIED_NO_REFIT
2018,anchor_consensus,0.19944087719738188,VERIFIED_NO_REFIT
2019,anchor_consensus,0.17140869470529066,VERIFIED_NO_REFIT
