Gender,Season,brier,status,origin
W,2016,0.16448625439655201,VERIFIED_REPLAY,record
W,2017,0.13094629939840619,VERIFIED_REPLAY,record
W,2018,0.15365012520859095,VERIFIED_REPLAY,schedule
W,2019,0.14625441329056185,VERIFIED_REPLAY,shooting
