candidate_id,Season,games,brier,log_loss,roc_auc,average_precision,precision_at_05,recall_at_05,f1_at_05,ece_10_bins,mean_season_brier
conference_c010_t090,2016,63,0.15410428449525992,0.4453470757312736,0.867983367983368,0.8361876898600575,0.6666666666666666,0.8461538461538461,0.7457627118644068,0.14228216036321725,0.15410428449525995
conference_c010_t090,2017,63,0.1264235545418987,0.3913582012634467,0.9081632653061225,0.882150425394891,0.7647058823529411,0.9285714285714286,0.8387096774193549,0.13471738790545015,0.1264235545418987
conference_c010_t090,2018,63,0.14987324507681135,0.4505455192447786,0.8742393509127789,0.900460292193045,0.7941176470588235,0.7941176470588235,0.7941176470588235,0.1036463378258415,0.14987324507681132
conference_c010_t090,2019,63,0.13745828039732505,0.4167088699091909,0.8931451612903225,0.8949159931256196,0.78125,0.78125,0.78125,0.06917384975508184,0.13745828039732502
conference_c010_t090,2021,63,0.15415648023108644,0.46531491096255595,0.867983367983368,0.8978153267677078,0.9,0.7297297297297297,0.8059701492537313,0.14773162803318204,0.15415648023108647
conference_c010_t100,2016,63,0.15166062644178074,0.4403165447239665,0.867983367983368,0.8361876898600575,0.6666666666666666,0.8461538461538461,0.7457627118644068,0.15325323294341114,0.15166062644178074
conference_c010_t100,2017,63,0.12667136192852735,0.39172176317236285,0.9081632653061225,0.882150425394891,0.7647058823529411,0.9285714285714286,0.8387096774193549,0.15382543266150658,0.12667136192852735
conference_c010_t100,2018,63,0.14819791092268236,0.4445698717475657,0.8742393509127789,0.900460292193045,0.7941176470588235,0.7941176470588235,0.7941176470588235,0.10240327624895797,0.14819791092268236
conference_c010_t100,2019,63,0.13626869028836738,0.41363964217812116,0.8931451612903225,0.8949159931256196,0.78125,0.78125,0.78125,0.08132593015955503,0.13626869028836738
conference_c010_t100,2021,63,0.15385779855628806,0.4657524597174041,0.867983367983368,0.8978153267677078,0.9,0.7297297297297297,0.8059701492537313,0.15061392644826566,0.15385779855628806
conference_c010_t110,2016,63,0.15002129228031463,0.4384283441038191,0.867983367983368,0.8361876898600575,0.6666666666666666,0.8461538461538461,0.7457627118644068,0.139559642842761,0.15002129228031463
conference_c010_t110,2017,63,0.12729097257356123,0.3942465125930847,0.9081632653061225,0.882150425394891,0.7647058823529411,0.9285714285714286,0.8387096774193549,0.14766838690288325,0.12729097257356123
conference_c010_t110,2018,63,0.1471817202482895,0.44201025663367344,0.8742393509127789,0.900460292193045,0.7941176470588235,0.7941176470588235,0.7941176470588235,0.09387320296486418,0.1471817202482895
conference_c010_t110,2019,63,0.1357219001038874,0.41348800766745786,0.8931451612903225,0.8949159931256196,0.78125,0.78125,0.78125,0.08782652035768929,0.13572190010388738
conference_c010_t110,2021,63,0.15418868898393204,0.46835954763783294,0.867983367983368,0.8978153267677078,0.9,0.7297297297297297,0.8059701492537313,0.12687853661961893,0.15418868898393207
conference_c030_t090,2016,63,0.1551814929286629,0.44719415513065375,0.8762993762993763,0.8478058755329415,0.6666666666666666,0.8461538461538461,0.7457627118644068,0.13864470572314416,0.1551814929286629
conference_c030_t090,2017,63,0.12576338650894409,0.3899578762635254,0.9071428571428571,0.8811579551493247,0.7714285714285715,0.9642857142857143,0.8571428571428571,0.14151288205209267,0.12576338650894409
conference_c030_t090,2018,63,0.14870158891288102,0.4495341049918725,0.8722109533468559,0.8936398876106703,0.7941176470588235,0.7941176470588235,0.7941176470588235,0.07792666463973698,0.14870158891288104
conference_c030_t090,2019,63,0.13602054958127932,0.41895959917934084,0.8941532258064516,0.8959674375897156,0.78125,0.78125,0.78125,0.07423901539423279,0.13602054958127932
conference_c030_t090,2021,63,0.15531422048120738,0.4691150739712749,0.8814968814968815,0.9108810698895107,0.8928571428571429,0.6756756756756757,0.7692307692307693,0.14897853143844078,0.1553142204812074
conference_c030_t100,2016,63,0.15233681632743967,0.43957794856195254,0.8762993762993763,0.8478058755329415,0.6666666666666666,0.8461538461538461,0.7457627118644068,0.13620596068996016,0.15233681632743964
conference_c030_t100,2017,63,0.12573649640721138,0.38832324683594427,0.9071428571428571,0.8811579551493247,0.7714285714285715,0.9642857142857143,0.8571428571428571,0.1645911419545733,0.12573649640721135
conference_c030_t100,2018,63,0.1469496558468701,0.44220203655111817,0.8722109533468559,0.8936398876106703,0.7941176470588235,0.7941176470588235,0.7941176470588235,0.0720984366915661,0.1469496558468701
conference_c030_t100,2019,63,0.13490110303510705,0.4137863000789878,0.8941532258064516,0.8959674375897156,0.78125,0.78125,0.78125,0.0923585041224026,0.13490110303510705
conference_c030_t100,2021,63,0.15452865845337155,0.4672320232019051,0.8814968814968815,0.9108810698895107,0.8928571428571429,0.6756756756756757,0.7692307692307693,0.12186424333970033,0.15452865845337155
conference_c030_t110,2016,63,0.15025611357048888,0.43548095261253983,0.8762993762993763,0.8478058755329415,0.6666666666666666,0.8461538461538461,0.7457627118644068,0.13601089749199274,0.15025611357048888
conference_c030_t110,2017,63,0.1260456741840257,0.38920242618643586,0.9071428571428571,0.8811579551493247,0.7714285714285715,0.9642857142857143,0.8571428571428571,0.16668306008227737,0.1260456741840257
conference_c030_t110,2018,63,0.14581252713416729,0.4385288947884288,0.8722109533468559,0.8936398876106703,0.7941176470588235,0.7941176470588235,0.7941176470588235,0.0830742739607044,0.1458125271341673
conference_c030_t110,2019,63,0.13431930705491923,0.41188252281362003,0.8941532258064516,0.8959674375897156,0.78125,0.78125,0.78125,0.07625903150326763,0.13431930705491923
conference_c030_t110,2021,63,0.15440061941460387,0.4680215332803912,0.8814968814968815,0.9108810698895107,0.8928571428571429,0.6756756756756757,0.7692307692307693,0.13444142572031537,0.15440061941460384
conference_c100_t090,2016,63,0.15511433636924662,0.4474745162848065,0.8804573804573804,0.8547024671910773,0.6363636363636364,0.8076923076923077,0.711864406779661,0.14937882899162103,0.15511433636924662
conference_c100_t090,2017,63,0.12926603130319622,0.40240695698907614,0.9102040816326531,0.8856174213848036,0.7647058823529411,0.9285714285714286,0.8387096774193549,0.11956918198477684,0.12926603130319622
conference_c100_t090,2018,63,0.1463765792083357,0.44602005969552677,0.8701825557809331,0.88984669239257,0.7941176470588235,0.7941176470588235,0.7941176470588235,0.08879290159857615,0.14637657920833566
conference_c100_t090,2019,63,0.13498887434798684,0.421430677091995,0.8951612903225806,0.8959017287278228,0.8064516129032258,0.78125,0.7936507936507936,0.06301478220606285,0.13498887434798684
conference_c100_t090,2021,63,0.16176025855055892,0.491402061355608,0.8700623700623701,0.8932757088683394,0.896551724137931,0.7027027027027027,0.7878787878787878,0.15202158908896463,0.16176025855055895
