candidate_id,Season,games,brier,log_loss,roc_auc,average_precision,precision_at_05,recall_at_05,f1_at_05,ece_10_bins,mean_season_brier
conference_c100_t100,2016,63,0.1521373346246334,0.43833633729696736,0.8804573804573804,0.8547024671910773,0.6363636363636364,0.8076923076923077,0.711864406779661,0.1417699726296301,0.15213733462463339
conference_c100_t100,2017,63,0.12886832180597046,0.3978514000940104,0.9102040816326531,0.8856174213848036,0.7647058823529411,0.9285714285714286,0.8387096774193549,0.12780207073619929,0.12886832180597046
conference_c100_t100,2018,63,0.1447735945252362,0.4381845610522183,0.8701825557809331,0.88984669239257,0.7941176470588235,0.7941176470588235,0.7941176470588235,0.08754810062725885,0.14477359452523622
conference_c100_t100,2019,63,0.13395814483317514,0.414688289000859,0.8951612903225806,0.8959017287278228,0.8064516129032258,0.78125,0.7936507936507936,0.060753153320804935,0.13395814483317517
conference_c100_t100,2021,63,0.16002662774381982,0.4840358743818816,0.8700623700623701,0.8932757088683394,0.896551724137931,0.7027027027027027,0.7878787878787878,0.13019853324527372,0.16002662774381982
conference_c100_t110,2016,63,0.14988444468326062,0.43287728637017603,0.8804573804573804,0.8547024671910773,0.6363636363636364,0.8076923076923077,0.711864406779661,0.14012235234280893,0.14988444468326065
conference_c100_t110,2017,63,0.12879588910474835,0.39629839145072493,0.9102040816326531,0.8856174213848036,0.7647058823529411,0.9285714285714286,0.8387096774193549,0.14875787603780455,0.12879588910474837
conference_c100_t110,2018,63,0.14372258202200638,0.43407356840686023,0.8701825557809331,0.88984669239257,0.7941176470588235,0.7941176470588235,0.7941176470588235,0.10053730287008168,0.14372258202200636
conference_c100_t110,2019,63,0.13338879540389106,0.41146651756496316,0.8951612903225806,0.8959017287278228,0.8064516129032258,0.78125,0.7936507936507936,0.055619711437799674,0.13338879540389106
conference_c100_t110,2021,63,0.15899756251000693,0.48049218451877673,0.8700623700623701,0.8932757088683394,0.896551724137931,0.7027027027027027,0.7878787878787878,0.17296824409634656,0.1589975625100069
conference_c300_t090,2016,63,0.15209967921725767,0.441343063660083,0.8762993762993763,0.8478918036544075,0.6470588235294118,0.8461538461538461,0.7333333333333333,0.1586953992118368,0.15209967921725764
conference_c300_t090,2017,63,0.13777650979074157,0.4288816646256761,0.8959183673469387,0.8731507426638271,0.7352941176470589,0.8928571428571429,0.8064516129032258,0.1292935844658538,0.13777650979074157
conference_c300_t090,2018,63,0.14426103756336092,0.4420072470225837,0.8752535496957404,0.8952449944130539,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.08190025492714889,0.14426103756336092
conference_c300_t090,2019,63,0.13457189403141456,0.42279638148963233,0.8961693548387097,0.8972012563128438,0.8125,0.8125,0.8125,0.08966348895068697,0.1345718940314146
conference_c300_t090,2021,63,0.16656148723225656,0.5067071039360288,0.8627858627858628,0.8909410833068954,0.9,0.7297297297297297,0.8059701492537313,0.16097920333012788,0.1665614872322566
conference_c300_t100,2016,63,0.14932650627571117,0.43199513654653904,0.8762993762993763,0.8478918036544075,0.6470588235294118,0.8461538461538461,0.7333333333333333,0.16164494605151894,0.14932650627571115
conference_c300_t100,2017,63,0.1366029641607691,0.4202779344470399,0.8959183673469387,0.8731507426638271,0.7352941176470589,0.8928571428571429,0.8064516129032258,0.10349844496466334,0.13660296416076914
conference_c300_t100,2018,63,0.14279607025826135,0.43403444357275106,0.8752535496957404,0.8952449944130539,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0735702679994442,0.14279607025826133
conference_c300_t100,2019,63,0.13353342405739985,0.41503949466664436,0.8961693548387097,0.8972012563128438,0.8125,0.8125,0.8125,0.07705258362663049,0.13353342405739985
conference_c300_t100,2021,63,0.16417516025145998,0.4957341312157344,0.8627858627858628,0.8909410833068954,0.9,0.7297297297297297,0.8059701492537313,0.15826112779458,0.16417516025145995
conference_c300_t110,2016,63,0.1472149756971265,0.4262746985953629,0.8762993762993763,0.8478918036544075,0.6470588235294118,0.8461538461538461,0.7333333333333333,0.14873519524859072,0.14721497569712652
conference_c300_t110,2017,63,0.13584703677763915,0.41536738330474693,0.8959183673469387,0.8731507426638271,0.7352941176470589,0.8928571428571429,0.8064516129032258,0.09426795543120461,0.13584703677763915
conference_c300_t110,2018,63,0.14183583126600477,0.42978903527877116,0.8752535496957404,0.8952449944130539,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.0894933479811422,0.14183583126600482
conference_c300_t110,2019,63,0.13292231081825492,0.4109688960701919,0.8961693548387097,0.8972012563128438,0.8125,0.8125,0.8125,0.06213079639238166,0.13292231081825492
conference_c300_t110,2021,63,0.16252575015245715,0.48930733978816554,0.8627858627858628,0.8909410833068954,0.9,0.7297297297297297,0.8059701492537313,0.14168977180724135,0.16252575015245715
dynamic_c030_t090,2016,63,0.15506938636637693,0.4491845873752906,0.8669438669438669,0.8374052622359878,0.6857142857142857,0.9230769230769231,0.7868852459016393,0.17511186502305795,0.15506938636637696
dynamic_c030_t090,2017,63,0.13068792009442542,0.3945395794010553,0.9081632653061225,0.8923857370229702,0.7272727272727273,0.8571428571428571,0.7868852459016393,0.12621353817490724,0.13068792009442542
dynamic_c030_t090,2018,63,0.1600621161032134,0.47610682988092884,0.8600405679513184,0.8906035166263503,0.8064516129032258,0.7352941176470589,0.7692307692307693,0.10910102121416143,0.16006211610321336
dynamic_c030_t090,2019,63,0.1304187269946875,0.3957217530582316,0.904233870967742,0.9039240573643461,0.8181818181818182,0.84375,0.8307692307692308,0.11908299300861455,0.1304187269946875
dynamic_c030_t090,2021,63,0.15003475941997257,0.45293983590082587,0.8711018711018711,0.9065317414626901,0.8709677419354839,0.7297297297297297,0.7941176470588235,0.10444141678800026,0.15003475941997255
dynamic_c030_t100,2016,63,0.1525268421747092,0.44224149749428154,0.8669438669438669,0.8374052622359878,0.6857142857142857,0.9230769230769231,0.7868852459016393,0.19041239796313542,0.1525268421747092
dynamic_c030_t100,2017,63,0.12975938940037735,0.3921575398546334,0.9081632653061225,0.8923857370229702,0.7272727272727273,0.8571428571428571,0.7868852459016393,0.12281154093347277,0.12975938940037735
dynamic_c030_t100,2018,63,0.1571931356375187,0.4658543652030465,0.8600405679513184,0.8906035166263503,0.8064516129032258,0.7352941176470589,0.7692307692307693,0.12745156396437451,0.15719313563751872
dynamic_c030_t100,2019,63,0.13012060463668695,0.3959725910785963,0.904233870967742,0.9039240573643461,0.8181818181818182,0.84375,0.8307692307692308,0.089713790266134,0.13012060463668695
dynamic_c030_t100,2021,63,0.14973366484200978,0.4534470100981363,0.8711018711018711,0.9065317414626901,0.8709677419354839,0.7297297297297297,0.7941176470588235,0.10992373246334713,0.14973366484200976
dynamic_c030_t110,2016,63,0.1507048610087792,0.43869761833532633,0.8669438669438669,0.8374052622359878,0.6857142857142857,0.9230769230769231,0.7868852459016393,0.2071721445469775,0.1507048610087792
dynamic_c030_t110,2017,63,0.12937943009266903,0.39246167551598415,0.9081632653061225,0.8923857370229702,0.7272727272727273,0.8571428571428571,0.7868852459016393,0.12630374375117026,0.129379430092669
dynamic_c030_t110,2018,63,0.15514563449974436,0.459864036893708,0.8600405679513184,0.8906035166263503,0.8064516129032258,0.7352941176470589,0.7692307692307693,0.10736976004719904,0.1551456344997444
dynamic_c030_t110,2019,63,0.13031003935306776,0.39838167332578417,0.904233870967742,0.9039240573643461,0.8181818181818182,0.84375,0.8307692307692308,0.1182267302549222,0.13031003935306779
dynamic_c030_t110,2021,63,0.15004199434111407,0.4560875584343073,0.8711018711018711,0.9065317414626901,0.8709677419354839,0.7297297297297297,0.7941176470588235,0.11663032196283649,0.15004199434111407
