Season,recipe,feature,coefficient
2022,reference,diff_seed,0.073692004147521598
2022,reference,diff_strength,0.2940056469615025
2022,reference,diff_schedule_strength,0.43995749366797166
2022,reference,diff_win_rate,-0.014361551091704819
2022,reference,diff_margin,0.16701629361552536
2022,reference,diff_margin_sd,0.034156287972959408
2022,reference,diff_adj_offense,0.26104176941414148
2022,reference,diff_adj_defense,0.31442308405573066
2022,reference,diff_two_posterior,0.05647055179321693
2022,reference,diff_three_posterior,-0.047228088938941468
2022,reference,diff_free_posterior,-0.055999133684798176
2022,reference,diff_opp_two_posterior,0.1523628153639113
2022,reference,diff_opp_three_posterior,0.086895694766215711
2022,reference,diff_opp_free_posterior,0.051075418895560908
2022,reference,diff_three_share,0.049024318757190634
2022,reference,diff_opp_three_share,0.01970354607556106
2022,reference,diff_rank_consensus_logit,0.41212791803815146
2022,rates,diff_seed,0.078969460351155762
2022,rates,diff_strength,0.27916766118963193
2022,rates,diff_schedule_strength,0.4190268616200134
2022,rates,diff_win_rate,-0.0077627269886833654
2022,rates,diff_margin,0.14916333040591531
2022,rates,diff_margin_sd,-0.005908228496559303
2022,rates,diff_adj_offense,0.24403333761325685
2022,rates,diff_adj_defense,0.32182597722831247
2022,rates,diff_two_posterior,0.057268803303299309
2022,rates,diff_three_posterior,-0.022575516168803846
2022,rates,diff_free_posterior,-0.058657367873224821
2022,rates,diff_opp_two_posterior,0.26826542254971913
2022,rates,diff_opp_three_posterior,0.088019873912130869
2022,rates,diff_opp_free_posterior,0.063262999606885598
2022,rates,diff_three_share,0.036022479146760218
2022,rates,diff_opp_three_share,-0.022056754505956729
2022,rates,diff_rank_consensus_logit,0.45508207635028114
2022,rates,rate_blocked_shots_offense,0.10109268903801853
2022,rates,rate_blocked_shots_defense,0.22980158374799464
2022,rates,rate_free_throw_pressure_offense,-0.18406718835338737
2022,rates,rate_free_throw_pressure_defense,-0.0053538331308135654
2022,blocked_shots,diff_seed,0.088364279522871694
2022,blocked_shots,diff_strength,0.27402577449133592
2022,blocked_shots,diff_schedule_strength,0.39073816442121651
2022,blocked_shots,diff_win_rate,-0.00375560128610255
2022,blocked_shots,diff_margin,0.15437376703194047
2022,blocked_shots,diff_margin_sd,-0.0113592855662658
2022,blocked_shots,diff_adj_offense,0.2353849216109615
2022,blocked_shots,diff_adj_defense,0.33158917085789352
2022,blocked_shots,diff_two_posterior,0.063081167788816991
2022,blocked_shots,diff_three_posterior,-0.0076406267294758688
2022,blocked_shots,diff_free_posterior,-0.061176555501393275
2022,blocked_shots,diff_opp_two_posterior,0.2817802579431623
2022,blocked_shots,diff_opp_three_posterior,0.091485012724881243
2022,blocked_shots,diff_opp_free_posterior,0.071391192945398599
2022,blocked_shots,diff_three_share,0.049008831145058808
2022,blocked_shots,diff_opp_three_share,-0.021669839316651493
2022,blocked_shots,diff_rank_consensus_logit,0.44639561362534053
2022,blocked_shots,rate_blocked_shots_offense,-0.059036959306862397
2022,blocked_shots,rate_blocked_shots_defense,0.049952731344913195
2022,blocked_shots,rate_free_throw_pressure_offense,-0.1866295187672285
