recipe,seasons,games,mean_brier,mean_log_loss,mean_delta,game_weighted_brier
blocked_shots,4,252,0.19038171185914454,0.56259017279844425,-0.0020538611747847879,0.19038171185914454
both,4,252,0.19019787356405637,0.562094068693753,-0.0022376994698729558,0.19019787356405637
duplicate_control,4,252,0.1907440912966176,0.56286419582785707,-0.0016914817373117341,0.19074409129661757
free_throw_pressure,4,252,0.19053377882060479,0.56208558375885809,-0.00190179421332453,0.19053377882060482
rates,4,252,0.1906693394250929,0.56248469300323678,-0.0017662336088364386,0.1906693394250929
reference,4,252,0.19243557303392933,0.56372294952960711,0,0.19243557303392933
