Gender,Season,games,brier,log_loss,recipe,train_games,train_last_season,feature_count,active_features,source,evidence,anchor_brier,delta_vs_anchor
M,2022,63,0.22230168214031837,0.63674611725075125,reference,503,2021,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0
M,2022,63,0.23061649393001923,0.66454977558456063,rates,503,2021,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.0083148117897008655
M,2022,63,0.2320535426366222,0.67011191965447814,blocked_shots,503,2021,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.0097518604963038324
M,2022,63,0.23083039667125529,0.66492784245865033,free_throw_pressure,503,2021,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.0085287145309369261
M,2022,63,0.23225675561866171,0.67048386020055184,both,503,2021,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.0099550734783433459
M,2022,63,0.23139182034581959,0.66705158682385501,duplicate_control,503,2021,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.0090901382055012248
M,2023,63,0.20845297483961983,0.61337610108397123,reference,566,2022,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,0
M,2023,63,0.20422427992171074,0.60113947670297763,rates,566,2022,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,-0.0042286949179090871
M,2023,63,0.20415492215644979,0.60056408241669557,blocked_shots,566,2022,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,-0.004298052683170045
M,2023,63,0.20390198013753644,0.60045131656151562,free_throw_pressure,566,2022,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,-0.0045509947020833941
M,2023,63,0.20379855169427938,0.59977571134475316,both,566,2022,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,-0.0046544231453404528
M,2023,63,0.20404561555503858,0.60057600910258391,duplicate_control,566,2022,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,-0.004407359284581247
M,2024,63,0.19158722187829039,0.55318587256358165,reference,629,2023,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,0
M,2024,63,0.18617413116703402,0.54431583873482137,rates,629,2023,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.0054130907112563686
M,2024,63,0.1850047273563441,0.5424795516863935,blocked_shots,629,2023,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.006582494521946286
M,2024,63,0.18521072716623416,0.54207388605805551,free_throw_pressure,629,2023,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.0063764947120562299
M,2024,63,0.18395628891197718,0.54008097432922453,both,629,2023,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.0076309329663132031
M,2024,63,0.18597661073079652,0.5441190836578651,duplicate_control,629,2023,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.0056106111474938658
M,2025,63,0.14740041327748873,0.45158370722012448,reference,692,2024,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,0
M,2025,63,0.14166245268160757,0.43993368099058744,rates,692,2024,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,-0.0057379605958811641
M,2025,63,0.14031365528716208,0.43720513743620981,blocked_shots,692,2024,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,-0.0070867579903266531
M,2025,63,0.14219201130739331,0.44088928995721111,free_throw_pressure,692,2024,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,-0.0052084019700954221
M,2025,63,0.14077989803130722,0.43803572890048231,both,692,2024,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,-0.0066205152461815131
M,2025,63,0.14156231855481569,0.43971010372712427,duplicate_control,692,2024,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,-0.0058380947226730484
