Feature,Block,MissingRate,NonMissingRows,UniqueValues,GlobalCorrelation,MedianAbsoluteSeasonCorrelation,SeasonSignConsistency,SeasonCoverage,SeasonCorrelationIQR,StabilityScore,Mandatory,InPrecorrelationPool,Selected,SelectionRank,ExclusionReason,OuterFoldID,InnerFoldID,Model,TargetColumn,SeedAware
matchup__seed_diff,matchup_context,0.0,835,29,-0.5416175340968158,0.5406706386972927,1.0,1.0,0.16364866648210508,0.6321318174167158,True,True,True,1.0,selected,rich_Pooled_2016,rich_Pooled_2016_inner_2013,elastic_logistic,Team1Win,True
diff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,0.0,835,835,0.48372977973649595,0.49746252233238053,1.0,1.0,0.13462879326766936,0.599817410530865,True,True,True,5.0,selected,rich_Pooled_2016,rich_Pooled_2016_inner_2013,elastic_logistic,Team1Win,True
diff__norm__rating__elo_mov_538__pct,within_season_normalization,0.0,835,626,0.48976917337932446,0.4896312601876689,1.0,1.0,0.0779467453472813,0.5996543532196411,True,True,True,2.0,selected,rich_Pooled_2016,rich_Pooled_2016_inner_2013,elastic_logistic,Team1Win,True
diff__compact__margin_trim02,compact_performance,0.0,835,823,0.4615537689322774,0.4722482304353682,1.0,1.0,0.1248130515274325,0.5832284577129804,True,True,True,3.0,selected,rich_Pooled_2016,rich_Pooled_2016_inner_2013,elastic_logistic,Team1Win,True
diff__norm__schedule__opponent_strength_mean__pct,within_season_normalization,0.0,835,740,0.4449766084080924,0.445314005170475,1.0,1.0,0.13751171451199912,0.5661451077511284,True,True,True,4.0,selected,rich_Pooled_2016,rich_Pooled_2016_inner_2013,elastic_logistic,Team1Win,True
context__women,matchup_context,0.0,835,2,0.04357615248377098,0.0,0.0,1.0,0.0,0.10958675354642962,True,True,True,6.0,selected,rich_Pooled_2016,rich_Pooled_2016_inner_2013,elastic_logistic,Team1Win,True
diff__norm__rating__elo_mov_538__z,within_season_normalization,0.0,835,835,0.5351185776630349,0.5397234072795248,1.0,1.0,0.14517892765645685,0.6309861654737814,False,True,True,28.0,selected,rich_Pooled_2016,rich_Pooled_2016_inner_2013,elastic_logistic,Team1Win,True
diff__norm__rating__bt_c1p0__z,within_season_normalization,0.0,835,835,0.5200210076795578,0.5367766020270862,1.0,1.0,0.10471147126245756,0.6278689318120058,False,True,True,29.0,selected,rich_Pooled_2016,rich_Pooled_2016_inner_2013,elastic_logistic,Team1Win,True
diff__norm__schedule__rpi__z,within_season_normalization,0.0,835,835,0.5103430608364086,0.5306964941502839,1.0,1.0,0.07563974860539724,0.6239842006319303,False,True,True,30.0,selected,rich_Pooled_2016,rich_Pooled_2016_inner_2013,elastic_logistic,Team1Win,True
diff__adj__net_rtg_a10p0_z,opponent_adjusted_efficiency,0.0,835,835,0.5382036939742335,0.5189092208485345,1.0,1.0,0.12485396324597842,0.6224870801517889,False,True,True,13.0,selected,rich_Pooled_2016,rich_Pooled_2016_inner_2013,elastic_logistic,Team1Win,True
