OuterFoldID,ValidationSeason,Gender,Architecture,Universe,Model,Feature,Block,StandardizedCoefficient
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,matchup__seed_diff,matchup_context,0.12156248092651367
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__norm__rating__elo_mov_538__pct,within_season_normalization,0.10777182877063751
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__compact__margin_trim02,compact_performance,0.0548064149916172
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__norm__schedule__opponent_strength_mean__pct,within_season_normalization,0.2198120504617691
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,0.10389230400323868
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__massey__strength_mean,massey_consensus,0.7223249673843384
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__massey__system_mor,massey_consensus,1.4122204780578613
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__massey__ordinal_max,massey_consensus,-0.46690890192985535
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__massey__system_pom,massey_consensus,0.7100663781166077
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__massey__system_rpi,massey_consensus,0.05729237571358681
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__massey__system_wol,massey_consensus,0.7478652000427246
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__massey__system_cng,massey_consensus,-0.45776769518852234
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__massey__ordinal_std,massey_consensus,-0.32561197876930237
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__massey__system_sel,massey_consensus,-0.23822176456451416
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__massey__strength_max,massey_consensus,0.06043782830238342
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__massey__system_bih,massey_consensus,-1.5560846328735352
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__massey__system_dok,massey_consensus,1.0996201038360596
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__massey__strength_iqr,massey_consensus,-0.1778762936592102
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__norm__rating__elo_mov_538__z,within_season_normalization,0.6918018460273743
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__norm__rating__colley__z,within_season_normalization,0.24176311492919922
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__norm__schedule__quality_win_points_sum__z,within_season_normalization,1.2416706085205078
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__norm__rating__margin_ridge_a25p0__z,within_season_normalization,0.5809354186058044
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__norm__rating__bt_c1p0__z,within_season_normalization,0.009005505591630936
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__norm__adj__net_rtg_a10p0__pct,within_season_normalization,0.4894627034664154
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__norm__schedule__rpi__z,within_season_normalization,0.04236486181616783
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__norm__schedule__rpi__pct,within_season_normalization,-0.10385452210903168
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__norm__schedule__quality_win_points_sum__pct,within_season_normalization,1.0665298700332642
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,diff__norm__rating__pagerank_margin__pct,within_season_normalization,-0.8312288522720337
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,matchup__team1_seed,matchup_context,0.0966816321015358
rich_M_2019,2019,M,separate_gender,rich,ridge_margin,matchup__team1_is_seed_favorite,matchup_context,-0.021526332944631577
