Feature,Block,MissingRate,NonMissingRows,UniqueValues,GlobalCorrelation,MedianAbsoluteSeasonCorrelation,SeasonSignConsistency,SeasonCoverage,SeasonCorrelationIQR,StabilityScore,Mandatory,InPrecorrelationPool,Selected,SelectionRank,ExclusionReason,OuterFoldID,InnerFoldID,Model,TargetColumn,SeedAware
matchup__seed_diff,matchup_context,0.0,965,29,-0.536583432462589,0.5406706386972927,1.0,1.0,0.16568737375827525,0.630942766766139,True,True,True,1.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_classifier,Team1Win,True
diff__norm__rating__elo_mov_538__pct,within_season_normalization,0.0,965,672,0.47932637642446196,0.48745253499659613,1.0,1.0,0.08087530020641576,0.5961940076034912,True,True,True,2.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_classifier,Team1Win,True
diff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,0.0,965,965,0.475563751426057,0.4611710816665007,1.0,1.0,0.14146695767811945,0.5803274662065281,True,True,True,5.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_classifier,Team1Win,True
diff__compact__margin_trim02,compact_performance,0.0,965,949,0.4520761374889079,0.45691922185415446,1.0,1.0,0.14386556939784717,0.57302335396164,True,True,True,3.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_classifier,Team1Win,True
diff__norm__schedule__opponent_strength_mean__pct,within_season_normalization,0.0,965,829,0.44671876661874127,0.445314005170475,1.0,1.0,0.13721911855829882,0.566540086395619,True,True,True,4.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_classifier,Team1Win,True
context__women,matchup_context,0.0,965,2,0.06625969234796165,0.0,0.0,1.0,0.0,0.11457713231655157,True,True,True,6.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_classifier,Team1Win,True
diff__rating__margin_ridge_a5p0_z,global_strength_ratings,0.0,965,965,0.5483590221878684,0.5492968301913174,1.0,1.0,0.10573624169550933,0.6400720137053431,False,True,True,63.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_classifier,Team1Win,True
seedprior__team1_prob_pc2p0,prequential_seed_priors,0.0,965,552,0.5414769793144466,0.55440379125372,1.0,1.0,0.16273788195369876,0.6387292399728158,False,True,True,69.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_classifier,Team1Win,True
diff__schedule__quality_wins,schedule_and_accomplishment,0.0,965,43,0.5134083820248035,0.5375014606968486,1.0,1.0,0.13209127720956976,0.6256668940915613,False,True,True,79.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_classifier,Team1Win,True
diff__norm__rating__elo_mov_538__z,within_season_normalization,0.0,965,965,0.5229219729915434,0.5318851991647321,1.0,1.0,0.13914129150705512,0.6247820779969286,False,True,True,13.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_classifier,Team1Win,True
diff__norm__rating__margin_ridge_a25p0__z,within_season_normalization,0.0,965,965,0.5316657154726988,0.525319683288875,1.0,1.0,0.12199694138799572,0.6242400277271339,False,True,True,14.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_classifier,Team1Win,True
diff__norm__rating__colley__z,within_season_normalization,0.0,965,965,0.5228381717473202,0.5217498121693354,1.0,1.0,0.11344772473351805,0.6209263986363507,False,True,True,15.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_classifier,Team1Win,True
diff__adj__net_rtg_a10p0,opponent_adjusted_efficiency,0.0,965,965,0.5245381253731478,0.5189092219119034,1.0,1.0,0.1306482859634338,0.6192488826612688,False,True,True,25.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_classifier,Team1Win,True
diff__norm__rating__bt_c1p0__z,within_season_normalization,0.0,965,965,0.514462803355784,0.516663180699118,1.0,1.0,0.11626431939351217,0.6165295706981087,False,True,True,16.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_classifier,Team1Win,True
diff__norm__schedule__quality_win_points_sum__z,within_season_normalization,0.0,965,965,0.5258457551599816,0.5023888497001918,1.0,1.0,0.08976886213900825,0.6132419595057277,False,True,True,17.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_classifier,Team1Win,True
