Feature,Block,MissingRate,NonMissingRows,UniqueValues,GlobalCorrelation,MedianAbsoluteSeasonCorrelation,SeasonSignConsistency,SeasonCoverage,SeasonCorrelationIQR,StabilityScore,Mandatory,InPrecorrelationPool,Selected,SelectionRank,ExclusionReason,StreamID
absdiff__adj__net_rtg_a50p0_percentile,opponent_adjusted_efficiency,0.0,1449,761,-0.039342608668961,0.0721306541308609,0.4545454545454545,1.0,0.111577779029449,0.2115422494560794,False,True,True,45.0,selected,M_primary
absdiff__norm__adj__net_rtg_a50p0__pct,within_season_normalization,0.0,1449,761,-0.039342608668961,0.0721306541308609,0.4545454545454545,1.0,0.111577779029449,0.2115422494560794,False,False,False,,below_bounded_prescreen,M_primary
diff__compact__margin_mad,compact_performance,0.0,1449,38,0.0624719105257567,0.0615699610790096,0.4545454545454545,1.0,0.1208100825379517,0.2111922710593457,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__clean__oppfg3attemptrate_mean,detailed_efficiency,0.0,1449,1449,-0.0457472325317645,0.1016953551608397,0.3636363636363636,1.0,0.1546634014588314,0.2108734437576561,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__all__drbpct_median,detailed_efficiency,0.0,1449,1370,0.0415196481833339,0.1046033054786853,0.3636363636363636,1.0,0.1746934858298829,0.2105379879787252,False,False,False,,below_bounded_prescreen,M_primary
mean__coach__prior_tournament_wins,prior_coach_history,0.0,1449,109,0.0395428209172101,0.0710029441486484,0.4545454545454545,1.0,0.1258699711264849,0.2104733076753508,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__clean__stealpct_mean,detailed_efficiency,0.0,1449,1449,0.0844615066848621,0.0853547315815678,0.3636363636363636,1.0,0.1833600714928141,0.2103992179519278,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__all__oppfg3attemptrate_mean,detailed_efficiency,0.0,1449,1449,-0.0452604715486604,0.0999549698692512,0.3636363636363636,1.0,0.1473867414607368,0.2102220378013346,False,False,False,,below_bounded_prescreen,M_primary
absdiff__compact__pythag_exp13p91,compact_performance,0.0,1449,1449,-0.0334190465854673,0.0702588842364284,0.4545454545454545,1.0,0.1018692658507861,0.2097289567755297,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__all__stealpct_mean,detailed_efficiency,0.0,1449,1449,0.0846157730786244,0.0835491144980976,0.3636363636363636,1.0,0.1857266982903581,0.209471795286588,False,False,False,,below_bounded_prescreen,M_primary
absdiff__schedule__bad_loss_penalty_sum,schedule_and_accomplishment,0.0,1449,1447,-0.0428514171028841,0.1003063676522252,0.3636363636363636,1.0,0.1617384006636923,0.209286650390973,False,False,False,,below_bounded_prescreen,M_primary
absdiff__coach__prior_tournament_win_pct_smoothed,prior_coach_history,0.0,1449,693,0.0429377513478396,0.0956122088832849,0.3636363636363636,1.0,0.1138905295948167,0.208966362558527,False,False,False,,below_bounded_prescreen,M_primary
absdiff__compact__rest_days_std,compact_performance,0.0,1449,1446,0.0255053725860476,0.0718436081235694,0.4545454545454545,1.0,0.0974302253417243,0.2089261775818476,False,False,False,,below_bounded_prescreen,M_primary
mean__detailed__neutral__pace_mean,detailed_efficiency,0.0379572118702553,1394,1377,0.0366492110576646,0.0716093504651697,0.4545454545454545,1.0,0.0824737280451467,0.2088270613118141,False,False,False,,below_bounded_prescreen,M_primary
seedprior__generic_gender_games,prequential_seed_priors,0.0,1449,23,0.0429085152397864,0.0952866597538468,0.3636363636363636,1.0,0.115416333579934,0.2087426348732203,False,False,False,,below_bounded_prescreen,M_primary
absdiff__massey__system_sag,massey_consensus,0.0924775707384403,1315,733,-0.0394986519241256,0.0998905238676545,0.4,1.0,0.1127720419506135,0.208728067542682,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__all__tov_pct_ros,detailed_efficiency,0.0,1449,1449,-0.0635823095941026,0.1247889920089902,0.2727272727272727,1.0,0.226393060775675,0.2084674654803545,False,False,False,,below_bounded_prescreen,M_primary
absdiff__compact__day110plus_margin_mean,compact_performance,0.0,1449,917,0.0491489833075555,0.0954920228310088,0.3636363636363636,1.0,0.1605600776912038,0.2084083623607165,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__all__steal_pct_ros,detailed_efficiency,0.0,1449,1449,0.086218754526404,0.0801398377580945,0.3636363636363636,1.0,0.1873793006532229,0.2081218942753835,False,False,False,,below_bounded_prescreen,M_primary
diff__compact__last5_points_for_mean,compact_performance,0.0,1449,223,0.0572889326161994,0.0909596901420721,0.3636363636363636,1.0,0.1622006032966766,0.2079580104937096,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__all__pace_ros,detailed_efficiency,0.0,1449,1448,-0.0592246610203734,0.0565769368756712,0.4545454545454545,1.0,0.1246523775984918,0.2079275327481373,False,False,False,,below_bounded_prescreen,M_primary
interaction__pace_gap,matchup_interactions,0.0,1449,1448,-0.0592246610203734,0.0565769368756712,0.4545454545454545,1.0,0.1246523775984918,0.2079275327481373,False,False,False,,below_bounded_prescreen,M_primary
absdiff__compact__pythag_exp11p5,compact_performance,0.0,1449,1449,-0.0260661104055213,0.070723813627722,0.4545454545454545,1.0,0.1131130524763354,0.2078847254587406,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__clean__tov_pct_ros,detailed_efficiency,0.0,1449,1449,-0.0624906314112382,0.124301612477924,0.2727272727272727,1.0,0.2341360335767118,0.2076836351931711,False,False,False,,below_bounded_prescreen,M_primary
mean__detailed__all__offrtg_std,detailed_efficiency,0.0,1449,1449,-0.0465702257360172,0.0937426213075461,0.3636363636363636,1.0,0.1445968349363393,0.2076398526739105,False,False,False,,below_bounded_prescreen,M_primary
absdiff__norm__schedule__quality_win_points_sum__pct,within_season_normalization,0.0,1449,806,-0.0367787131556682,0.0968741967386316,0.3636363636363636,1.0,0.1295071006802578,0.2075924654833981,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__last5__net_rtg_mean,detailed_efficiency,0.0,1449,1448,0.0612918540716715,0.1210040322271947,0.2727272727272727,1.0,0.215374604676565,0.2065875228141222,False,False,False,,below_bounded_prescreen,M_primary
absdiff__rating__bt_c0p25_percentile,global_strength_ratings,0.0,1449,754,-0.0416415844422962,0.0931345034416941,0.3636363636363636,1.0,0.1457785703751247,0.2062163855961315,False,False,False,,below_bounded_prescreen,M_primary
mean__detailed__clean__offrtg_std,detailed_efficiency,0.0,1449,1449,-0.0449181543444985,0.0900484586331389,0.3636363636363636,1.0,0.1419042298764328,0.2056109030864572,False,False,False,,below_bounded_prescreen,M_primary
mean__compact__days_since_last_game,compact_performance,0.0,1449,16,-0.034620367634132,0.0974890602576102,0.3636363636363636,1.0,0.1857127329224424,0.2051645386680824,False,False,False,,below_bounded_prescreen,M_primary
absdiff__massey__system_dok,massey_consensus,0.1325051759834368,1257,716,-0.0463432842259918,0.0701376589706903,0.4736842105263157,1.0,0.1092263289178517,0.204681605284471,False,False,False,,below_bounded_prescreen,M_primary
absdiff__compact__last5_margin_mean,compact_performance,0.0,1449,115,0.0638284115293827,0.1119741779704294,0.2727272727272727,1.0,0.1732825868163815,0.2044949161259787,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__neutral__pace_mean,detailed_efficiency,0.0379572118702553,1394,1367,0.0590077374987062,0.0894874593367276,0.3636363636363636,1.0,0.1790715937769028,0.2039180602124663,False,False,False,,below_bounded_prescreen,M_primary
absdiff__rating__elo_standard_delta,dynamic_ratings,0.0,1449,1449,0.0364308820029929,0.0538513283434023,0.4545454545454545,1.0,0.0777316443990457,0.2034814385968025,False,False,False,,below_bounded_prescreen,M_primary
matchup__equal_seed,matchup_context,0.0,1449,2,-0.018089940942682,0.0952866597538469,0.3636363636363636,1.0,0.1154163335799339,0.2032825485278574,False,True,True,26.0,selected,M_primary
absdiff__massey__system_wlk,massey_consensus,0.0,1449,809,-0.0361625777473529,0.0889884596270435,0.3636363636363636,1.0,0.1450106181931916,0.203051621179489,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__clean__defrtg_std,detailed_efficiency,0.0,1449,1449,-0.0247505549874487,0.0934315555827043,0.3636363636363636,1.0,0.1422298634267663,0.2027848924216843,False,False,False,,below_bounded_prescreen,M_primary
absdiff__norm__schedule__opponent_strength_mean__z,within_season_normalization,0.0,1449,1449,-0.0145482231895958,0.1352875550318483,0.2727272727272727,1.0,0.2315693309195017,0.2025122259165818,False,False,False,,below_bounded_prescreen,M_primary
absdiff__massey__system_mor,massey_consensus,0.0,1449,862,-0.0276415903246374,0.0911258864424029,0.3636363636363636,1.0,0.1400286565454388,0.2024022472837743,False,False,False,,below_bounded_prescreen,M_primary
absdiff__schedule__opponent_strength_mean,schedule_and_accomplishment,0.0,1449,1449,-0.0132332005464688,0.1352875504414583,0.2727272727272727,1.0,0.231569335352106,0.2022229185544025,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__last20__def_rtg_mean,detailed_efficiency,0.0,1449,1449,-0.0577794320099781,0.0751802414188811,0.3636363636363636,1.0,0.1224965517610994,0.2020799470346323,False,False,False,,below_bounded_prescreen,M_primary
absdiff__compact__last5_margin_median,compact_performance,0.0,1449,34,0.0245875086109207,0.1270126290658311,0.2727272727272727,1.0,0.2098828466855306,0.2016163636149439,False,False,False,,below_bounded_prescreen,M_primary
mean__compact__day90plus_games,compact_performance,0.0,1449,16,-0.0301917659952112,0.0624270341099561,0.4285714285714285,1.0,0.0929587679699701,0.2014602427443552,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__all__defrtg_std,detailed_efficiency,0.0,1449,1449,-0.0264976513476223,0.0904618178314529,0.3636363636363636,1.0,0.1506217812632567,0.2014081027868622,False,False,False,,below_bounded_prescreen,M_primary
mean__prior__program_has_tournament_history,prior_program_history,0.0,1449,3,0.0359548079960831,0.1153067277885716,0.2727272727272727,1.0,0.1691699720702773,0.2001268518512052,False,False,False,,below_bounded_prescreen,M_primary
absdiff__massey__rank_improvement_mean,massey_consensus,0.0,1449,1437,-0.0526504158013614,0.1081251233390668,0.2727272727272727,1.0,0.1764390897036816,0.2000619507272679,False,False,False,,below_bounded_prescreen,M_primary
absdiff__massey__system_sel,massey_consensus,0.0904071773636991,1318,744,-0.0325845268215799,0.086079503328891,0.4,1.0,0.1329791296539335,0.199935018123362,False,False,False,,below_bounded_prescreen,M_primary
mean__coach__prior_tournament_games,prior_coach_history,0.0,1449,143,0.0394264712288527,0.07953293995126,0.3636363636363636,1.0,0.1296631279931428,0.1998449279090449,False,False,False,,below_bounded_prescreen,M_primary
diff__compact__last20_margin_std,compact_performance,0.0,1449,1449,0.0704614051674676,0.0975887448623492,0.2727272727272727,1.0,0.1670938534385032,0.199296716169594,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__clean__oppassistturnoverratio_mean,detailed_efficiency,0.0,1449,1449,-0.0545388110371803,0.0749703884468579,0.3636363636363636,1.0,0.1809903052132786,0.1989265308559585,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__clean__fg3pct_median,detailed_efficiency,0.0,1449,1093,0.076980508239536,0.0649891237381877,0.3636363636363636,1.0,0.1879136362721511,0.1987957639379602,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__last5__pace_mean,detailed_efficiency,0.0,1449,1178,-0.0534876041351693,0.1052292701551164,0.2727272727272727,1.0,0.1898971424020706,0.1983178005244739,False,False,False,,below_bounded_prescreen,M_primary
absdiff__massey__system_rpi,massey_consensus,0.1380262249827467,1249,737,-0.0397736813604266,0.096917582556342,0.3684210526315789,1.0,0.1279807490649243,0.1980566899861739,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__all__efg_std,detailed_efficiency,0.0,1449,1449,-0.0170090075889427,0.1167532514206918,0.2727272727272727,1.0,0.1494511448709947,0.1974418601930233,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__all__ftrate_std,detailed_efficiency,0.0,1449,1449,0.0208700003550424,0.0809843559000789,0.3636363636363636,1.0,0.1176221246800572,0.1969408241047631,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__all__ftpct_median,detailed_efficiency,0.0,1449,1222,0.0641099656140839,0.0990414022998885,0.2727272727272727,1.0,0.2161635578660154,0.196633886860768,False,False,False,,below_bounded_prescreen,M_primary
mean__massey__strength_std,massey_consensus,0.0,1449,1449,-0.044970138209109,0.1081824462086348,0.2727272727272727,1.0,0.2302901741334465,0.1962457612571745,False,False,False,,below_bounded_prescreen,M_primary
absdiff__schedule__opponent_strength_median,schedule_and_accomplishment,0.0,1449,1433,-0.0106753683843504,0.1218550522280236,0.2727272727272727,1.0,0.2057609586402334,0.1962449314047627,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__clean__ftpct_median,detailed_efficiency,0.0,1449,1219,0.0643231421531737,0.0986636163121058,0.2727272727272727,1.0,0.2322535607508639,0.1958558483098381,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__clean__efg_std,detailed_efficiency,0.0,1449,1449,-0.0133408417488988,0.1149126139289978,0.2727272727272727,1.0,0.14690705622046,0.195853121258222,False,False,False,,below_bounded_prescreen,M_primary
absdiff__compact__last10_margin_median,compact_performance,0.0,1449,53,0.0363759501616483,0.1078061358387744,0.2727272727272727,1.0,0.1926746121293732,0.1956790333893631,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__all__fg3pct_median,detailed_efficiency,0.0,1449,1104,0.0756043355703554,0.0586470361303618,0.3636363636363636,1.0,0.1925836745567891,0.1952620023675985,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__clean__drbpct_median,detailed_efficiency,0.0,1449,1380,0.039421601224494,0.1035879505584894,0.2727272727272727,1.0,0.1729237426423255,0.1951143824681342,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__ewm_h10__efg,detailed_efficiency,0.0,1449,1449,-0.0050024846837523,0.1233884976303383,0.2727272727272727,1.0,0.2344487241859725,0.1945854401619126,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__all__efg_mean,detailed_efficiency,0.0,1449,1449,-0.0050694000475714,0.1228791297850508,0.2727272727272727,1.0,0.2322454299636575,0.1944437967451074,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__all__efg_trim02,detailed_efficiency,0.0,1449,1449,-0.0050694000475714,0.1228791297850508,0.2727272727272727,1.0,0.2322454299636575,0.1944437967451074,False,False,False,,below_bounded_prescreen,M_primary
absdiff__compact__margin_median,compact_performance,0.0,1449,42,0.040257280229111,0.0979881942268624,0.2727272727272727,1.0,0.1289300262622551,0.1943700974651718,False,False,False,,below_bounded_prescreen,M_primary
absdiff__seed__number,selection_committee_prior,0.0,1449,15,-0.0063961572465262,0.0841501798969048,0.3636363636363636,1.0,0.1466000338803196,0.1941170577713555,False,False,False,,below_bounded_prescreen,M_primary
matchup__seed_gap_abs,matchup_context,0.0,1449,15,-0.0063961572465262,0.0841501798969048,0.3636363636363636,1.0,0.1466000338803196,0.1941170577713555,False,True,True,27.0,selected,M_primary
absdiff__detailed__clean__orb_pct_ros,detailed_efficiency,0.0,1449,1449,0.027605157329996,0.1056903973603851,0.2727272727272727,1.0,0.1586931186932835,0.1940931642342163,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__all__orb_pct_ros,detailed_efficiency,0.0,1449,1449,0.0276751511033578,0.1056903973603851,0.2727272727272727,1.0,0.1686318751030014,0.1937110126079671,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__clean__efg_mean,detailed_efficiency,0.0,1449,1449,-0.0041357071065336,0.1215349149175743,0.2727272727272727,1.0,0.234516934099181,0.1935023009962694,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__clean__efg_trim02,detailed_efficiency,0.0,1449,1449,-0.0041357071065336,0.1215349149175743,0.2727272727272727,1.0,0.234516934099181,0.1935023009962694,False,False,False,,below_bounded_prescreen,M_primary
absdiff__massey__system_mas,massey_consensus,0.1766735679779158,1193,667,-0.0157050910419587,0.0760728825516352,0.4444444444444444,1.0,0.0931513916847164,0.193221273659505,False,False,False,,below_bounded_prescreen,M_primary
absdiff__schedule__top_quartile_games,schedule_and_accomplishment,0.0,1449,26,-0.0257214356491333,0.1379291252788126,0.1818181818181818,1.0,0.1963715324407041,0.1931007437699203,False,False,False,,below_bounded_prescreen,M_primary
absdiff__massey__strength_max,massey_consensus,0.0,1449,762,-0.0378506561605491,0.0976582617550967,0.2727272727272727,1.0,0.1436793548548406,0.1930922994399372,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__last10__net_rtg_mean,detailed_efficiency,0.0,1449,1449,0.0497721936842544,0.0978665021133996,0.2727272727272727,1.0,0.2226662439979526,0.1926555175014133,False,False,False,,below_bounded_prescreen,M_primary
absdiff__norm__detailed__all__efg_ros__z,within_season_normalization,0.0,1449,1449,0.0016982738554426,0.1203377488352495,0.2727272727272727,1.0,0.2330313705156632,0.1924508485048542,False,False,False,,below_bounded_prescreen,M_primary
absdiff__compact__pythag_exp10p0,compact_performance,0.0,1449,1449,-0.0208632934503318,0.0714038920580538,0.3636363636363636,1.0,0.1213454965097656,0.1921917910683664,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__all__efg_ros,detailed_efficiency,0.0,1449,1449,0.0002317026144548,0.1203377488004199,0.2727272727272727,1.0,0.2330313670733054,0.192128202952813,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__ewm_h5__efg,detailed_efficiency,0.0,1449,1449,0.05807756728141,0.0901003191101288,0.2727272727272727,1.0,0.1931883607298488,0.1919340471819417,False,False,False,,below_bounded_prescreen,M_primary
absdiff__massey__system_wil,massey_consensus,0.1325051759834368,1257,706,-0.0408215091058851,0.0803832480241998,0.3684210526315789,1.0,0.1020922944809352,0.1918279536180509,False,False,False,,below_bounded_prescreen,M_primary
absdiff__massey__ordinal_min,massey_consensus,0.0,1449,142,-0.037278282938418,0.0951839769102509,0.2727272727272727,1.0,0.152854496413385,0.1914117149432006,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__last20__pace_mean,detailed_efficiency,0.0,1449,1353,-0.071396300427924,0.0784616098684389,0.2727272727272727,1.0,0.1420048536708859,0.1913249283205222,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__clean__efg_ros,detailed_efficiency,0.0,1449,1449,0.0001956421946214,0.1174879023080501,0.2727272727272727,1.0,0.2319884149782583,0.190794061427914,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__all__oppftpct_median,detailed_efficiency,0.0,1449,1102,-0.0298475778889803,0.0971144286824728,0.2727272727272727,1.0,0.1612620822329189,0.1903672732502095,False,False,False,,below_bounded_prescreen,M_primary
absdiff__norm__schedule__opponent_strength_mean__pct,within_season_normalization,0.0,1449,1021,-0.0141806848444927,0.1409457047625174,0.1818181818181818,1.0,0.2390361441628126,0.1903031522761933,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__last20__tov_pct_mean,detailed_efficiency,0.0,1449,1449,-0.0306690087498725,0.0610906140868424,0.3636363636363636,1.0,0.1020324667047755,0.1901711962002835,False,False,False,,below_bounded_prescreen,M_primary
mean__massey__ordinal_std,massey_consensus,0.0,1449,1449,-0.0456736079238815,0.0868387855844141,0.2727272727272727,1.0,0.1311139204021412,0.1901226176440507,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__clean__oppftpct_median,detailed_efficiency,0.0,1449,1098,-0.0301560887294008,0.0960220310765615,0.2727272727272727,1.0,0.161412141371467,0.1899047924187227,False,False,False,,below_bounded_prescreen,M_primary
absdiff__schedule__bad_losses,schedule_and_accomplishment,0.0,1449,9,-0.0185795813481124,0.1006863771063618,0.2727272727272727,1.0,0.1538925248639887,0.1898976315494425,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__all__opp_ft_rate_ros,detailed_efficiency,0.0,1449,1449,-0.0136301079285815,0.0711288188092556,0.3636363636363636,1.0,0.1357200417920404,0.1898934732828672,False,False,False,,below_bounded_prescreen,M_primary
absdiff__schedule__quality_win_points_mean,schedule_and_accomplishment,0.0,1449,1449,-0.0138814367942984,0.0697233439055824,0.3636363636363636,1.0,0.1229892372215967,0.1897833698623795,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__last5__def_rtg_mean,detailed_efficiency,0.0,1449,1449,0.037328768365558,0.1260875742058389,0.1818181818181818,1.0,0.223000850357103,0.1889052397358504,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__clean__ftmaderate_median,detailed_efficiency,0.0,1449,1435,-0.0322506702828189,0.0917933169874739,0.2727272727272727,1.0,0.1545227743510909,0.1886113922785276,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__home__pace_mean,detailed_efficiency,0.0,1449,1448,0.0533889838319128,0.0815755261890495,0.2727272727272727,1.0,0.1484636057579371,0.1885996484198107,False,False,False,,below_bounded_prescreen,M_primary
absdiff__massey__strength_mean,massey_consensus,0.0,1449,1449,-0.0340576312171522,0.0896103201480644,0.2727272727272727,1.0,0.1405791990712557,0.1885188282123578,False,False,False,,below_bounded_prescreen,M_primary
absdiff__norm__massey__strength_mean__z,within_season_normalization,0.0,1449,1449,-0.0340513926817087,0.0896103210036057,0.2727272727272727,1.0,0.1405791890841445,0.1885174565447045,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__last5__def_rtg_mean,detailed_efficiency,0.0,1449,1449,0.021870937064733,0.063613879372051,0.3636363636363636,1.0,0.1259955934037924,0.1884882626984922,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__all__ftmaderate_median,detailed_efficiency,0.0,1449,1434,-0.0325993584002368,0.090687917058046,0.2727272727272727,1.0,0.151472116935671,0.188279537994851,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__last5__opp_efg_mean,detailed_efficiency,0.0,1449,1449,-0.0028236708691442,0.0718476284071968,0.3636363636363636,1.0,0.1293762705294814,0.1881148365873051,False,False,False,,below_bounded_prescreen,M_primary
mean__detailed__clean__ftrate_std,detailed_efficiency,0.0,1449,1448,-0.0139094470436586,0.0997902813203115,0.2727272727272727,1.0,0.1661829463617095,0.1879484591652497,False,False,False,,below_bounded_prescreen,M_primary
absdiff__norm__compact__win_pct__pct,within_season_normalization,0.0,1449,950,-0.0429392330161765,0.087023309845934,0.2727272727272727,1.0,0.1755017342338557,0.1878341142566165,False,False,False,,below_bounded_prescreen,M_primary
mean__detailed__all__ftrate_std,detailed_efficiency,0.0,1449,1448,-0.0155068634355637,0.0987616354517953,0.2727272727272727,1.0,0.166308510954085,0.187801118170886,False,False,False,,below_bounded_prescreen,M_primary
mean__coach__prior_tournament_win_pct_smoothed,prior_coach_history,0.0,1449,755,0.0256546158020114,0.0930968173167244,0.2727272727272727,1.0,0.1585562337104521,0.1876246020764158,False,False,False,,below_bounded_prescreen,M_primary
absdiff__compact__away_win_pct,compact_performance,0.0,1449,470,0.015721870357777,0.0951653347229545,0.2727272727272727,1.0,0.1450085273724856,0.1869741946871933,False,False,False,,below_bounded_prescreen,M_primary
absdiff__compact__rest_days_mean,compact_performance,0.0,1449,827,-0.050179144776648,0.0464435934086094,0.3636363636363636,1.0,0.1147925555948148,0.1869224526450207,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__all__ftmaderate_median,detailed_efficiency,0.0,1449,1423,0.038278488122393,0.1168056138899405,0.1818181818181818,1.0,0.1689670503247953,0.1868201891320152,False,False,False,,below_bounded_prescreen,M_primary
mean__compact__margin_mad,compact_performance,0.0,1449,37,-0.0163181783373011,0.0951198936781039,0.2727272727272727,1.0,0.162278971013609,0.1863927529955154,False,False,False,,below_bounded_prescreen,M_primary
absdiff__norm__rating__margin_ridge_a25p0__pct,within_season_normalization,0.0,1449,773,-0.0410346531379336,0.0836909178519363,0.2727272727272727,1.0,0.163298896324932,0.1863036720426412,False,False,False,,below_bounded_prescreen,M_primary
absdiff__rating__margin_ridge_a25p0_percentile,global_strength_ratings,0.0,1449,773,-0.0410346531379336,0.0836909178519363,0.2727272727272727,1.0,0.163298896324932,0.1863036720426412,False,False,False,,below_bounded_prescreen,M_primary
absdiff__conference__strength_std,conference_context,0.0,1449,1105,0.0405673116070796,0.0825996537657497,0.2727272727272727,1.0,0.1476459494051247,0.186303168021276,False,False,False,,below_bounded_prescreen,M_primary
absdiff__adj__net_rtg_a10p0_percentile,opponent_adjusted_efficiency,0.0,1449,774,-0.0426160637898435,0.081962973669678,0.2727272727272727,1.0,0.1535475753092309,0.1862122220192054,False,True,True,46.0,selected,M_primary
absdiff__norm__adj__net_rtg_a10p0__pct,within_season_normalization,0.0,1449,774,-0.0426160637898435,0.081962973669678,0.2727272727272727,1.0,0.1535475753092309,0.1862122220192054,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__clean__ftmaderate_median,detailed_efficiency,0.0,1449,1422,0.0391689924566247,0.1163731673743904,0.1818181818181818,1.0,0.1840818503491222,0.186203933757109,False,False,False,,below_bounded_prescreen,M_primary
absdiff__compact__last5_margin_std,compact_performance,0.0,1449,1446,0.0435635015146679,0.0790650125368914,0.2727272727272727,1.0,0.1296158119183348,0.185986907510565,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__neutral__pace_mean,detailed_efficiency,0.0379572118702553,1394,1350,0.0122454772879892,0.0702332338381216,0.3636363636363636,1.0,0.1451987008942706,0.1857432504420829,False,False,False,,below_bounded_prescreen,M_primary
diff__compact__last10_points_against_mean,compact_performance,0.0,1449,347,-0.021688676873391,0.1252664348937868,0.1818181818181818,1.0,0.2266961944028513,0.1849224589759587,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__last10__orb_pct_mean,detailed_efficiency,0.0,1449,1449,0.0324144388539566,0.080136696380169,0.2727272727272727,1.0,0.1220628730304564,0.184350639525497,False,False,False,,below_bounded_prescreen,M_primary
absdiff__rating__margin_ridge_a5p0,global_strength_ratings,0.0,1449,1449,-0.0136524890706653,0.0933647829890015,0.2727272727272727,1.0,0.1858312717376825,0.1840217561971234,False,False,False,,below_bounded_prescreen,M_primary
absdiff__compact__day120plus_win_pct,compact_performance,0.0,1449,31,0.0196728947359213,0.0897326400669134,0.2727272727272727,1.0,0.1756778151660618,0.1840089551037423,False,False,False,,below_bounded_prescreen,M_primary
absdiff__rating__margin_ridge_a5p0_z,global_strength_ratings,0.0,1449,1449,-0.0128167703650045,0.0933647860066426,0.2727272727272727,1.0,0.1858312715624591,0.1838378995373547,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__last20__def_rtg_mean,detailed_efficiency,0.0,1449,1449,0.0451989088526802,0.0770011945632086,0.2727272727272727,1.0,0.1684307507481397,0.1838034669443678,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__clean__drb_pct_ros,detailed_efficiency,0.0,1449,1449,0.0389600462276011,0.1118781539618727,0.1818181818181818,1.0,0.1893305323715529,0.1837904118678181,False,False,False,,below_bounded_prescreen,M_primary
diff__compact__half_pointsagainstmean_second,compact_performance,0.0,1449,1262,-0.0313134117594781,0.1175502285183917,0.1818181818181818,1.0,0.2206332674684661,0.1835786386680837,False,False,False,,below_bounded_prescreen,M_primary
diff__detailed__last10__pace_mean,detailed_efficiency,0.0,1449,1377,-0.0200821999990383,0.0906604425454594,0.2727272727272727,1.0,0.2021047687654029,0.1834872693073565,False,False,False,,below_bounded_prescreen,M_primary
absdiff__compact__margin_q25,compact_performance,0.0,1449,83,0.0127561913893112,0.0886870021612391,0.2727272727272727,1.0,0.1481417896324584,0.1830868151941085,False,False,False,,below_bounded_prescreen,M_primary
absdiff__detailed__last10__ft_rate_mean,detailed_efficiency,0.0,1449,1449,0.0239650559568001,0.084697019946109,0.2727272727272727,1.0,0.1666051172499493,0.182899040830994,False,False,False,,below_bounded_prescreen,M_primary
