Feature,Block,MissingRate,NonMissingRows,UniqueValues,GlobalCorrelation,MedianAbsoluteSeasonCorrelation,SeasonSignConsistency,SeasonCoverage,SeasonCorrelationIQR,StabilityScore,Mandatory,InPrecorrelationPool,Selected,SelectionRank,ExclusionReason,OuterFoldID,InnerFoldID,Model,TargetColumn,SeedAware
matchup__seed_diff,matchup_context,0.0,252,24,-0.6239268426858926,0.6234150977203579,1.0,1.0,0.0096418341892468,0.6961174789290983,True,True,True,1.0,selected,rich_W_2017,rich_W_2017_inner_2014,hist_classifier,Team1Win,True
diff__norm__rating__elo_mov_538__pct,within_season_normalization,0.0,252,203,0.5319350940486198,0.549576261020964,1.0,1.0,0.0419633333383308,0.6391437926472259,True,True,True,2.0,selected,rich_W_2017,rich_W_2017_inner_2014,hist_classifier,Team1Win,True
diff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,0.0,252,252,0.5405093939540638,0.5450929190087335,1.0,1.0,0.08535083203339233,0.6371426345127504,True,True,True,5.0,selected,rich_W_2017,rich_W_2017_inner_2014,hist_classifier,Team1Win,True
diff__norm__schedule__opponent_strength_mean__pct,within_season_normalization,0.0,252,235,0.5244291980453347,0.5416055730845212,1.0,1.0,0.06299002496901818,0.6328254976517831,True,True,True,4.0,selected,rich_W_2017,rich_W_2017_inner_2014,hist_classifier,Team1Win,True
diff__compact__margin_trim02,compact_performance,0.0,252,250,0.5006163560184486,0.5038420292914764,1.0,1.0,0.07950474996497947,0.6087995823853681,True,True,True,3.0,selected,rich_W_2017,rich_W_2017_inner_2014,hist_classifier,Team1Win,True
diff__norm__rating__margin_ridge_a25p0__z,within_season_normalization,0.0,252,252,0.6135167368827973,0.6184364054302383,1.0,1.0,0.08361252860825052,0.6884786555763996,False,True,True,11.0,selected,rich_W_2017,rich_W_2017_inner_2014,hist_classifier,Team1Win,True
diff__compact__half_marginmean_first,compact_performance,0.0,252,241,0.6006714898770351,0.6028728068435134,1.0,1.0,0.05500828337255326,0.679326343722932,False,True,True,24.0,selected,rich_W_2017,rich_W_2017_inner_2014,hist_classifier,Team1Win,True
diff__norm__rating__elo_mov_538__z,within_season_normalization,0.0,252,252,0.5873125444515024,0.60370911647065,1.0,1.0,0.07673382219580283,0.6759197827974104,False,True,True,12.0,selected,rich_W_2017,rich_W_2017_inner_2014,hist_classifier,Team1Win,True
diff__norm__schedule__quality_win_points_sum__z,within_season_normalization,0.0,252,252,0.5993863398921758,0.5893776801516168,1.0,1.0,0.042112348732377236,0.6730817872997598,False,True,True,13.0,selected,rich_W_2017,rich_W_2017_inner_2014,hist_classifier,Team1Win,True
diff__norm__rating__colley__z,within_season_normalization,0.0,252,252,0.5893049897225744,0.5922097447940922,1.0,1.0,0.05098538683641307,0.671868359766674,False,True,True,14.0,selected,rich_W_2017,rich_W_2017_inner_2014,hist_classifier,Team1Win,True
diff__norm__schedule__opponent_strength_mean__z,within_season_normalization,0.0,252,252,0.5586459350785802,0.5808944775645839,1.0,1.0,0.05343893128679256,0.6595938976968162,False,True,True,15.0,selected,rich_W_2017,rich_W_2017_inner_2014,hist_classifier,Team1Win,True
