scope,Gender,Season,arm,games,brier,baseline_brier,delta
all_tournament,W,2018,single_seeded_wins,63,0.15481567166934845,0.15611157244654633,-0.001295900777197878
all_tournament,W,2019,baseline,63,0.12824426112654821,0.12824426112654821,0.0
all_tournament,W,2019,minimal,63,0.13103657033107838,0.12824426112654821,0.0027923092045301634
all_tournament,W,2019,minimal_quality,63,0.12395070628131297,0.12824426112654821,-0.004293554845235248
all_tournament,W,2019,single_away_quality_wins,63,0.1295775907164641,0.12824426112654821,0.0013333295899158881
all_tournament,W,2019,single_bad_loss_rate,63,0.1338260256317638,0.12824426112654821,0.005581764505215581
all_tournament,W,2019,single_elite_win_rate,63,0.12929611219861636,0.12824426112654821,0.0010518510720681495
all_tournament,W,2019,single_elite_wins,63,0.12752261914831714,0.12824426112654821,-0.0007216419782310746
all_tournament,W,2019,single_late_quality_wins,63,0.1238586107986126,0.12824426112654821,-0.004385650327935614
all_tournament,W,2019,single_quality_margin,63,0.12669479831033867,0.12824426112654821,-0.0015494628162095458
all_tournament,W,2019,single_quality_win_rate,63,0.12879682661034036,0.12824426112654821,0.0005525654837921501
all_tournament,W,2019,single_quality_wins,63,0.12574123274258042,0.12824426112654821,-0.0025030283839677925
all_tournament,W,2019,single_schedule_quality,63,0.1270694718738721,0.12824426112654821,-0.0011747892526761117
all_tournament,W,2019,single_seeded_win_rate,63,0.1281461301998677,0.12824426112654821,-9.813092668051193e-05
all_tournament,W,2019,single_seeded_wins,63,0.1256095056096862,0.12824426112654821,-0.002634755516862014
all_tournament,W,2021,baseline,63,0.15717714089375154,0.15717714089375154,0.0
all_tournament,W,2021,minimal,63,0.15265834173000337,0.15717714089375154,-0.004518799163748172
all_tournament,W,2021,minimal_quality,63,0.16065037928024134,0.15717714089375154,0.003473238386489802
all_tournament,W,2021,single_away_quality_wins,63,0.15797167739492296,0.15717714089375154,0.0007945365011714223
all_tournament,W,2021,single_bad_loss_rate,63,0.1561695084299625,0.15717714089375154,-0.0010076324637890433
all_tournament,W,2021,single_elite_win_rate,63,0.1600401944643771,0.15717714089375154,0.002863053570625551
all_tournament,W,2021,single_elite_wins,63,0.1609718563039983,0.15717714089375154,0.0037947154102467573
all_tournament,W,2021,single_late_quality_wins,63,0.16014368979478336,0.15717714089375154,0.002966548901031818
all_tournament,W,2021,single_quality_margin,63,0.15925457623417538,0.15717714089375154,0.0020774353404238444
all_tournament,W,2021,single_quality_win_rate,63,0.1590482777713831,0.15717714089375154,0.001871136877631574
all_tournament,W,2021,single_quality_wins,63,0.15994811133025405,0.15717714089375154,0.0027709704365025123
all_tournament,W,2021,single_schedule_quality,63,0.15691009021895935,0.15717714089375154,-0.00026705067479218525
