Season,block,model,games,brier,log_loss,roc_auc,average_precision,precision_at_05,recall_at_05,f1_at_05,ece_10_bins
2019,efficiency,logistic,130,0.15508958511421922,0.46713748648703446,0.8593490140175815,0.8338655614629285,0.7230769230769231,0.7704918032786885,0.746031746031746,0.06236848453501012
2019,full,hist,130,0.16597040033932653,0.4881799949815972,0.84248039914469,0.8316971146715594,0.7049180327868853,0.7049180327868853,0.7049180327868853,0.1110938328739735
2019,full,logistic,130,0.15917250091258522,0.47871137418211157,0.8507959135186505,0.8259980863051718,0.7230769230769231,0.7704918032786885,0.746031746031746,0.07025833888082371
2019,matchup,hist,130,0.15943313373220555,0.47470311868401355,0.8479448800190069,0.8384256945248592,0.734375,0.7704918032786885,0.752,0.08697080409619365
2019,matchup,logistic,130,0.1564862361053722,0.4716297107917548,0.8562603943929674,0.8287500358922119,0.7230769230769231,0.7704918032786885,0.746031746031746,0.061522853061787404
2019,recent,hist,130,0.16455414425393333,0.4863874225744744,0.8412924685198384,0.8242353060769657,0.7076923076923077,0.7540983606557377,0.7301587301587301,0.09626654096640778
2019,recent,logistic,130,0.15762525818686485,0.47342584132422444,0.851271085768591,0.8267081796157887,0.7230769230769231,0.7704918032786885,0.746031746031746,0.07209101210513504
2019,seed,hist,130,0.1617222131743308,0.4828045030434643,0.8503207412687098,0.8287351565612899,0.7241379310344828,0.6885245901639344,0.7058823529411765,0.08119205897290109
2019,seed,logistic,130,0.15825482880685945,0.48008207292930516,0.8575671180803042,0.8311985964196498,0.7419354838709677,0.7540983606557377,0.7479674796747967,0.057893092519152985
2019,strength,hist,130,0.14860060695167066,0.445013955728898,0.8667141838916607,0.8580855054305223,0.7076923076923077,0.7540983606557377,0.7301587301587301,0.11243838191374733
2019,strength,logistic,130,0.14811892575681793,0.4458377933531485,0.869327631266334,0.8562621827963152,0.7121212121212122,0.7704918032786885,0.7401574803149606,0.08651813073587065
2021,efficiency,hist,129,0.2006978709214734,0.5849511893234502,0.7570048309178744,0.7794887958692254,0.7162162162162162,0.7681159420289855,0.7412587412587412,0.07805860821387002
2021,efficiency,logistic,129,0.18619350790230252,0.5450145482218374,0.7929951690821255,0.8225943109786237,0.7012987012987013,0.782608695652174,0.7397260273972602,0.0656227020793377
2021,full,hist,129,0.1980815450309045,0.5733778736519008,0.76256038647343,0.7865878087627454,0.68,0.7391304347826086,0.7083333333333334,0.08178726960241388
2021,full,logistic,129,0.1859803825769541,0.5466909948182238,0.7915458937198068,0.8136744578283035,0.7142857142857143,0.7971014492753623,0.7534246575342466,0.06599295280967152
2021,matchup,hist,129,0.2021482752415264,0.58614747127589,0.7557971014492754,0.7808313487184763,0.7027027027027027,0.7536231884057971,0.7272727272727273,0.09646774246944691
2021,matchup,logistic,129,0.1861548438934701,0.5461301690101578,0.7908212560386474,0.8160826885826675,0.7051282051282052,0.7971014492753623,0.7482993197278912,0.05451229421241323
2021,recent,hist,129,0.19456024788125195,0.5666860384271636,0.7693236714975845,0.7898331536240286,0.6805555555555556,0.7101449275362319,0.6950354609929078,0.09191661306091327
2021,recent,logistic,129,0.1861016308018993,0.5457806046475516,0.7905797101449274,0.8159817239291596,0.7012987012987013,0.782608695652174,0.7397260273972602,0.06947718012630445
2021,seed,hist,129,0.18722741183578523,0.555391228120595,0.7900966183574878,0.7915703354066792,0.7236842105263158,0.7971014492753623,0.7586206896551724,0.07304776956798674
2021,seed,logistic,129,0.1856099956076179,0.5451600117359406,0.7922705314009661,0.8154402716157308,0.7236842105263158,0.7971014492753623,0.7586206896551724,0.06918331789340972
2021,strength,hist,129,0.19629543863526486,0.5749163646766584,0.7688405797101449,0.786567461410472,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.09259705520423042
2021,strength,logistic,129,0.18891716985240348,0.550210235742842,0.7842995169082125,0.8153534477644341,0.7123287671232876,0.7536231884057971,0.7323943661971831,0.07678505278236492
