recipe,seasons,games,mean_brier,mean_log_loss,mean_delta,game_weighted_brier
both,4,252,0.19338057687282562,0.56589615855033426,0.00094500383889629946,0.19338057687282562
duplicate_control,4,252,0.19337737137811589,0.56543632208396577,0.00094179834418657571,0.19337737137811589
offense_and_defense,4,252,0.19303077302517685,0.56554561189172992,0.00059519999124751227,0.19303077302517682
reference,4,252,0.19243557303392933,0.56372294952960711,0,0.19243557303392933
score_and_result,4,252,0.19296431930173685,0.56486205296795111,0.00052874626780753664,0.19296431930173685
