Gender,Season,games,brier,log_loss,recipe,train_games,train_last_season,feature_count,active_features,source,evidence,anchor_brier,delta_vs_anchor
M,2022,63,0.22230168214031837,0.63674611725075125,reference,503,2021,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0
M,2022,63,0.23355777651800005,0.66707985325007002,rates,503,2021,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.011256094377681686
M,2022,63,0.23734598580161229,0.67916695377452829,offensive_rebounding,503,2021,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.015044303661293917
M,2022,63,0.23332406102883554,0.66676299173779041,assisted_makes,503,2021,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.011022378888517176
M,2022,63,0.23707926269295429,0.67882045067149066,both,503,2021,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.014777580552635922
M,2022,63,0.23430453933140549,0.66933299390799872,duplicate_control,503,2021,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.012002857191087124
M,2023,63,0.20845297483961983,0.61337610108397123,reference,566,2022,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,0
M,2023,63,0.21731078772868787,0.63013273774070477,rates,566,2022,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,0.0088578128890680341
M,2023,63,0.21751336988370329,0.63079224492871966,offensive_rebounding,566,2022,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,0.009060395044083458
M,2023,63,0.21735174011847527,0.62987620486677265,assisted_makes,566,2022,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,0.0088987652788554417
M,2023,63,0.21754016221436465,0.63049223944545718,both,566,2022,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,0.0090871873747448151
M,2023,63,0.21786422836196326,0.63129445155150032,duplicate_control,566,2022,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,0.0094112535223434268
M,2024,63,0.19158722187829039,0.55318587256358165,reference,629,2023,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,0
M,2024,63,0.19126614858769053,0.55275246248579124,rates,629,2023,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.00032107329059985479
M,2024,63,0.19124676896040502,0.55258559471224922,offensive_rebounding,629,2023,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.00034045291788536991
M,2024,63,0.19123420847857103,0.55262438284775284,assisted_makes,629,2023,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.00035301339971935408
M,2024,63,0.19122977093083979,0.55248551827983539,both,629,2023,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.00035745094745059935
M,2024,63,0.19128943699411521,0.5528335504870755,duplicate_control,629,2023,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.0002977848841751729
M,2025,63,0.14740041327748873,0.45158370722012448,reference,692,2024,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,0
M,2025,63,0.15062283543823651,0.45848430008949531,rates,692,2024,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,0.0032224221607477788
M,2025,63,0.1510237777705758,0.45941230389669796,offensive_rebounding,692,2024,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,0.0036233644930870612
M,2025,63,0.15061600910461909,0.45854166558230297,assisted_makes,692,2024,23,23,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,0.003215595827130352
M,2025,63,0.1510217372613927,0.45948158780036963,both,692,2024,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,0.0036213239839039679
M,2025,63,0.15078552006279608,0.45882031603701334,duplicate_control,692,2024,25,25,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,0.0033851067853073458
