Season,diagnostic_scope,graph_components,home_effect_per100,in_sample_predictions_outside_0_1,league_rate,minimum_seeded_exposure,normal_equation_relative_error,physical_games,target,team_rows,teams,weighted_rmse,zero_opportunity_rows
2013,descriptive regular-season rate fit; not held-out metric,1,0.66737575255618609,0,0.31790876923498917,740,1.3443923796171623e-16,5320,offensive_rebounding,10640,347,0.082773989299202433,0
2013,descriptive regular-season rate fit; not held-out metric,1,2.5679273623178593,0,0.5359529804204789,589,6.3795764537059053e-16,5320,assisted_makes,10640,347,0.11728358875305803,0
2014,descriptive regular-season rate fit; not held-out metric,1,0.82233551471287436,0,0.31470359984965701,814,4.0423407196590948e-16,5362,offensive_rebounding,10724,351,0.080134239044382827,0
2014,descriptive regular-season rate fit; not held-out metric,1,2.4864256418410386,0,0.51772803650433952,590,3.2762096096758751e-16,5362,assisted_makes,10724,351,0.11792252044334921,0
2015,descriptive regular-season rate fit; not held-out metric,1,0.81483452000189649,0,0.31069936751557808,872,6.4071180642043299e-18,5354,offensive_rebounding,10708,351,0.080372663221701585,0
2015,descriptive regular-season rate fit; not held-out metric,1,2.5526357135651478,0,0.53149923289844214,558,3.1960912087511505e-16,5354,assisted_makes,10708,351,0.11771420178149972,0
2016,descriptive regular-season rate fit; not held-out metric,1,0.81970312821973423,0,0.29793507253919721,906,2.8428578406365149e-16,5369,offensive_rebounding,10738,351,0.077976536896347745,0
2016,descriptive regular-season rate fit; not held-out metric,1,2.5821330770179505,0,0.52449905091105153,582,1.6148495512002017e-16,5369,assisted_makes,10738,351,0.11391554064626552,0
2017,descriptive regular-season rate fit; not held-out metric,1,0.55632372326765223,0,0.29293021891386456,907,2.8774948339543181e-16,5395,offensive_rebounding,10790,351,0.077985844238213947,0
2017,descriptive regular-season rate fit; not held-out metric,1,2.4189137094770743,0,0.52372192310774679,610,3.2189035991928609e-16,5395,assisted_makes,10790,351,0.11338613659714568,0
2018,descriptive regular-season rate fit; not held-out metric,1,0.6094161435885791,0,0.2871869581396822,892,5.859219412451777e-16,5405,offensive_rebounding,10810,351,0.078344415490179592,0
2018,descriptive regular-season rate fit; not held-out metric,1,2.4468904136289207,0,0.52323169876967424,621,4.8239376668830152e-16,5405,assisted_makes,10810,351,0.11537408235094697,0
2019,descriptive regular-season rate fit; not held-out metric,1,0.52327629906338247,0,0.28392747428003712,920,2.2904540758493766e-18,5463,offensive_rebounding,10926,353,0.0784991453705874,0
2019,descriptive regular-season rate fit; not held-out metric,1,2.4151114281558046,0,0.51971945884289406,626,3.2033175666060319e-16,5463,assisted_makes,10926,353,0.1166353532922723,0
2021,descriptive regular-season rate fit; not held-out metric,1,0.88058076880257719,0,0.26056759863361878,477,6.7907328246570458e-16,3855,offensive_rebounding,7710,347,0.080827193123124613,0
2021,descriptive regular-season rate fit; not held-out metric,1,2.2398191492217561,0,0.5173220109531721,363,4.5605249280444117e-16,3855,assisted_makes,7710,347,0.1157485573432824,0
2022,descriptive regular-season rate fit; not held-out metric,1,0.90796976296114973,0,0.26196023380775152,761,3.2477837075801001e-16,5345,offensive_rebounding,10690,358,0.080804071151382467,0
2022,descriptive regular-season rate fit; not held-out metric,1,2.1642444648287791,0,0.50886020319995229,584,1.6719526778563571e-16,5345,assisted_makes,10690,358,0.11436954766353868,0
2023,descriptive regular-season rate fit; not held-out metric,1,0.87426186171161246,0,0.26571370727437077,845,1.5275066824610614e-16,5602,offensive_rebounding,11204,363,0.081393559482225791,0
2023,descriptive regular-season rate fit; not held-out metric,1,2.19634398388982,0,0.50994662613552011,638,1.5918507650846858e-16,5602,assisted_makes,11204,363,0.11614019885926848,0
2024,descriptive regular-season rate fit; not held-out metric,1,0.70608868069466746,0,0.26952872006661677,852,9.02725743133474e-16,5607,offensive_rebounding,11214,362,0.080973036254772923,0
2024,descriptive regular-season rate fit; not held-out metric,1,2.4363351622357268,0,0.506961172013905,618,1.5997971675778995e-16,5607,assisted_makes,11214,362,0.115065601416734,0
2025,descriptive regular-season rate fit; not held-out metric,1,0.95865450461654134,0,0.27757770263600956,771,2.9042199274817473e-16,5641,offensive_rebounding,11282,364,0.082566044308592226,0
2025,descriptive regular-season rate fit; not held-out metric,1,2.1488886129721858,0,0.51958450925596478,608,4.6545654136674511e-16,5641,assisted_makes,11282,364,0.11553351906514552,0
