Feature,Block,MissingRate,NonMissingRows,UniqueValues,GlobalCorrelation,MedianAbsoluteSeasonCorrelation,SeasonSignConsistency,SeasonCoverage,SeasonCorrelationIQR,StabilityScore,Mandatory,InPrecorrelationPool,Selected,SelectionRank,ExclusionReason,OuterFoldID,InnerFoldID,Model,TargetColumn,SeedAware
matchup__seed_diff,matchup_context,0.0,780,29,-0.49513162520483583,0.48866559097884016,1.0,1.0,0.10396810689969038,0.5993297169389196,True,True,True,1.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__massey__strength_mean,massey_consensus,0.0,780,780,0.47640299562727967,0.48161757297403796,1.0,1.0,0.052933760201461844,0.5938677436574812,True,True,True,6.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__norm__rating__elo_mov_538__pct,within_season_normalization,0.0,780,570,0.4581930825144817,0.47276656538188455,1.0,1.0,0.046753242690356245,0.5858602998288763,True,True,True,2.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,0.0,780,780,0.45580910027872934,0.4476471956621365,1.0,1.0,0.11225723349001127,0.5706583666395455,True,True,True,5.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__compact__margin_trim02,compact_performance,0.0,780,772,0.43677362607295467,0.4233170073860592,1.0,1.0,0.11841491769858653,0.554545764573415,True,True,True,3.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__norm__schedule__opponent_strength_mean__pct,within_season_normalization,0.0,780,678,0.4141617693846098,0.3943199579425236,1.0,1.0,0.093716829307249,0.5366404959047355,True,True,True,4.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__rating__margin_ridge_a5p0_z,global_strength_ratings,0.0,780,780,0.5033306574100577,0.5061535542869825,1.0,1.0,0.08690882483888257,0.6102100976944089,False,True,True,69.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__norm__adj__net_rtg_a10p0__z,within_season_normalization,0.0,780,780,0.4954145036294836,0.4916150245195436,1.0,1.0,0.08293417782604562,0.6016490354548254,False,True,True,25.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__norm__schedule__quality_win_points_sum__z,within_season_normalization,0.0,780,780,0.4893951464622306,0.49029835430652835,1.0,1.0,0.07193613343617267,0.6001326969513774,False,True,True,26.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
seedprior__team1_prob_pc2p0,prequential_seed_priors,0.0,780,452,0.4964744153172158,0.4901805241867385,1.0,1.0,0.13080765323109161,0.5992787168501783,False,True,True,92.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__norm__rating__colley__z,within_season_normalization,0.0,780,780,0.4901600908178202,0.4839476404487706,1.0,1.0,0.07033514344023534,0.5973166816577208,False,True,True,27.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__massey__system_pom,massey_consensus,0.0,780,620,0.4644344572009982,0.4888712419821518,1.0,1.0,0.06476796691560971,0.594243058059028,False,True,True,13.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__norm__schedule__rpi__z,within_season_normalization,0.0,780,780,0.4778685928875756,0.48181133473761883,1.0,1.0,0.09312630766780994,0.5926754788026113,False,True,True,28.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__massey__ordinal_max,massey_consensus,0.0,780,309,-0.4708452680433413,0.48426170643863475,1.0,1.0,0.09828607076307494,0.5921001352295567,False,True,True,14.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__massey__system_mor,massey_consensus,0.0,780,614,0.46604447317246167,0.4843641010210372,1.0,1.0,0.08069720420453785,0.5917966644198579,False,True,True,15.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__norm__rating__elo_mov_538__z,within_season_normalization,0.0,780,780,0.49130862532870073,0.4726281211548451,1.0,1.0,0.09472921238253351,0.5911602272313384,False,True,True,29.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__massey__system_rpi,massey_consensus,0.0,780,612,0.46398347982330407,0.47260865178049216,1.0,1.0,0.04876338900334126,0.5869779828556294,False,True,True,16.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__norm__schedule__rpi__pct,within_season_normalization,0.0,780,572,0.45859311709342215,0.47365885909891003,1.0,1.0,0.05491050920468571,0.5860503177598422,False,True,True,30.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__norm__rating__bt_c1p0__z,within_season_normalization,0.0,780,780,0.4784952162277465,0.46899033036317206,1.0,1.0,0.11357802241150222,0.5858411852479667,False,True,True,31.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__massey__ordinal_std,massey_consensus,0.0,780,780,-0.4686719501176624,0.4682793594596122,1.0,1.0,0.06632579306371511,0.5852288898439509,False,True,True,17.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__norm__adj__net_rtg_a10p0__pct,within_season_normalization,0.0,780,564,0.4566252368581916,0.47152851939990026,1.0,1.0,0.08992528304280656,0.5831942300990419,False,True,True,32.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__schedule__bad_loss_penalty_sum,schedule_and_accomplishment,0.0,780,779,-0.43915149281932125,0.48149626546833535,1.0,1.0,0.12099458475251629,0.5828917524549511,False,True,True,73.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__massey__system_wol,massey_consensus,0.0,780,574,0.46273920244428596,0.4649348740460765,1.0,1.0,0.06546946689680871,0.5823525854039873,False,True,True,18.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__schedule__quality_wins,schedule_and_accomplishment,0.0,780,35,0.4692072386637193,0.4654867217795189,1.0,1.0,0.1089460099530496,0.5823013785620652,False,True,True,74.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__massey__system_cng,massey_consensus,0.08205128205128205,716,590,0.44400910712293,0.4771289740105438,1.0,1.0,0.0870952951554515,0.576655996721785,False,True,True,19.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__compact__half_marginmean_first,compact_performance,0.0,780,720,0.45871168749354363,0.45437273137566137,1.0,1.0,0.08186450275352897,0.5757409021987558,False,True,True,46.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__seed__top4,selection_committee_prior,0.0,780,3,0.4461323725367174,0.46046298305604305,1.0,1.0,0.08857652804807126,0.5756282927030556,False,True,True,89.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__norm__rating__pagerank_margin__pct,within_season_normalization,0.0,780,623,0.45310822914601107,0.451842750774596,1.0,1.0,0.0781376705414108,0.5734428239622721,False,True,True,33.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__norm__schedule__quality_win_points_sum__pct,within_season_normalization,0.0,780,584,0.45356621041376,0.44742016284956454,1.0,1.0,0.042795863339325946,0.5728344099252451,False,True,True,34.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__rating__pagerank_binary_z,global_strength_ratings,0.0,780,780,0.44233518945832195,0.45464689270084147,1.0,1.0,0.1056118800916061,0.5713197749735706,False,True,True,70.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
diff__massey__system_sel,massey_consensus,0.08205128205128205,716,548,0.44420704172195447,0.4628150254786467,1.0,1.0,0.08192612042967562,0.5700356140272907,False,True,True,20.0,selected,rich_M_2018,rich_M_2018_inner_2015,lgb_classifier,Team1Win,True
