Feature,Block,MissingRate,NonMissingRows,UniqueValues,GlobalCorrelation,MedianAbsoluteSeasonCorrelation,SeasonSignConsistency,SeasonCoverage,SeasonCorrelationIQR,StabilityScore,Mandatory,InPrecorrelationPool,Selected,SelectionRank,ExclusionReason,OuterFoldID,InnerFoldID,Model,TargetColumn,SeedAware
matchup__seed_diff,matchup_context,0.0,1095,29,-0.5319346584134701,0.5406706386972927,1.0,1.0,0.1650674377755627,0.6299448339146414,True,True,True,1.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__norm__rating__elo_mov_538__pct,within_season_normalization,0.0,1095,773,0.47988854967207806,0.48745253499659613,1.0,1.0,0.07647541274783787,0.5964936812163099,True,True,True,2.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,0.0,1095,1095,0.4736112259928559,0.4611710816665007,1.0,1.0,0.1483051220885696,0.5796243840348059,True,True,True,5.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__margin_trim02,compact_performance,0.0,1095,1078,0.44962299396558514,0.45691922185415446,1.0,1.0,0.13983282487053578,0.5726449721676014,True,True,True,3.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__norm__schedule__opponent_strength_mean__pct,within_season_normalization,0.0,1095,947,0.4496892921233443,0.445314005170475,1.0,1.0,0.13692652260459842,0.5672053058447797,True,True,True,4.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
context__women,matchup_context,0.0,1095,2,0.046326389803056436,0.0,0.0,1.0,0.0,0.11019180575667242,True,True,True,6.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__rating__margin_ridge_a5p0_z,global_strength_ratings,0.0,1095,1095,0.5493054305508206,0.5492968301913174,1.0,1.0,0.1228332857837981,0.6395963417816609,False,True,True,62.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
seedprior__team1_prob_pc2p0,prequential_seed_priors,0.0,1095,631,0.5379327483751833,0.55440379125372,1.0,1.0,0.18015900956755354,0.6372526640616237,False,True,True,68.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__norm__rating__elo_mov_538__z,within_season_normalization,0.0,1095,1095,0.522627924154754,0.5318851991647321,1.0,1.0,0.1421762935272271,0.6245959871720281,False,True,True,13.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__norm__rating__margin_ridge_a25p0__z,within_season_normalization,0.0,1095,1095,0.5314170944073497,0.525319683288875,1.0,1.0,0.13177571321087606,0.6237941802198419,False,True,True,14.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__norm__rating__colley__z,within_season_normalization,0.0,1095,1095,0.5242501370181905,0.5217498121693354,1.0,1.0,0.12265577963429775,0.620868708799911,False,True,True,15.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__norm__rating__bt_c1p0__z,within_season_normalization,0.0,1095,1095,0.5149027856160437,0.516663180699118,1.0,1.0,0.13021544594693252,0.6160683217332289,False,True,True,16.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__norm__schedule__quality_win_points_sum__z,within_season_normalization,0.0,1095,1095,0.5265010700280802,0.5023888497001918,1.0,1.0,0.10733972702793926,0.6126832941811522,False,True,True,17.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__norm__schedule__rpi__z,within_season_normalization,0.0,1095,1095,0.5056052779640655,0.5075174285967676,1.0,1.0,0.09079447180899491,0.6112097480061831,False,True,True,18.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__rating__margin_ridge_a5p0_percentile,global_strength_ratings,0.0,1095,805,0.48933147572462116,0.5089457320097485,1.0,1.0,0.07912909478744745,0.608781712232598,False,True,True,63.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__half_marginmean_first,compact_performance,0.0,1095,994,0.5015085273893999,0.5041749575959199,1.0,1.0,0.12525341214204594,0.6073257191860276,False,True,True,38.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__rating__bt_c0p25_z,global_strength_ratings,0.0,1095,1095,0.48340416551785803,0.5126175180473608,1.0,1.0,0.1503331131391773,0.6063920005510948,False,True,True,64.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__norm__rating__colley__pct,within_season_normalization,0.0,1095,776,0.48377233360393934,0.49341515333698777,1.0,1.0,0.06712355152727273,0.6005842449335298,False,True,True,19.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__norm__schedule__rpi__pct,within_season_normalization,0.0,1095,786,0.4762639869482092,0.48900403094468914,1.0,1.0,0.049098263936698416,0.5975360814245889,False,True,True,20.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__norm__rating__pagerank_margin__pct,within_season_normalization,0.0,1095,862,0.4782777801366781,0.4887059924418194,1.0,1.0,0.11671644223578331,0.5951313303127111,False,True,True,21.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__norm__adj__net_rtg_a10p0__pct,within_season_normalization,0.0,1095,763,0.4764888499637633,0.48277303661650994,1.0,1.0,0.07937504927978828,0.5933836025967612,False,True,True,22.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__norm__schedule__quality_win_points_sum__pct,within_season_normalization,0.0,1095,791,0.47836742252640996,0.4650498515167104,1.0,1.0,0.0898475132169761,0.5848708611551522,False,True,True,23.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__rating__pagerank_binary_z,global_strength_ratings,0.0,1095,1095,0.45746117956052695,0.4689458346532198,1.0,1.0,0.11991123574308776,0.5809390107071379,False,True,True,65.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__norm__rating__pagerank_margin__z,within_season_normalization,0.0,1095,1095,0.4567749285962539,0.46253644500506264,1.0,1.0,0.11477102679265683,0.5779171368218996,False,True,True,24.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__rating__bt_c0p25_percentile,global_strength_ratings,0.0,1095,790,0.4511172070932535,0.45465038013858666,1.0,1.0,0.08697703131795537,0.5739988867743191,False,True,True,66.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
matchup__team1_seed,matchup_context,0.0,1095,16,-0.4718483815498091,0.4497816629399774,1.0,1.0,0.15262370112368795,0.5735968941071996,False,True,True,7.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__pythag_exp8p0,compact_performance,0.0,1095,1095,0.43788311679018466,0.45175976256762757,1.0,1.0,0.0797138483868629,0.5699904177908273,False,True,True,39.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__upside_tail_mean,compact_performance,0.0,1095,1080,0.446167445712008,0.45037627065183017,1.0,1.0,0.1525889256795715,0.5682338909423373,False,True,True,40.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__rating__pagerank_binary,global_strength_ratings,0.0,1095,1095,0.3960799253687541,0.46894583806474777,1.0,1.0,0.1199112362221108,0.5674351364033203,False,True,True,67.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__margin_q90,compact_performance,0.0,1095,405,0.43516344138065277,0.45520601534700805,1.0,1.0,0.18180435466434436,0.5669626702837337,False,True,True,41.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
matchup__team1_is_seed_favorite,matchup_context,0.0,1095,2,0.45017178231777655,0.4466903994101174,1.0,1.0,0.18196702144188676,0.5661705029690917,False,True,True,8.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__adj__net_rtg_a50p0_percentile,opponent_adjusted_efficiency,0.0,1095,777,0.43086487086543057,0.44448217302800735,1.0,1.0,0.08753184557229393,0.5646404408209464,False,True,True,25.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__adj__off_rtg_a10p0,opponent_adjusted_efficiency,0.0,1095,1095,0.44968559063093216,0.4347272496545333,1.0,1.0,0.15765634422326752,0.5612936560040503,False,True,True,26.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__adj__def_rtg_a10p0,opponent_adjusted_efficiency,0.0,1095,1095,-0.4305183699969064,0.43026498005435715,1.0,1.0,0.1924291199460882,0.5535440670275673,False,True,True,27.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__margin_q75,compact_performance,0.0,1095,174,0.4215791062610294,0.4280621552755231,1.0,1.0,0.1670995120383112,0.5515332574281452,False,True,True,42.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__half_winpct_first,compact_performance,0.0,1095,382,0.4210925479170143,0.4203262077827204,1.0,1.0,0.11355496229638795,0.5498547417855933,False,True,True,43.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__home_margin_mean,compact_performance,0.012785388127853882,1081,1058,0.4291019293341076,0.41486294433255977,1.0,1.0,0.16054756761652061,0.5460919039782433,False,True,True,44.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__pythag_exp13p91,compact_performance,0.0,1095,1095,0.4124933090308663,0.40976025195919974,1.0,1.0,0.06930343163493835,0.544661311661809,False,True,True,45.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__wins,compact_performance,0.0,1095,35,0.4010724213938417,0.4162611652537803,1.0,1.0,0.09655617187737425,0.5441790451533648,False,True,True,46.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
matchup__team2_seed,matchup_context,0.0,1095,16,0.3853321165530371,0.423844609929689,1.0,1.0,0.106297245436204,0.5439665885904706,False,True,True,9.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__margin_median,compact_performance,0.0,1095,91,0.38606540954390384,0.42504640301276414,1.0,1.0,0.1440022516549997,0.5431965734795856,False,True,True,47.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__adj__off_rtg_a50p0,opponent_adjusted_efficiency,0.0,1095,1095,0.3988646542297935,0.4109847195331982,1.0,1.0,0.12986559384405816,0.5398282655527273,False,True,True,28.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__blowout_win10_rate,compact_performance,0.0,1095,833,0.3887899942492894,0.40594279947394163,1.0,1.0,0.18372935863239587,0.5330371681370398,False,True,True,48.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__ewm_h20_margin,compact_performance,0.0,1095,1095,0.37419405744288525,0.3998627040554468,1.0,1.0,0.12469367790808578,0.5292690434677257,False,True,True,49.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__blowout_win20_rate,compact_performance,0.0,1095,869,0.41059423765517616,0.3812739770066258,1.0,1.0,0.14093968027564474,0.5277046540362933,False,True,True,50.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__win_pct,compact_performance,0.0,1095,819,0.366857803901002,0.39499094081992053,1.0,1.0,0.1470137549729031,0.5244238182528662,False,True,True,51.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__ewm_h10_margin,compact_performance,0.0,1095,1095,0.35737857281244106,0.3939156521842176,1.0,1.0,0.2079625997381674,0.5193842950776347,False,True,True,52.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__margin_q25,compact_performance,0.0,1095,178,0.36826631699489565,0.38396491829656726,1.0,1.0,0.17361480000774276,0.5183771585209196,False,True,True,53.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__margin_slope,compact_performance,0.0,1095,1094,-0.36387095897491173,0.3679947589404697,1.0,1.0,0.09930092963560122,0.512717058080482,False,True,True,54.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__half_pointsformean_first,compact_performance,0.0,1095,975,0.37985791865549834,0.3647078219364894,1.0,1.0,0.16710594098577203,0.5119442589942935,False,True,True,55.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__downside_tail_mean,compact_performance,0.0,1095,1033,-0.35832815900053044,0.3665214661177476,1.0,1.0,0.1146795999185789,0.5101753147198924,False,True,True,56.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__half_delta_marginmean,compact_performance,0.0,1095,1075,-0.35105792406371594,0.36526148049645835,1.0,1.0,0.06427880649958567,0.5099871016723341,False,True,True,57.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__margin_q10,compact_performance,0.0,1095,353,0.3438817358522567,0.3682997662521145,1.0,1.0,0.1742303194480479,0.5054686569105895,False,True,True,58.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__blowout_loss10_rate,compact_performance,0.0,1095,630,-0.32536547269953403,0.36292779089577837,1.0,1.0,0.13887612569557822,0.500230698596048,False,True,True,59.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__adj__def_rtg_a50p0,opponent_adjusted_efficiency,0.0,1095,1095,-0.3539984840296013,0.33215929917057546,1.0,1.0,0.1571516291974963,0.4910300649204886,False,True,True,29.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__away_games,compact_performance,0.0,1095,19,-0.3362819271109753,0.3280893574623933,1.0,1.0,0.0710721973502953,0.48862202765235146,False,True,True,60.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
diff__compact__away_margin_mean,compact_performance,0.0,1095,1042,0.32676634367325225,0.32555173678371124,1.0,1.0,0.17029697272504962,0.48134155035529486,False,True,True,61.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
seedprior__favorite_seed_games,prequential_seed_priors,0.0,1095,118,0.027387414820389835,0.06995876368789308,0.7647058823529411,1.0,0.07403847813263069,0.2589968398818398,False,True,True,69.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
matchup__seed_gap_abs,matchup_context,0.0,1095,15,-0.020646339740103187,0.08217425973231346,0.4117647058823529,1.0,0.09060916691734947,0.20624382567881566,False,True,True,10.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
absdiff__adj__off_rtg_a50p0,opponent_adjusted_efficiency,0.0,1095,1095,0.06981466765854219,0.09286124438181113,0.29411764705882354,1.0,0.1601703752413243,0.2005846327079074,False,True,True,30.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
seedprior__pooled_pair_games,prequential_seed_priors,0.03561643835616438,1056,107,-0.03233758380040559,0.08727958215666161,0.29411764705882354,1.0,0.16386738829244699,0.18666328080050754,False,True,True,70.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
absdiff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,0.0,1095,1095,0.08734619582099021,0.09865204444880439,0.17647058823529413,1.0,0.20889998532097165,0.18644843912085213,False,True,True,31.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
absdiff__adj__net_rtg_a50p0_z,opponent_adjusted_efficiency,0.0,1095,1095,0.08044089181296829,0.09865204406395867,0.17647058823529413,1.0,0.20889995738186634,0.1849292731719256,False,True,True,32.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
absdiff__adj__def_rtg_a10p0,opponent_adjusted_efficiency,0.0,1095,1095,0.05135955757291987,0.10756718245361761,0.17647058823529413,1.0,0.16001067823507292,0.18476621723202297,False,True,True,33.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
absdiff__adj__def_rtg_a50p0,opponent_adjusted_efficiency,0.0,1095,1095,0.04175031956651118,0.11149811474960582,0.17647058823529413,1.0,0.1824619392438441,0.18364098193233655,False,True,True,34.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
seedprior__effective_games_pc2p0,prequential_seed_priors,0.0,1095,285,0.006839783219135813,0.07915751283528108,0.29411764705882354,1.0,0.12341014036762042,0.18162277638385174,False,True,True,71.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
seedprior__exact_pair_games,prequential_seed_priors,0.0,1095,79,-0.05811488146771221,0.08967628027452426,0.17647058823529413,1.0,0.13442826803347363,0.17868805185097644,False,True,True,72.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
absdiff__adj__off_rtg_a10p0,opponent_adjusted_efficiency,0.0,1095,1095,0.05579813227026144,0.08570215995882001,0.17647058823529413,1.0,0.11306463570802383,0.17712533456901722,False,True,True,35.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
absdiff__adj__net_rtg_a10p0,opponent_adjusted_efficiency,0.0,1095,1095,0.07138302504657051,0.10194546011435883,0.058823529411764705,1.0,0.24022217711907917,0.16444096398625693,False,True,True,36.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
absdiff__adj__net_rtg_a10p0_z,opponent_adjusted_efficiency,0.0,1095,1095,0.06163732738419643,0.10194545369372879,0.058823529411764705,1.0,0.240222181800969,0.16229690723135662,False,True,True,37.0,selected,rich_Pooled_2018,rich_Pooled_2018_inner_2015,tensorflow_mlp,Team1Win,True
