Feature,Block,MissingRate,NonMissingRows,UniqueValues,GlobalCorrelation,MedianAbsoluteSeasonCorrelation,SeasonSignConsistency,SeasonCoverage,SeasonCorrelationIQR,StabilityScore,Mandatory,InPrecorrelationPool,Selected,SelectionRank,ExclusionReason,OuterFoldID,InnerFoldID,Model,TargetColumn,SeedAware
diff__massey__strength_mean,massey_consensus,0.0,847,847,0.6310855319510347,0.6236612328435408,1.0,1.0,0.05274587914255424,0.696086373628425,True,True,True,6.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
diff__norm__rating__elo_mov_538__pct,within_season_normalization,0.0,847,607,0.6079266381158478,0.6095667391430409,1.0,1.0,0.09705280783143932,0.6824537828608886,True,True,True,2.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
matchup__seed_diff,matchup_context,0.0,847,29,-0.6078262973888237,0.60824023495803,1.0,1.0,0.08803144928693551,0.6821558402339182,True,True,True,1.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
diff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,0.0,847,847,0.5692232105587907,0.5643086017714117,1.0,1.0,0.11573808866334478,0.6514677116266777,True,True,True,5.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
diff__compact__margin_trim02,compact_performance,0.0,847,837,0.5480004264703179,0.545832587152576,1.0,1.0,0.1292754954109086,0.6373887158402701,True,True,True,3.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
diff__norm__schedule__opponent_strength_mean__pct,within_season_normalization,0.0,847,723,0.536929674606312,0.5088911512636319,1.0,1.0,0.07705543411760801,0.6193100636552276,True,True,True,4.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
diff__norm__schedule__quality_win_points_sum__z,within_season_normalization,0.0,847,847,0.6277126654687732,0.644191549940979,1.0,1.0,0.10012562529709268,0.7033037053629163,False,True,True,19.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
diff__norm__rating__elo_mov_538__z,within_season_normalization,0.0,847,847,0.6257500707622398,0.6413950875830403,1.0,1.0,0.09562435589347873,0.7017096833718129,False,True,True,20.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
diff__norm__rating__colley__z,within_season_normalization,0.0,847,847,0.6281442403342207,0.6381332766823331,1.0,1.0,0.07962931405526541,0.7013105331188377,False,True,True,21.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
diff__norm__rating__bt_c1p0__z,within_season_normalization,0.0,847,847,0.6111018721912215,0.6365542588935995,1.0,1.0,0.12414328095091676,0.6950227249129598,False,True,True,22.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
diff__norm__adj__net_rtg_a10p0__z,within_season_normalization,0.0,847,847,0.624916685519125,0.6222913665906765,1.0,1.0,0.0757772419040158,0.6931504371015716,False,True,True,23.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
diff__massey__system_mor,massey_consensus,0.0,847,650,0.6227178584697185,0.6228388518333048,1.0,1.0,0.09715200030864857,0.6920744977309784,False,True,True,7.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
diff__massey__ordinal_max,massey_consensus,0.0,847,321,-0.6198375578067498,0.615185719909351,1.0,1.0,0.035831465607118584,0.6902201496496887,False,True,True,8.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
diff__massey__system_pom,massey_consensus,0.0,847,652,0.6242373406357782,0.6064673059569392,1.0,1.0,0.06995249786277769,0.6856384218846909,False,True,True,9.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
diff__norm__schedule__rpi__z,within_season_normalization,0.0,847,847,0.6049994948742113,0.614221114562017,1.0,1.0,0.09592836082763945,0.684088889428989,False,True,True,24.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
diff__massey__system_rpi,massey_consensus,0.0,847,665,0.6102722653582485,0.6077377704120597,1.0,1.0,0.08849483594349938,0.6824342347388633,False,True,True,10.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
diff__norm__adj__net_rtg_a10p0__pct,within_season_normalization,0.0,847,609,0.6070005705187426,0.6032716788698648,1.0,1.0,0.06978500847176594,0.6803191310327878,False,True,True,25.0,selected,rich_M_2019,rich_M_2019_inner_2016,lgb_margin,Team1Margin,True
