OuterFoldID,ValidationSeason,Gender,Architecture,Universe,Model,Feature,Block,StandardizedCoefficient
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,matchup__seed_diff,matchup_context,-0.05095183104276657
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__norm__rating__elo_mov_538__pct,within_season_normalization,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__margin_trim02,compact_performance,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__norm__schedule__opponent_strength_mean__pct,within_season_normalization,0.24467690289020538
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,0.08042152225971222
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__massey__strength_mean,massey_consensus,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,matchup__team1_seed,matchup_context,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,matchup__team1_is_seed_favorite,matchup_context,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,matchup__team2_seed,matchup_context,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,matchup__seed_gap_abs,matchup_context,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,matchup__equal_seed,matchup_context,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,context__season_centered_2000,matchup_context,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__massey__system_pom,massey_consensus,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__massey__ordinal_max,massey_consensus,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__massey__system_mor,massey_consensus,0.17117410898208618
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__massey__ordinal_std,massey_consensus,-0.001178100472316146
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__massey__system_rpi,massey_consensus,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__massey__system_cng,massey_consensus,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__massey__system_wol,massey_consensus,0.024261554703116417
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__massey__strength_iqr,massey_consensus,-0.08143062144517899
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__massey__system_sel,massey_consensus,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__massey__system_bih,massey_consensus,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__massey__ordinal_min,massey_consensus,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__massey__rank_improvement_std,massey_consensus,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__norm__rating__margin_ridge_a25p0__z,within_season_normalization,0.018025794997811317
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__norm__rating__colley__z,within_season_normalization,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__norm__schedule__quality_win_points_sum__z,within_season_normalization,0.07480490207672119
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__norm__rating__elo_mov_538__z,within_season_normalization,0.3031393587589264
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__norm__schedule__rpi__z,within_season_normalization,0.10728378593921661
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__norm__rating__bt_c1p0__z,within_season_normalization,0.01627732813358307
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__norm__schedule__rpi__pct,within_season_normalization,0.14272679388523102
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__norm__rating__margin_ridge_a25p0__pct,within_season_normalization,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__norm__rating__pagerank_margin__pct,within_season_normalization,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__adj__off_rtg_a10p0,opponent_adjusted_efficiency,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__adj__net_rtg_a50p0_percentile,opponent_adjusted_efficiency,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__adj__off_rtg_a50p0,opponent_adjusted_efficiency,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__adj__def_rtg_a10p0,opponent_adjusted_efficiency,-0.03906438499689102
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__adj__def_rtg_a50p0,opponent_adjusted_efficiency,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,absdiff__adj__net_rtg_a50p0_percentile,opponent_adjusted_efficiency,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,absdiff__adj__net_rtg_a10p0_percentile,opponent_adjusted_efficiency,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,absdiff__adj__net_rtg_a10p0_z,opponent_adjusted_efficiency,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,absdiff__adj__def_rtg_a10p0,opponent_adjusted_efficiency,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,absdiff__adj__net_rtg_a50p0_z,opponent_adjusted_efficiency,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,absdiff__adj__def_rtg_a50p0,opponent_adjusted_efficiency,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__half_marginmean_first,compact_performance,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__pythag_exp11p5,compact_performance,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__upside_tail_mean,compact_performance,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__home_margin_mean,compact_performance,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__wins,compact_performance,0.1016584187746048
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__blowout_win20_rate,compact_performance,0.18866941332817078
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__half_winpct_first,compact_performance,-0.06366339325904846
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__blowout_win10_rate,compact_performance,0.00391162745654583
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__margin_q75,compact_performance,0.1029641330242157
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__margin_median,compact_performance,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__margin_q90,compact_performance,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__downside_tail_mean,compact_performance,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__margin_slope,compact_performance,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__win_pct,compact_performance,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__margin_q25,compact_performance,0.0
rich_M_2018,2018,M,separate_gender,rich,elastic_logistic,diff__compact__half_delta_marginmean,compact_performance,-0.12762640416622162
