recipe,seasons,games,mean_brier,mean_log_loss,mean_delta,game_weighted_brier
both,4,252,0.19144253263563082,0.56164648912235682,-0.00099304039829849894,0.19144253263563082
duplicate_control,4,252,0.19107444636387752,0.56091645927806599,-0.0013611266700518099,0.19107444636387755
free_throw_share,4,252,0.19115946870547765,0.56104949144296579,-0.0012761043284516826,0.19115946870547765
rates,4,252,0.19110543762026275,0.56096161310743364,-0.0013301354136665833,0.19110543762026272
reference,4,252,0.19243557303392933,0.56372294952960711,0,0.19243557303392933
three_point_share,4,252,0.19140920413117454,0.56160266509532308,-0.0010263689027547804,0.19140920413117454
