Season,diagnostic_scope,graph_components,home_effect_per100,in_sample_predictions_outside_0_1,league_rate,minimum_seeded_exposure,normal_equation_relative_error,physical_games,target,team_rows,teams,weighted_rmse,zero_opportunity_rows
2013,descriptive regular-season rate fit; not held-out metric,1,-0.42637854317399987,0,0.27473494260369002,1694,4.6669796283193664e-16,5320,three_point_share,10640,347,0.097590530080431309,0
2013,descriptive regular-season rate fit; not held-out metric,1,0.81958704299742746,0,0.20398457439033987,1694,4.1904553621308243e-16,5320,free_throw_share,10640,347,0.07163578960947857,0
2014,descriptive regular-season rate fit; not held-out metric,1,-0.51282871662101026,0,0.26679864711197682,1778,1.5893873401858513e-16,5362,three_point_share,10724,351,0.094121228446147925,0
2014,descriptive regular-season rate fit; not held-out metric,1,0.84334694653424214,0,0.22247948973458395,1778,2.2335963028919413e-18,5362,free_throw_share,10724,351,0.071776500548629399,0
2015,descriptive regular-season rate fit; not held-out metric,1,-0.48000885630404633,0,0.28457225725059343,1570,2.9846901488865532e-16,5354,three_point_share,10708,351,0.097293962179045262,0
2015,descriptive regular-season rate fit; not held-out metric,1,0.86112443634345592,0,0.20759630551197383,1570,2.0457011765396405e-16,5354,free_throw_share,10708,351,0.072149331304935171,0
2016,descriptive regular-season rate fit; not held-out metric,1,-0.35331509481203149,0,0.29335038461984259,1715,8.6618641192467914e-16,5369,three_point_share,10738,351,0.09620432319406981,0
2016,descriptive regular-season rate fit; not held-out metric,1,0.82783158577365668,0,0.2047467999860911,1715,4.1367535757637554e-16,5369,free_throw_share,10738,351,0.069395711929998077,0
2017,descriptive regular-season rate fit; not held-out metric,1,-0.42382961443482486,0,0.30358193300097108,1737,6.9413319766886358e-16,5395,three_point_share,10790,351,0.095909851851342875,0
2017,descriptive regular-season rate fit; not held-out metric,1,0.81583430815310143,0,0.19823193816887696,1737,4.2521159779800135e-16,5395,free_throw_share,10790,351,0.067765609711803759,0
2018,descriptive regular-season rate fit; not held-out metric,1,-0.35048172060936356,0,0.31350467035090679,1762,5.3673567231120085e-16,5405,three_point_share,10810,351,0.096409085031002553,0
2018,descriptive regular-season rate fit; not held-out metric,1,0.92327828497209807,0,0.19036732997350236,1762,4.419590799453776e-16,5405,free_throw_share,10810,351,0.066373059122489753,0
2019,descriptive regular-season rate fit; not held-out metric,1,-0.30682016691542491,0,0.32018325597868807,1762,4.0621914392276089e-18,5463,three_point_share,10926,353,0.098264842234208241,0
2019,descriptive regular-season rate fit; not held-out metric,1,0.82808850351363605,0,0.18736981041210937,1762,1.1106554923100782e-16,5463,free_throw_share,10926,353,0.067311117755931071,0
2021,descriptive regular-season rate fit; not held-out metric,1,0.2231516342364985,0,0.30916221399564409,1029,1.9077848294320263e-16,3855,three_point_share,7710,347,0.098757328573465614,0
2021,descriptive regular-season rate fit; not held-out metric,1,0.2528125335033985,0,0.18252073995241122,1029,6.4629913493479939e-16,3855,free_throw_share,7710,347,0.06734547114908486,0
2022,descriptive regular-season rate fit; not held-out metric,1,-0.34292051368286131,0,0.31286684428774614,1681,5.4386726809068642e-16,5345,three_point_share,10690,358,0.099247165378616484,0
2022,descriptive regular-season rate fit; not held-out metric,1,0.58127259676958432,0,0.17853856580994545,1681,1.1913254925274839e-16,5345,free_throw_share,10690,358,0.067504038200373498,0
2023,descriptive regular-season rate fit; not held-out metric,1,-0.10709821209955997,0,0.30845500617563532,1860,5.263386300846386e-16,5602,three_point_share,11204,363,0.09780763909387602,0
2023,descriptive regular-season rate fit; not held-out metric,1,0.68805026718668882,0,0.18333120960446916,1860,2.213913628556631e-16,5602,free_throw_share,11204,363,0.067253891278214697,0
2024,descriptive regular-season rate fit; not held-out metric,1,-0.12221963990580743,0,0.30377065126081382,1789,1.3349463545831402e-16,5607,three_point_share,11214,362,0.095491998162851408,0
2024,descriptive regular-season rate fit; not held-out metric,1,0.76182351685727101,0,0.19003212827730534,1789,2.1339419139598607e-16,5607,free_throw_share,11214,362,0.06720970725564443,0
2025,descriptive regular-season rate fit; not held-out metric,1,-0.17649776742579998,0,0.31521777520128513,1852,1.2787138905876368e-16,5641,three_point_share,11282,364,0.098011429919546519,0
2025,descriptive regular-season rate fit; not held-out metric,1,0.58790379870087539,0,0.18980171696713793,1852,2.1236549076097742e-16,5641,free_throw_share,11282,364,0.067250163165339022,0
