Gender,Season,block,model,games,brier,log_loss,roc_auc,average_precision,precision_at_05,recall_at_05,f1_at_05,ece_10_bins
M,2021,shooting,hist,66,0.23525195920660108,0.6712303943614214,0.6847426470588235,0.6647445950213222,0.6,0.75,0.6666666666666666,0.1288765822852009
M,2021,shooting,logistic,66,0.22843663586612337,0.6498347567364657,0.6966911764705882,0.7055011726343017,0.5897435897435898,0.71875,0.647887323943662,0.09654134691008488
M,2021,strength,hist,66,0.2329642371409238,0.6670655836067796,0.6884191176470589,0.6766658566397278,0.5675675675675675,0.65625,0.6086956521739131,0.15708420420805772
M,2021,strength,logistic,66,0.21921447022202573,0.6234506292589541,0.7169117647058825,0.7277488008842721,0.5952380952380952,0.78125,0.6756756756756757,0.09828895173556074
M,2021,target_seed,hist,66,0.23006987860110248,0.6590109127447877,0.6976102941176471,0.6731225300314551,0.6190476190476191,0.8125,0.7027027027027027,0.15351591396423134
M,2021,target_seed,logistic,66,0.21492153177624249,0.6121591528490086,0.7371323529411764,0.7525849811164698,0.6097560975609756,0.78125,0.684931506849315,0.13138841573588575
M,2021,target_team,hist,66,0.23123476484115757,0.6635378252818566,0.6939338235294118,0.681098514416346,0.6,0.75,0.6666666666666666,0.12845937444349292
M,2021,target_team,logistic,66,0.21885058297168183,0.6224187341504444,0.7270220588235294,0.7343762353155892,0.6190476190476191,0.8125,0.7027027027027027,0.10434298810460559
M,2021,tempo,hist,66,0.2348677927515801,0.6644882322194473,0.6838235294117646,0.6835167302602799,0.5897435897435898,0.71875,0.647887323943662,0.12295337246700239
M,2021,tempo,logistic,66,0.28856088837306737,0.818291904907608,0.6066176470588235,0.6554016256005624,0.5238095238095238,0.6875,0.5945945945945946,0.2177869491858767
M,2021,without_adjusted,hist,66,0.2245223604958614,0.6346204915844401,0.723345588235294,0.7450662264711045,0.575,0.71875,0.6388888888888888,0.13612987296189885
M,2021,without_adjusted,logistic,66,0.28292511677368276,0.8059811996217305,0.6746323529411765,0.7258337405720242,0.5454545454545454,0.75,0.631578947368421,0.24464668519734706
M,2021,without_dynamic,hist,66,0.21963601276234337,0.6233657674516658,0.7288602941176471,0.7612699040054605,0.575,0.71875,0.6388888888888888,0.1497346323999707
M,2021,without_dynamic,logistic,66,0.2841221437159849,0.815030447068311,0.6681985294117647,0.7174635621133704,0.5454545454545454,0.75,0.631578947368421,0.24946329882065782
M,2021,without_form,hist,66,0.21875763904820042,0.6234121059758593,0.7316176470588236,0.7433985212108695,0.5909090909090909,0.8125,0.6842105263157895,0.13823754588899134
M,2021,without_form,logistic,66,0.2764225122307866,0.7952248920869034,0.676470588235294,0.7155170307835858,0.5714285714285714,0.75,0.6486486486486487,0.20499835192659882
M,2021,without_four_factors,hist,66,0.22225437969363224,0.6290228552857523,0.7279411764705882,0.7454635668033402,0.5813953488372093,0.78125,0.6666666666666666,0.13318665244552758
M,2021,without_four_factors,logistic,66,0.2821792111703859,0.8006814276957769,0.6801470588235294,0.7315710049192115,0.5454545454545454,0.75,0.631578947368421,0.25483232020178853
M,2021,without_history,hist,66,0.22559961876138623,0.6397451157689762,0.71875,0.7297383447954857,0.5952380952380952,0.78125,0.6756756756756757,0.14002082595002813
M,2021,without_history,logistic,66,0.2880738071552969,0.8188995328832063,0.667279411764706,0.7238501684038802,0.5714285714285714,0.75,0.6486486486486487,0.23705886390379674
M,2021,without_interactions,hist,66,0.22201892039754037,0.6304000218802147,0.7224264705882353,0.7286669515363289,0.5853658536585366,0.75,0.6575342465753424,0.1361226276156177
M,2021,without_interactions,logistic,66,0.27440576075006384,0.7759558280550476,0.682904411764706,0.7396207631079416,0.5348837209302325,0.71875,0.6133333333333333,0.24488743270759145
M,2021,without_shooting,hist,66,0.22849783784078562,0.6429980485802392,0.7251838235294118,0.7442097842220515,0.6046511627906976,0.8125,0.6933333333333334,0.1731619106451805
M,2021,without_shooting,logistic,66,0.2831022575184334,0.8067503693990157,0.6636029411764706,0.7099151336152301,0.5454545454545454,0.75,0.631578947368421,0.2512129006587947
M,2021,without_target_seed,hist,66,0.22118210573154604,0.6285182555202554,0.7251838235294118,0.7372060203626998,0.6,0.75,0.6666666666666666,0.16402895288092856
M,2021,without_target_seed,logistic,66,0.2928498759955272,0.8205240620985894,0.6525735294117647,0.7155907915715525,0.5348837209302325,0.71875,0.6133333333333333,0.2544559413124834
M,2021,without_target_team,hist,66,0.22353394811754487,0.6335754667476344,0.7242647058823529,0.7393420460283943,0.5853658536585366,0.75,0.6575342465753424,0.1622590590808944
M,2021,without_target_team,logistic,66,0.28227252975916356,0.8069753073884449,0.6737132352941176,0.727880868051251,0.5581395348837209,0.75,0.64,0.2406535389779089
M,2021,without_tempo,hist,66,0.22718922018402093,0.6457254992080785,0.714154411764706,0.7172223639190076,0.5681818181818182,0.78125,0.6578947368421053,0.14644007406784562
M,2021,without_tempo,logistic,66,0.23083457931384285,0.6626689944599112,0.7132352941176471,0.7247661895614206,0.625,0.78125,0.6944444444444444,0.16430645237489402
W,2016,adjusted,hist,63,0.16518691028394067,0.48799914133552974,0.8503118503118503,0.8140110074184375,0.6285714285714286,0.8461538461538461,0.7213114754098361,0.130333484710666
W,2016,adjusted,logistic,63,0.15698493080505135,0.45682155932717056,0.8669438669438669,0.8334990248584508,0.6388888888888888,0.8846153846153846,0.7419354838709677,0.17551413618203185
W,2016,dynamic,hist,63,0.15198237390270464,0.45428277208767504,0.8669438669438669,0.8289864534751333,0.6388888888888888,0.8846153846153846,0.7419354838709677,0.12973630524814225
W,2016,dynamic,logistic,63,0.15240421829939912,0.44463553363864944,0.8659043659043659,0.8355618683979606,0.6666666666666666,0.9230769230769231,0.7741935483870968,0.18317479611027276
W,2016,form,hist,63,0.16200745018500895,0.47601827590229967,0.8503118503118503,0.8073504247754809,0.6470588235294118,0.8461538461538461,0.7333333333333333,0.13756809997958025
W,2016,form,logistic,63,0.15608623237303992,0.4515643467361143,0.8742203742203742,0.8476717182423424,0.6666666666666666,0.9230769230769231,0.7741935483870968,0.14140826939358458
W,2016,four_factors,hist,63,0.16000357016241953,0.47888710542882945,0.8638253638253638,0.8278266669057975,0.6764705882352942,0.8846153846153846,0.7666666666666667,0.1320375610897897
W,2016,four_factors,logistic,63,0.16738659335297545,0.49735013908020465,0.8534303534303534,0.8054533852914205,0.6666666666666666,0.9230769230769231,0.7741935483870968,0.15289322518849985
W,2016,full,hist,63,0.18909667595569277,0.5854912871940674,0.8149688149688149,0.7196042846457527,0.6774193548387096,0.8076923076923077,0.7368421052631579,0.14960736012949966
W,2016,full,logistic,63,0.19583988224736718,0.6090045593252043,0.8388773388773388,0.7973293502510375,0.6111111111111112,0.8461538461538461,0.7096774193548387,0.19276828898430998
W,2016,history,hist,63,0.16181659873920226,0.48403288905948183,0.8607068607068606,0.8192191344144372,0.696969696969697,0.8846153846153846,0.7796610169491526,0.16885090486228116
W,2016,history,logistic,63,0.1718789716444389,0.5083877317433104,0.8482328482328483,0.802396258156623,0.65625,0.8076923076923077,0.7241379310344828,0.16973047895671586
