bin,predicted,observed,games,Gender,block,model
9,0.9623438302480218,0.9464285714285714,56,W,form,logistic
0,0.06737810539870799,0.018518518518518517,54,W,four_factors,hist
1,0.13741417874601788,0.16129032258064516,31,W,four_factors,hist
2,0.25476657010384646,0.48,25,W,four_factors,hist
3,0.35640378042100734,0.38095238095238093,21,W,four_factors,hist
4,0.4474301251287417,0.3333333333333333,18,W,four_factors,hist
5,0.550832076735548,0.4583333333333333,24,W,four_factors,hist
6,0.6397445680285023,0.7692307692307693,26,W,four_factors,hist
7,0.7505150287365757,0.6666666666666666,24,W,four_factors,hist
8,0.8614001412460018,0.7368421052631579,38,W,four_factors,hist
9,0.937384433475715,0.9259259259259259,54,W,four_factors,hist
0,0.04815922164078669,0.019230769230769232,52,W,four_factors,logistic
1,0.13639545507468578,0.08,25,W,four_factors,logistic
2,0.24230567537312625,0.38461538461538464,26,W,four_factors,logistic
3,0.34681345838149674,0.24,25,W,four_factors,logistic
4,0.4540413145547573,0.5,22,W,four_factors,logistic
5,0.5486333628613419,0.5714285714285714,21,W,four_factors,logistic
6,0.643882517392656,0.7391304347826086,23,W,four_factors,logistic
7,0.7542261856064485,0.7037037037037037,27,W,four_factors,logistic
8,0.8481500506477087,0.6666666666666666,39,W,four_factors,logistic
9,0.9607922624667593,0.9636363636363636,55,W,four_factors,logistic
0,0.06885460688698157,0.017857142857142856,56,W,full,hist
1,0.1430677404818192,0.14285714285714285,28,W,full,hist
2,0.25025387108953706,0.5,28,W,full,hist
3,0.3468183145472606,0.391304347826087,23,W,full,hist
4,0.4450455784896994,0.5,18,W,full,hist
5,0.5424581027461094,0.4,15,W,full,hist
6,0.6554211035600954,0.6111111111111112,18,W,full,hist
7,0.7408996855019298,0.7,30,W,full,hist
8,0.8596964504729667,0.6944444444444444,36,W,full,hist
9,0.9356723381422042,0.9047619047619048,63,W,full,hist
0,0.03347571923813389,0.07575757575757576,66,W,full,logistic
1,0.13605810890620854,0.2413793103448276,29,W,full,logistic
2,0.2544300267258956,0.2777777777777778,18,W,full,logistic
3,0.3447805740431716,0.4375,16,W,full,logistic
4,0.46255518087619574,0.55,20,W,full,logistic
5,0.5551416221502551,0.42105263157894735,19,W,full,logistic
6,0.6575895514685586,0.6,20,W,full,logistic
7,0.7522544037125625,0.65,20,W,full,logistic
8,0.8541411620116925,0.7352941176470589,34,W,full,logistic
9,0.9694193010545823,0.8767123287671232,73,W,full,logistic
0,0.06168792817157515,0.0,56,W,history,hist
1,0.1370105353488152,0.23076923076923078,26,W,history,hist
2,0.259160800704972,0.25925925925925924,27,W,history,hist
3,0.34738219603746945,0.43478260869565216,23,W,history,hist
4,0.44323386116525865,0.42857142857142855,21,W,history,hist
5,0.5530441701971908,0.6363636363636364,22,W,history,hist
6,0.6506078301772267,0.8,30,W,history,hist
7,0.7522920656255795,0.5,16,W,history,hist
8,0.8579048141715006,0.78125,32,W,history,hist
9,0.934561080266217,0.8709677419354839,62,W,history,hist
0,0.04579762099299014,0.0,50,W,history,logistic
1,0.1440707400247277,0.13333333333333333,30,W,history,logistic
2,0.24309601667460382,0.2727272727272727,22,W,history,logistic
3,0.3489327961645209,0.4,25,W,history,logistic
4,0.4456809047911689,0.48148148148148145,27,W,history,logistic
5,0.556458679012575,0.6,20,W,history,logistic
6,0.64447592274977,0.631578947368421,19,W,history,logistic
7,0.7491589353674681,0.6923076923076923,26,W,history,logistic
8,0.8542580666410403,0.7333333333333333,45,W,history,logistic
9,0.9611474852212558,0.9607843137254902,51,W,history,logistic
0,0.06290998920997018,0.01818181818181818,55,W,interactions,hist
1,0.13738846454239537,0.15625,32,W,interactions,hist
2,0.2627668763492417,0.2777777777777778,18,W,interactions,hist
3,0.3515146591093745,0.5416666666666666,24,W,interactions,hist
4,0.4402430310188897,0.38095238095238093,21,W,interactions,hist
5,0.5537260682782704,0.625,32,W,interactions,hist
6,0.653219375070937,0.68,25,W,interactions,hist
7,0.7492515326120743,0.5294117647058824,17,W,interactions,hist
8,0.8643123201170869,0.8285714285714286,35,W,interactions,hist
9,0.9377113125523995,0.8928571428571429,56,W,interactions,hist
0,0.04157814784028512,0.02040816326530612,49,W,interactions,logistic
1,0.1387739834386316,0.09090909090909091,33,W,interactions,logistic
2,0.2536798860028558,0.3076923076923077,26,W,interactions,logistic
3,0.34702861481848774,0.3888888888888889,18,W,interactions,logistic
4,0.4532100264350904,0.4642857142857143,28,W,interactions,logistic
5,0.5506122529986146,0.6666666666666666,15,W,interactions,logistic
6,0.6438981426967625,0.6521739130434783,23,W,interactions,logistic
7,0.7580349962621484,0.6785714285714286,28,W,interactions,logistic
8,0.8479598489143192,0.7368421052631579,38,W,interactions,logistic
9,0.9617741949443376,0.9298245614035088,57,W,interactions,logistic
0,0.06709889795578029,0.017241379310344827,58,W,legacy_full,hist
1,0.14800422386215112,0.1724137931034483,29,W,legacy_full,hist
