Gender,Season,block,model,capacity,near_constant,no_training_signal,redundant,retained,candidate_count,retained_count,rejected_count
M,2021,without_ball_control,logistic,2720,2,45,201,128,3096,128,2968
M,2021,without_coach_history,hist,2705,2,44,201,128,3080,128,2952
M,2021,without_coach_history,logistic,2705,2,44,201,128,3080,128,2952
M,2021,without_conference,hist,2721,2,44,199,128,3094,128,2966
M,2021,without_conference,logistic,2721,2,44,199,128,3094,128,2966
M,2021,without_distribution,hist,1272,0,5,165,128,1570,128,1442
M,2021,without_distribution,logistic,1272,0,5,165,128,1570,128,1442
M,2021,without_dynamic,hist,2726,2,45,201,128,3102,128,2974
M,2021,without_dynamic,logistic,2726,2,45,201,128,3102,128,2974
M,2021,without_form,hist,2722,2,45,201,128,3098,128,2970
M,2021,without_form,logistic,2722,2,45,201,128,3098,128,2970
M,2021,without_four_factors,hist,2722,2,45,201,128,3098,128,2970
M,2021,without_four_factors,logistic,2722,2,45,201,128,3098,128,2970
M,2021,without_history,hist,2727,2,45,201,128,3103,128,2975
M,2021,without_history,logistic,2727,2,45,201,128,3103,128,2975
M,2021,without_interactions,hist,2726,2,45,199,128,3100,128,2972
M,2021,without_interactions,logistic,2726,2,45,199,128,3100,128,2972
M,2021,without_massey,hist,2712,2,44,197,128,3083,128,2955
M,2021,without_massey,logistic,2712,2,44,197,128,3083,128,2955
M,2021,without_opponent_profile,hist,2337,2,45,114,128,2626,128,2498
M,2021,without_opponent_profile,logistic,2337,2,45,114,128,2626,128,2498
M,2021,without_peer_profile,hist,2606,2,45,197,128,2978,128,2850
M,2021,without_peer_profile,logistic,2606,2,45,197,128,2978,128,2850
M,2021,without_rank_trends,hist,2723,2,45,201,128,3099,128,2971
M,2021,without_rank_trends,logistic,2723,2,45,201,128,3099,128,2971
M,2021,without_rankings,hist,2721,2,44,198,128,3093,128,2965
M,2021,without_rankings,logistic,2721,2,44,198,128,3093,128,2965
M,2021,without_schedule_context,hist,2724,2,45,201,128,3100,128,2972
M,2021,without_schedule_context,logistic,2724,2,45,201,128,3100,128,2972
M,2021,without_scoring_shape,hist,2727,2,45,200,128,3102,128,2974
M,2021,without_scoring_shape,logistic,2727,2,45,200,128,3102,128,2974
M,2021,without_shooting,hist,2718,2,45,201,128,3094,128,2966
M,2021,without_shooting,logistic,2718,2,45,201,128,3094,128,2966
M,2021,without_target_rank,hist,2728,2,45,200,128,3103,128,2975
M,2021,without_target_rank,logistic,2728,2,45,200,128,3103,128,2975
M,2021,without_target_seed,hist,2727,2,45,201,128,3103,128,2975
M,2021,without_target_seed,logistic,2727,2,45,201,128,3103,128,2975
M,2021,without_target_team,hist,2727,2,45,201,128,3103,128,2975
M,2021,without_target_team,logistic,2727,2,45,201,128,3103,128,2975
M,2021,without_tempo,hist,2725,2,45,201,128,3101,128,2973
M,2021,without_tempo,logistic,2725,2,45,201,128,3101,128,2973
M,2021,without_trajectory,hist,2570,2,45,201,128,2946,128,2818
M,2021,without_trajectory,logistic,2570,2,45,201,128,2946,128,2818
M,2021,without_venue_profile,hist,2153,2,44,139,128,2466,128,2338
M,2021,without_venue_profile,logistic,2153,2,44,139,128,2466,128,2338
W,2016,adjusted,hist,0,0,0,0,10,10,10,0
W,2016,adjusted,logistic,0,0,0,0,10,10,10,0
W,2016,ball_control,hist,0,0,0,0,16,16,16,0
W,2016,ball_control,logistic,0,0,0,0,16,16,16,0
W,2016,baseline_124,hist,0,0,1,2,98,101,98,3
W,2016,baseline_124,logistic,0,0,1,2,98,101,98,3
W,2016,coach_history,hist,0,0,26,0,6,32,6,26
W,2016,coach_history,logistic,0,0,26,0,6,32,6,26
W,2016,conference,hist,0,0,1,2,15,18,15,3
W,2016,conference,logistic,0,0,1,2,15,18,15,3
W,2016,distribution,hist,1335,0,36,43,128,1542,128,1414
W,2016,distribution,logistic,1335,0,36,43,128,1542,128,1414
W,2016,dynamic,hist,0,0,0,0,10,10,10,0
W,2016,dynamic,logistic,0,0,0,0,10,10,10,0
W,2016,expanded_non_massey,hist,2805,0,65,85,128,3083,128,2955
W,2016,expanded_non_massey,logistic,2805,0,65,85,128,3083,128,2955
W,2016,expanded_non_massey_no_coach,hist,2805,0,39,85,128,3057,128,2929
W,2016,expanded_non_massey_no_coach,logistic,2805,0,39,85,128,3057,128,2929
W,2016,expanded_non_massey_no_target,hist,2794,0,65,90,128,3077,128,2949
W,2016,expanded_non_massey_no_target,logistic,2794,0,65,90,128,3077,128,2949
W,2016,expanded_non_massey_no_target_coach,hist,2794,0,39,90,128,3051,128,2923
W,2016,expanded_non_massey_no_target_coach,logistic,2794,0,39,90,128,3051,128,2923
W,2016,form,hist,0,0,0,0,14,14,14,0
W,2016,form,logistic,0,0,0,0,14,14,14,0
W,2016,four_factors,hist,0,0,0,0,14,14,14,0
W,2016,four_factors,logistic,0,0,0,0,14,14,14,0
W,2016,full,hist,2805,0,65,85,128,3083,128,2955
W,2016,full,logistic,2805,0,65,85,128,3083,128,2955
W,2016,history,hist,0,0,0,0,9,9,9,0
W,2016,history,logistic,0,0,0,0,9,9,9,0
W,2016,interactions,hist,0,0,0,2,10,12,10,2
W,2016,interactions,logistic,0,0,0,2,10,12,10,2
W,2016,legacy_full,hist,0,0,1,0,24,25,24,1
W,2016,legacy_full,logistic,0,0,1,0,24,25,24,1
W,2016,opponent_profile,hist,256,0,0,102,128,486,128,358
W,2016,opponent_profile,logistic,256,0,0,102,128,486,128,358
W,2016,peer_profile,hist,0,0,0,6,128,134,128,6
W,2016,peer_profile,logistic,0,0,0,6,128,134,128,6
W,2016,schedule_context,hist,0,0,0,0,12,12,12,0
W,2016,schedule_context,logistic,0,0,0,0,12,12,12,0
W,2016,scoring_shape,hist,0,0,0,0,10,10,10,0
W,2016,scoring_shape,logistic,0,0,0,0,10,10,10,0
W,2016,seed,hist,0,0,0,0,1,1,1,0
W,2016,seed,logistic,0,0,0,0,1,1,1,0
W,2016,shooting,hist,0,0,0,0,18,18,18,0
W,2016,shooting,logistic,0,0,0,0,18,18,18,0
W,2016,strength,hist,0,0,0,0,6,6,6,0
W,2016,strength,logistic,0,0,0,0,6,6,6,0
W,2016,target_seed,hist,0,0,0,0,9,9,9,0
W,2016,target_seed,logistic,0,0,0,0,9,9,9,0
W,2016,target_team,hist,0,0,0,0,9,9,9,0
W,2016,target_team,logistic,0,0,0,0,9,9,9,0
W,2016,tempo,hist,0,0,0,0,11,11,11,0
W,2016,tempo,logistic,0,0,0,0,11,11,11,0
W,2016,trajectory,hist,35,0,0,3,128,166,128,38
W,2016,trajectory,logistic,35,0,0,3,128,166,128,38
W,2016,venue_profile,hist,474,0,1,43,128,646,128,518
W,2016,venue_profile,logistic,474,0,1,43,128,646,128,518
W,2016,without_adjusted,hist,2798,0,65,88,128,3079,128,2951
W,2016,without_adjusted,logistic,2798,0,65,88,128,3079,128,2951
W,2016,without_ball_control,hist,2795,0,65,85,128,3073,128,2945
W,2016,without_ball_control,logistic,2795,0,65,85,128,3073,128,2945
W,2016,without_coach_history,hist,2805,0,39,85,128,3057,128,2929
W,2016,without_coach_history,logistic,2805,0,39,85,128,3057,128,2929
W,2016,without_conference,hist,2792,0,64,87,128,3071,128,2943
W,2016,without_conference,logistic,2792,0,64,87,128,3071,128,2943
W,2016,without_distribution,hist,1308,0,29,82,128,1547,128,1419
W,2016,without_distribution,logistic,1308,0,29,82,128,1547,128,1419
W,2016,without_dynamic,hist,2798,0,65,88,128,3079,128,2951
W,2016,without_dynamic,logistic,2798,0,65,88,128,3079,128,2951
W,2016,without_form,hist,2795,0,65,87,128,3075,128,2947
W,2016,without_form,logistic,2795,0,65,87,128,3075,128,2947
W,2016,without_four_factors,hist,2794,0,65,88,128,3075,128,2947
W,2016,without_four_factors,logistic,2794,0,65,88,128,3075,128,2947
W,2016,without_history,hist,2798,0,65,89,128,3080,128,2952
W,2016,without_history,logistic,2798,0,65,89,128,3080,128,2952
W,2016,without_interactions,hist,2799,0,65,85,128,3077,128,2949
W,2016,without_interactions,logistic,2799,0,65,85,128,3077,128,2949
W,2016,without_opponent_profile,hist,2380,0,65,30,128,2603,128,2475
W,2016,without_opponent_profile,logistic,2380,0,65,30,128,2603,128,2475
W,2016,without_peer_profile,hist,2682,0,65,80,128,2955,128,2827
W,2016,without_peer_profile,logistic,2682,0,65,80,128,2955,128,2827
W,2016,without_schedule_context,hist,2797,0,65,87,128,3077,128,2949
W,2016,without_schedule_context,logistic,2797,0,65,87,128,3077,128,2949
W,2016,without_scoring_shape,hist,2799,0,65,87,128,3079,128,2951
W,2016,without_scoring_shape,logistic,2799,0,65,87,128,3079,128,2951
W,2016,without_shooting,hist,2794,0,65,84,128,3071,128,2943
W,2016,without_shooting,logistic,2794,0,65,84,128,3071,128,2943
W,2016,without_target_seed,hist,2798,0,65,89,128,3080,128,2952
W,2016,without_target_seed,logistic,2798,0,65,89,128,3080,128,2952
W,2016,without_target_team,hist,2799,0,65,88,128,3080,128,2952
W,2016,without_target_team,logistic,2799,0,65,88,128,3080,128,2952
W,2016,without_tempo,hist,2800,0,65,85,128,3078,128,2950
W,2016,without_tempo,logistic,2800,0,65,85,128,3078,128,2950
W,2016,without_trajectory,hist,2645,0,65,85,128,2923,128,2795
W,2016,without_trajectory,logistic,2645,0,65,85,128,2923,128,2795
W,2016,without_venue_profile,hist,2162,0,64,89,128,2443,128,2315
W,2016,without_venue_profile,logistic,2162,0,64,89,128,2443,128,2315
W,2017,adjusted,hist,0,0,0,0,10,10,10,0
W,2017,adjusted,logistic,0,0,0,0,10,10,10,0
W,2017,ball_control,hist,0,0,0,0,16,16,16,0
W,2017,ball_control,logistic,0,0,0,0,16,16,16,0
W,2017,baseline_124,hist,0,0,1,2,98,101,98,3
W,2017,baseline_124,logistic,0,0,1,2,98,101,98,3
W,2017,coach_history,hist,0,0,26,0,6,32,6,26
W,2017,coach_history,logistic,0,0,26,0,6,32,6,26
W,2017,conference,hist,0,0,1,2,15,18,15,3
W,2017,conference,logistic,0,0,1,2,15,18,15,3
W,2017,distribution,hist,1339,0,36,39,128,1542,128,1414
W,2017,distribution,logistic,1339,0,36,39,128,1542,128,1414
W,2017,dynamic,hist,0,0,0,0,10,10,10,0
W,2017,dynamic,logistic,0,0,0,0,10,10,10,0
W,2017,expanded_non_massey,hist,2782,1,65,107,128,3083,128,2955
W,2017,expanded_non_massey,logistic,2782,1,65,107,128,3083,128,2955
W,2017,expanded_non_massey_no_coach,hist,2782,1,39,107,128,3057,128,2929
W,2017,expanded_non_massey_no_coach,logistic,2782,1,39,107,128,3057,128,2929
W,2017,expanded_non_massey_no_target,hist,2774,1,65,109,128,3077,128,2949
W,2017,expanded_non_massey_no_target,logistic,2774,1,65,109,128,3077,128,2949
W,2017,expanded_non_massey_no_target_coach,hist,2774,1,39,109,128,3051,128,2923
W,2017,expanded_non_massey_no_target_coach,logistic,2774,1,39,109,128,3051,128,2923
W,2017,form,hist,0,0,0,0,14,14,14,0
W,2017,form,logistic,0,0,0,0,14,14,14,0
W,2017,four_factors,hist,0,0,0,0,14,14,14,0
W,2017,four_factors,logistic,0,0,0,0,14,14,14,0
W,2017,full,hist,2782,1,65,107,128,3083,128,2955
W,2017,full,logistic,2782,1,65,107,128,3083,128,2955
W,2017,history,hist,0,0,0,0,9,9,9,0
W,2017,history,logistic,0,0,0,0,9,9,9,0
W,2017,interactions,hist,0,0,0,2,10,12,10,2
W,2017,interactions,logistic,0,0,0,2,10,12,10,2
W,2017,legacy_full,hist,0,0,1,0,24,25,24,1
W,2017,legacy_full,logistic,0,0,1,0,24,25,24,1
W,2017,opponent_profile,hist,256,0,0,102,128,486,128,358
W,2017,opponent_profile,logistic,256,0,0,102,128,486,128,358
W,2017,peer_profile,hist,0,0,0,6,128,134,128,6
W,2017,peer_profile,logistic,0,0,0,6,128,134,128,6
W,2017,schedule_context,hist,0,0,0,0,12,12,12,0
W,2017,schedule_context,logistic,0,0,0,0,12,12,12,0
W,2017,scoring_shape,hist,0,0,0,0,10,10,10,0
W,2017,scoring_shape,logistic,0,0,0,0,10,10,10,0
W,2017,seed,hist,0,0,0,0,1,1,1,0
W,2017,seed,logistic,0,0,0,0,1,1,1,0
W,2017,shooting,hist,0,0,0,0,18,18,18,0
W,2017,shooting,logistic,0,0,0,0,18,18,18,0
W,2017,strength,hist,0,0,0,0,6,6,6,0
W,2017,strength,logistic,0,0,0,0,6,6,6,0
W,2017,target_seed,hist,0,0,0,0,9,9,9,0
W,2017,target_seed,logistic,0,0,0,0,9,9,9,0
W,2017,target_team,hist,0,0,0,0,9,9,9,0
W,2017,target_team,logistic,0,0,0,0,9,9,9,0
W,2017,tempo,hist,0,0,0,0,11,11,11,0
W,2017,tempo,logistic,0,0,0,0,11,11,11,0
W,2017,trajectory,hist,35,0,0,3,128,166,128,38
W,2017,trajectory,logistic,35,0,0,3,128,166,128,38
W,2017,venue_profile,hist,473,1,1,43,128,646,128,518
W,2017,venue_profile,logistic,473,1,1,43,128,646,128,518
W,2017,without_adjusted,hist,2777,1,65,108,128,3079,128,2951
W,2017,without_adjusted,logistic,2777,1,65,108,128,3079,128,2951
W,2017,without_ball_control,hist,2772,1,65,107,128,3073,128,2945
W,2017,without_ball_control,logistic,2772,1,65,107,128,3073,128,2945
W,2017,without_coach_history,hist,2782,1,39,107,128,3057,128,2929
W,2017,without_coach_history,logistic,2782,1,39,107,128,3057,128,2929
W,2017,without_conference,hist,2772,1,64,106,128,3071,128,2943
W,2017,without_conference,logistic,2772,1,64,106,128,3071,128,2943
W,2017,without_distribution,hist,1283,1,29,106,128,1547,128,1419
W,2017,without_distribution,logistic,1283,1,29,106,128,1547,128,1419
W,2017,without_dynamic,hist,2777,1,65,108,128,3079,128,2951
W,2017,without_dynamic,logistic,2777,1,65,108,128,3079,128,2951
W,2017,without_form,hist,2773,1,65,108,128,3075,128,2947
W,2017,without_form,logistic,2773,1,65,108,128,3075,128,2947
W,2017,without_four_factors,hist,2773,1,65,108,128,3075,128,2947
W,2017,without_four_factors,logistic,2773,1,65,108,128,3075,128,2947
W,2017,without_history,hist,2778,1,65,108,128,3080,128,2952
W,2017,without_history,logistic,2778,1,65,108,128,3080,128,2952
W,2017,without_interactions,hist,2777,1,65,106,128,3077,128,2949
W,2017,without_interactions,logistic,2777,1,65,106,128,3077,128,2949
W,2017,without_opponent_profile,hist,2382,1,65,27,128,2603,128,2475
W,2017,without_opponent_profile,logistic,2382,1,65,27,128,2603,128,2475
W,2017,without_peer_profile,hist,2657,1,65,104,128,2955,128,2827
W,2017,without_peer_profile,logistic,2657,1,65,104,128,2955,128,2827
W,2017,without_schedule_context,hist,2775,1,65,108,128,3077,128,2949
W,2017,without_schedule_context,logistic,2775,1,65,108,128,3077,128,2949
W,2017,without_scoring_shape,hist,2777,1,65,108,128,3079,128,2951
W,2017,without_scoring_shape,logistic,2777,1,65,108,128,3079,128,2951
W,2017,without_shooting,hist,2771,1,65,106,128,3071,128,2943
W,2017,without_shooting,logistic,2771,1,65,106,128,3071,128,2943
W,2017,without_target_seed,hist,2778,1,65,108,128,3080,128,2952
W,2017,without_target_seed,logistic,2778,1,65,108,128,3080,128,2952
W,2017,without_target_team,hist,2778,1,65,108,128,3080,128,2952
W,2017,without_target_team,logistic,2778,1,65,108,128,3080,128,2952
W,2017,without_tempo,hist,2777,1,65,107,128,3078,128,2950
W,2017,without_tempo,logistic,2777,1,65,107,128,3078,128,2950
W,2017,without_trajectory,hist,2622,1,65,107,128,2923,128,2795
W,2017,without_trajectory,logistic,2622,1,65,107,128,2923,128,2795
W,2017,without_venue_profile,hist,2140,0,64,111,128,2443,128,2315
W,2017,without_venue_profile,logistic,2140,0,64,111,128,2443,128,2315
W,2018,adjusted,hist,0,0,0,0,10,10,10,0
W,2018,adjusted,logistic,0,0,0,0,10,10,10,0
W,2018,ball_control,hist,0,0,0,0,16,16,16,0
W,2018,ball_control,logistic,0,0,0,0,16,16,16,0
W,2018,baseline_124,hist,0,0,1,2,98,101,98,3
W,2018,baseline_124,logistic,0,0,1,2,98,101,98,3
W,2018,coach_history,hist,0,0,26,0,6,32,6,26
W,2018,coach_history,logistic,0,0,26,0,6,32,6,26
W,2018,conference,hist,0,0,1,2,15,18,15,3
W,2018,conference,logistic,0,0,1,2,15,18,15,3
W,2018,distribution,hist,1338,0,36,40,128,1542,128,1414
W,2018,distribution,logistic,1338,0,36,40,128,1542,128,1414
W,2018,dynamic,hist,0,0,0,0,10,10,10,0
W,2018,dynamic,logistic,0,0,0,0,10,10,10,0
W,2018,expanded_non_massey,hist,2782,0,65,108,128,3083,128,2955
W,2018,expanded_non_massey,logistic,2782,0,65,108,128,3083,128,2955
W,2018,expanded_non_massey_no_coach,hist,2782,0,39,108,128,3057,128,2929
W,2018,expanded_non_massey_no_coach,logistic,2782,0,39,108,128,3057,128,2929
W,2018,expanded_non_massey_no_target,hist,2776,0,65,108,128,3077,128,2949
W,2018,expanded_non_massey_no_target,logistic,2776,0,65,108,128,3077,128,2949
W,2018,expanded_non_massey_no_target_coach,hist,2776,0,39,108,128,3051,128,2923
W,2018,expanded_non_massey_no_target_coach,logistic,2776,0,39,108,128,3051,128,2923
W,2018,form,hist,0,0,0,0,14,14,14,0
W,2018,form,logistic,0,0,0,0,14,14,14,0
W,2018,four_factors,hist,0,0,0,0,14,14,14,0
W,2018,four_factors,logistic,0,0,0,0,14,14,14,0
W,2018,full,hist,2782,0,65,108,128,3083,128,2955
W,2018,full,logistic,2782,0,65,108,128,3083,128,2955
W,2018,history,hist,0,0,0,0,9,9,9,0
W,2018,history,logistic,0,0,0,0,9,9,9,0
W,2018,interactions,hist,0,0,0,2,10,12,10,2
W,2018,interactions,logistic,0,0,0,2,10,12,10,2
W,2018,legacy_full,hist,0,0,1,0,24,25,24,1
W,2018,legacy_full,logistic,0,0,1,0,24,25,24,1
W,2018,opponent_profile,hist,256,0,0,102,128,486,128,358
W,2018,opponent_profile,logistic,256,0,0,102,128,486,128,358
W,2018,peer_profile,hist,0,0,0,6,128,134,128,6
W,2018,peer_profile,logistic,0,0,0,6,128,134,128,6
W,2018,schedule_context,hist,0,0,0,0,12,12,12,0
W,2018,schedule_context,logistic,0,0,0,0,12,12,12,0
W,2018,scoring_shape,hist,0,0,0,0,10,10,10,0
W,2018,scoring_shape,logistic,0,0,0,0,10,10,10,0
W,2018,seed,hist,0,0,0,0,1,1,1,0
W,2018,seed,logistic,0,0,0,0,1,1,1,0
W,2018,shooting,hist,0,0,0,0,18,18,18,0
W,2018,shooting,logistic,0,0,0,0,18,18,18,0
W,2018,strength,hist,0,0,0,0,6,6,6,0
W,2018,strength,logistic,0,0,0,0,6,6,6,0
W,2018,target_seed,hist,0,0,0,0,9,9,9,0
W,2018,target_seed,logistic,0,0,0,0,9,9,9,0
W,2018,target_team,hist,0,0,0,0,9,9,9,0
W,2018,target_team,logistic,0,0,0,0,9,9,9,0
W,2018,tempo,hist,0,0,0,0,11,11,11,0
W,2018,tempo,logistic,0,0,0,0,11,11,11,0
W,2018,trajectory,hist,35,0,0,3,128,166,128,38
W,2018,trajectory,logistic,35,0,0,3,128,166,128,38
W,2018,venue_profile,hist,444,0,1,73,128,646,128,518
W,2018,venue_profile,logistic,444,0,1,73,128,646,128,518
W,2018,without_adjusted,hist,2778,0,65,108,128,3079,128,2951
W,2018,without_adjusted,logistic,2778,0,65,108,128,3079,128,2951
W,2018,without_ball_control,hist,2772,0,65,108,128,3073,128,2945
W,2018,without_ball_control,logistic,2772,0,65,108,128,3073,128,2945
W,2018,without_coach_history,hist,2782,0,39,108,128,3057,128,2929
W,2018,without_coach_history,logistic,2782,0,39,108,128,3057,128,2929
W,2018,without_conference,hist,2773,0,64,106,128,3071,128,2943
W,2018,without_conference,logistic,2773,0,64,106,128,3071,128,2943
W,2018,without_distribution,hist,1284,0,29,106,128,1547,128,1419
W,2018,without_distribution,logistic,1284,0,29,106,128,1547,128,1419
W,2018,without_dynamic,hist,2778,0,65,108,128,3079,128,2951
W,2018,without_dynamic,logistic,2778,0,65,108,128,3079,128,2951
W,2018,without_form,hist,2774,0,65,108,128,3075,128,2947
W,2018,without_form,logistic,2774,0,65,108,128,3075,128,2947
W,2018,without_four_factors,hist,2774,0,65,108,128,3075,128,2947
W,2018,without_four_factors,logistic,2774,0,65,108,128,3075,128,2947
W,2018,without_history,hist,2779,0,65,108,128,3080,128,2952
W,2018,without_history,logistic,2779,0,65,108,128,3080,128,2952
W,2018,without_interactions,hist,2778,0,65,106,128,3077,128,2949
W,2018,without_interactions,logistic,2778,0,65,106,128,3077,128,2949
W,2018,without_opponent_profile,hist,2386,0,65,24,128,2603,128,2475
W,2018,without_opponent_profile,logistic,2386,0,65,24,128,2603,128,2475
W,2018,without_peer_profile,hist,2658,0,65,104,128,2955,128,2827
W,2018,without_peer_profile,logistic,2658,0,65,104,128,2955,128,2827
W,2018,without_schedule_context,hist,2776,0,65,108,128,3077,128,2949
W,2018,without_schedule_context,logistic,2776,0,65,108,128,3077,128,2949
W,2018,without_scoring_shape,hist,2778,0,65,108,128,3079,128,2951
W,2018,without_scoring_shape,logistic,2778,0,65,108,128,3079,128,2951
W,2018,without_shooting,hist,2771,0,65,107,128,3071,128,2943
W,2018,without_shooting,logistic,2771,0,65,107,128,3071,128,2943
W,2018,without_target_seed,hist,2779,0,65,108,128,3080,128,2952
W,2018,without_target_seed,logistic,2779,0,65,108,128,3080,128,2952
W,2018,without_target_team,hist,2779,0,65,108,128,3080,128,2952
W,2018,without_target_team,logistic,2779,0,65,108,128,3080,128,2952
W,2018,without_tempo,hist,2777,0,65,108,128,3078,128,2950
W,2018,without_tempo,logistic,2777,0,65,108,128,3078,128,2950
W,2018,without_trajectory,hist,2622,0,65,108,128,2923,128,2795
W,2018,without_trajectory,logistic,2622,0,65,108,128,2923,128,2795
W,2018,without_venue_profile,hist,2142,0,64,109,128,2443,128,2315
W,2018,without_venue_profile,logistic,2142,0,64,109,128,2443,128,2315
W,2019,adjusted,hist,0,0,0,0,10,10,10,0
W,2019,adjusted,logistic,0,0,0,0,10,10,10,0
W,2019,ball_control,hist,0,0,0,0,16,16,16,0
W,2019,ball_control,logistic,0,0,0,0,16,16,16,0
W,2019,baseline_124,hist,0,0,1,2,98,101,98,3
W,2019,baseline_124,logistic,0,0,1,2,98,101,98,3
W,2019,coach_history,hist,0,0,26,0,6,32,6,26
W,2019,coach_history,logistic,0,0,26,0,6,32,6,26
W,2019,conference,hist,0,0,1,2,15,18,15,3
W,2019,conference,logistic,0,0,1,2,15,18,15,3
W,2019,distribution,hist,1338,0,36,40,128,1542,128,1414
W,2019,distribution,logistic,1338,0,36,40,128,1542,128,1414
W,2019,dynamic,hist,0,0,0,0,10,10,10,0
W,2019,dynamic,logistic,0,0,0,0,10,10,10,0
W,2019,expanded_non_massey,hist,2782,0,65,108,128,3083,128,2955
W,2019,expanded_non_massey,logistic,2782,0,65,108,128,3083,128,2955
W,2019,expanded_non_massey_no_coach,hist,2782,0,39,108,128,3057,128,2929
W,2019,expanded_non_massey_no_coach,logistic,2782,0,39,108,128,3057,128,2929
W,2019,expanded_non_massey_no_target,hist,2774,0,65,110,128,3077,128,2949
W,2019,expanded_non_massey_no_target,logistic,2774,0,65,110,128,3077,128,2949
W,2019,expanded_non_massey_no_target_coach,hist,2774,0,39,110,128,3051,128,2923
W,2019,expanded_non_massey_no_target_coach,logistic,2774,0,39,110,128,3051,128,2923
W,2019,form,hist,0,0,0,0,14,14,14,0
W,2019,form,logistic,0,0,0,0,14,14,14,0
W,2019,four_factors,hist,0,0,0,0,14,14,14,0
W,2019,four_factors,logistic,0,0,0,0,14,14,14,0
W,2019,full,hist,2782,0,65,108,128,3083,128,2955
W,2019,full,logistic,2782,0,65,108,128,3083,128,2955
W,2019,history,hist,0,0,0,0,9,9,9,0
W,2019,history,logistic,0,0,0,0,9,9,9,0
W,2019,interactions,hist,0,0,0,2,10,12,10,2
W,2019,interactions,logistic,0,0,0,2,10,12,10,2
W,2019,legacy_full,hist,0,0,1,0,24,25,24,1
W,2019,legacy_full,logistic,0,0,1,0,24,25,24,1
W,2019,opponent_profile,hist,256,0,0,102,128,486,128,358
W,2019,opponent_profile,logistic,256,0,0,102,128,486,128,358
W,2019,peer_profile,hist,0,0,0,6,128,134,128,6
W,2019,peer_profile,logistic,0,0,0,6,128,134,128,6
W,2019,schedule_context,hist,0,0,0,0,12,12,12,0
W,2019,schedule_context,logistic,0,0,0,0,12,12,12,0
W,2019,scoring_shape,hist,0,0,0,0,10,10,10,0
W,2019,scoring_shape,logistic,0,0,0,0,10,10,10,0
W,2019,seed,hist,0,0,0,0,1,1,1,0
W,2019,seed,logistic,0,0,0,0,1,1,1,0
W,2019,shooting,hist,0,0,0,0,18,18,18,0
W,2019,shooting,logistic,0,0,0,0,18,18,18,0
W,2019,strength,hist,0,0,0,0,6,6,6,0
W,2019,strength,logistic,0,0,0,0,6,6,6,0
W,2019,target_seed,hist,0,0,0,0,9,9,9,0
W,2019,target_seed,logistic,0,0,0,0,9,9,9,0
W,2019,target_team,hist,0,0,0,0,9,9,9,0
W,2019,target_team,logistic,0,0,0,0,9,9,9,0
W,2019,tempo,hist,0,0,0,0,11,11,11,0
W,2019,tempo,logistic,0,0,0,0,11,11,11,0
W,2019,trajectory,hist,35,0,0,3,128,166,128,38
W,2019,trajectory,logistic,35,0,0,3,128,166,128,38
W,2019,venue_profile,hist,445,0,1,72,128,646,128,518
W,2019,venue_profile,logistic,445,0,1,72,128,646,128,518
W,2019,without_adjusted,hist,2776,0,65,110,128,3079,128,2951
W,2019,without_adjusted,logistic,2776,0,65,110,128,3079,128,2951
W,2019,without_ball_control,hist,2772,0,65,108,128,3073,128,2945
W,2019,without_ball_control,logistic,2772,0,65,108,128,3073,128,2945
W,2019,without_coach_history,hist,2782,0,39,108,128,3057,128,2929
W,2019,without_coach_history,logistic,2782,0,39,108,128,3057,128,2929
W,2019,without_conference,hist,2771,0,64,108,128,3071,128,2943
W,2019,without_conference,logistic,2771,0,64,108,128,3071,128,2943
W,2019,without_distribution,hist,1285,0,29,105,128,1547,128,1419
W,2019,without_distribution,logistic,1285,0,29,105,128,1547,128,1419
W,2019,without_dynamic,hist,2776,0,65,110,128,3079,128,2951
W,2019,without_dynamic,logistic,2776,0,65,110,128,3079,128,2951
W,2019,without_form,hist,2772,0,65,110,128,3075,128,2947
W,2019,without_form,logistic,2772,0,65,110,128,3075,128,2947
W,2019,without_four_factors,hist,2774,0,65,108,128,3075,128,2947
W,2019,without_four_factors,logistic,2774,0,65,108,128,3075,128,2947
W,2019,without_history,hist,2777,0,65,110,128,3080,128,2952
W,2019,without_history,logistic,2777,0,65,110,128,3080,128,2952
W,2019,without_interactions,hist,2778,0,65,106,128,3077,128,2949
W,2019,without_interactions,logistic,2778,0,65,106,128,3077,128,2949
W,2019,without_opponent_profile,hist,2385,0,65,25,128,2603,128,2475
W,2019,without_opponent_profile,logistic,2385,0,65,25,128,2603,128,2475
W,2019,without_peer_profile,hist,2657,0,65,105,128,2955,128,2827
W,2019,without_peer_profile,logistic,2657,0,65,105,128,2955,128,2827
W,2019,without_schedule_context,hist,2774,0,65,110,128,3077,128,2949
W,2019,without_schedule_context,logistic,2774,0,65,110,128,3077,128,2949
W,2019,without_scoring_shape,hist,2776,0,65,110,128,3079,128,2951
W,2019,without_scoring_shape,logistic,2776,0,65,110,128,3079,128,2951
W,2019,without_shooting,hist,2771,0,65,107,128,3071,128,2943
W,2019,without_shooting,logistic,2771,0,65,107,128,3071,128,2943
W,2019,without_target_seed,hist,2777,0,65,110,128,3080,128,2952
W,2019,without_target_seed,logistic,2777,0,65,110,128,3080,128,2952
W,2019,without_target_team,hist,2777,0,65,110,128,3080,128,2952
