Gender,Season,block,model,feature,fitted,train_nonmissing,validation_nonmissing,train_games,validation_games,standardized_coefficient,status
M,2019,full,logistic,diff_te_team_mean,True,402,67,402,67,-0.0490012453473754,fitted
M,2019,full,logistic,diff_te_team_uncertainty,True,402,67,402,67,0.0790691395712834,fitted
M,2019,full,logistic,diff_te_team_support,True,402,67,402,67,-0.2568273144035079,fitted
M,2019,full,logistic,diff_te_seed_mean,True,402,67,402,67,-0.0105944714149877,fitted
M,2019,full,logistic,diff_te_seed_uncertainty,True,402,67,402,67,-0.2549949161124519,fitted
M,2019,full,logistic,diff_te_seed_support,True,402,67,402,67,0.0725076340393986,fitted
M,2019,full,logistic,pace_strength,True,402,67,402,67,0.1476624950880761,fitted
M,2019,full,logistic,uncertainty_strength,True,402,67,402,67,0.0978942420468074,fitted
M,2019,full,logistic,three_variance_strength,True,402,67,402,67,-0.0422694605403332,fitted
M,2019,full,logistic,shooting_style,True,402,67,402,67,-0.1095679640277461,fitted
M,2019,full,logistic,offense_defense,True,402,67,402,67,0.0847206276261643,fitted
M,2019,full,logistic,recent_offense_defense,True,402,67,402,67,0.4301345174585724,fitted
M,2021,full,logistic,diff_seed,True,469,66,469,66,0.3093782521412849,fitted
M,2021,full,logistic,diff_strength,True,469,66,469,66,0.0530909938786242,fitted
M,2021,full,logistic,diff_schedule_strength,True,469,66,469,66,0.4663853742707002,fitted
M,2021,full,logistic,diff_win_rate,True,469,66,469,66,0.217455283773411,fitted
M,2021,full,logistic,diff_margin,True,469,66,469,66,-0.1139132329256528,fitted
M,2021,full,logistic,diff_margin_sd,True,469,66,469,66,0.1129975735449244,fitted
M,2021,full,logistic,diff_efg,True,469,66,469,66,0.0444726001455674,fitted
M,2021,full,logistic,diff_tov,True,469,66,469,66,0.0421692620509107,fitted
M,2021,full,logistic,diff_orb,True,469,66,469,66,0.004584561842804,fitted
M,2021,full,logistic,diff_ftr,True,469,66,469,66,-0.1929931929747767,fitted
M,2021,full,logistic,diff_three_rate,True,469,66,469,66,0.0065183941443314,fitted
M,2021,full,logistic,diff_opp_efg,True,469,66,469,66,-0.1213115272239958,fitted
M,2021,full,logistic,diff_opp_tov,True,469,66,469,66,0.1946159793688236,fitted
M,2021,full,logistic,diff_opp_orb,True,469,66,469,66,-0.015415435604232,fitted
M,2021,full,logistic,diff_opp_ftr,True,469,66,469,66,-0.2766003097381681,fitted
M,2021,full,logistic,diff_opp_three_rate,True,469,66,469,66,0.0014821673525387,fitted
M,2021,full,logistic,diff_detailed_coverage,False,469,66,469,66,,no_training_signal
M,2021,full,logistic,diff_recent_strength,True,469,66,469,66,-0.0752913364554594,fitted
M,2021,full,logistic,diff_strength_change,True,469,66,469,66,-0.1376097848212339,fitted
M,2021,full,logistic,matchup_efg,True,469,66,469,66,0.2030318649627704,fitted
M,2021,full,logistic,matchup_tov,True,469,66,469,66,-0.1865268008148545,fitted
M,2021,full,logistic,matchup_orb,True,469,66,469,66,0.1505411474609013,fitted
M,2021,full,logistic,matchup_ftr,True,469,66,469,66,-0.0527262967957915,fitted
M,2021,full,logistic,matchup_three_rate,True,469,66,469,66,-0.0716625262825074,fitted
M,2021,full,logistic,matchup_strength_volatility,True,469,66,469,66,0.0684370317468439,fitted
M,2021,full,logistic,diff_adj_offense,True,469,66,469,66,0.0534436526392951,fitted
M,2021,full,logistic,diff_adj_defense,True,469,66,469,66,0.0494547613347393,fitted
M,2021,full,logistic,diff_recent_offense,True,469,66,469,66,-0.1108521400301214,fitted
M,2021,full,logistic,diff_recent_defense,True,469,66,469,66,-0.0617242039439349,fitted
M,2021,full,logistic,diff_adjusted_efg_offense,True,469,66,469,66,0.1945660084311283,fitted
M,2021,full,logistic,diff_adjusted_efg_defense,True,469,66,469,66,0.3081089157937604,fitted
M,2021,full,logistic,diff_adjusted_tov_offense,True,469,66,469,66,-0.0837916033396493,fitted
M,2021,full,logistic,diff_adjusted_tov_defense,True,469,66,469,66,0.3743956406139454,fitted
M,2021,full,logistic,diff_adjusted_orb_offense,True,469,66,469,66,0.0201347447223522,fitted
M,2021,full,logistic,diff_adjusted_orb_defense,True,469,66,469,66,-0.0921369388184548,fitted
M,2021,full,logistic,diff_adjusted_ftr_offense,True,469,66,469,66,0.1596667027850405,fitted
M,2021,full,logistic,diff_adjusted_ftr_defense,True,469,66,469,66,-0.1097342855016205,fitted
M,2021,full,logistic,diff_residual_sd,True,469,66,469,66,-0.1222374785526988,fitted
M,2021,full,logistic,diff_residual_downside,True,469,66,469,66,-0.2486397498783335,fitted
M,2021,full,logistic,diff_recent_residual,True,469,66,469,66,-0.0856817159441614,fitted
M,2021,full,logistic,diff_road_residual,True,469,66,469,66,0.2140042388425928,fitted
M,2021,full,logistic,diff_schedule_sd,True,469,66,469,66,-0.010454386938831,fitted
M,2021,full,logistic,diff_strong_opponent_margin,True,469,66,469,66,-0.1111872770293153,fitted
M,2021,full,logistic,diff_close_win_posterior,True,469,66,469,66,-0.2161581544276617,fitted
M,2021,full,logistic,diff_rest_days,True,469,66,469,66,0.1096697613006667,fitted
M,2021,full,logistic,diff_two_posterior,True,469,66,469,66,0.0763647019397356,fitted
M,2021,full,logistic,diff_two_uncertainty,True,469,66,469,66,-0.1177888201961075,fitted
M,2021,full,logistic,diff_three_posterior,True,469,66,469,66,-0.086124290708074,fitted
M,2021,full,logistic,diff_three_uncertainty,True,469,66,469,66,-0.1926082755684302,fitted
M,2021,full,logistic,diff_free_posterior,True,469,66,469,66,-0.0141700532673715,fitted
M,2021,full,logistic,diff_free_uncertainty,True,469,66,469,66,0.0639062789601431,fitted
M,2021,full,logistic,diff_opp_two_posterior,True,469,66,469,66,0.0330137206918449,fitted
M,2021,full,logistic,diff_opp_two_uncertainty,True,469,66,469,66,-0.1327690621544219,fitted
M,2021,full,logistic,diff_opp_three_posterior,True,469,66,469,66,0.1694840748807833,fitted
M,2021,full,logistic,diff_opp_three_uncertainty,True,469,66,469,66,-0.0247894120718043,fitted
M,2021,full,logistic,diff_opp_free_posterior,True,469,66,469,66,0.1005855029956032,fitted
M,2021,full,logistic,diff_opp_free_uncertainty,True,469,66,469,66,0.1151397286045532,fitted
M,2021,full,logistic,diff_tempo,True,469,66,469,66,-0.229936985408373,fitted
M,2021,full,logistic,diff_tempo_sd,True,469,66,469,66,-0.3060118831970771,fitted
M,2021,full,logistic,diff_three_dependence,True,469,66,469,66,0.0506314459974262,fitted
M,2021,full,logistic,diff_possession_gap,True,469,66,469,66,-0.0458777841701176,fitted
M,2021,full,logistic,diff_clean_coverage,True,469,66,469,66,0.3537564402236963,fitted
M,2021,full,logistic,diff_elo,True,469,66,469,66,0.3201674104322682,fitted
M,2021,full,logistic,diff_elo_mov,True,469,66,469,66,0.1444541620522848,fitted
M,2021,full,logistic,diff_elo_change,True,469,66,469,66,0.0552869529507441,fitted
M,2021,full,logistic,diff_elo_mov_change,True,469,66,469,66,-0.1317646814275246,fitted
M,2021,full,logistic,diff_prior_wins,True,469,66,469,66,0.3935959712870748,fitted
M,2021,full,logistic,diff_prior_appearances,True,469,66,469,66,-0.2665300863499194,fitted
M,2021,full,logistic,diff_prior_seed,True,469,66,469,66,-0.2133210092441219,fitted
M,2021,full,logistic,diff_te_team_mean,True,469,66,469,66,-0.0996044359755344,fitted
M,2021,full,logistic,diff_te_team_uncertainty,True,469,66,469,66,0.0863482206788274,fitted
M,2021,full,logistic,diff_te_team_support,True,469,66,469,66,-0.1270694350389169,fitted
M,2021,full,logistic,diff_te_seed_mean,True,469,66,469,66,0.0050323797528779,fitted
M,2021,full,logistic,diff_te_seed_uncertainty,True,469,66,469,66,-0.3001384320436592,fitted
M,2021,full,logistic,diff_te_seed_support,True,469,66,469,66,0.0269260393988408,fitted
M,2021,full,logistic,pace_strength,True,469,66,469,66,0.1127002835033068,fitted
M,2021,full,logistic,uncertainty_strength,True,469,66,469,66,0.0199594754305615,fitted
M,2021,full,logistic,three_variance_strength,True,469,66,469,66,0.0446318191979604,fitted
M,2021,full,logistic,shooting_style,True,469,66,469,66,-0.0966418733531618,fitted
M,2021,full,logistic,offense_defense,True,469,66,469,66,-0.1020222216977852,fitted
M,2021,full,logistic,recent_offense_defense,True,469,66,469,66,0.5253548929018537,fitted
W,2016,full,logistic,diff_seed,True,189,63,189,63,-0.2332451046839014,fitted
W,2016,full,logistic,diff_strength,True,189,63,189,63,0.1952852583310547,fitted
W,2016,full,logistic,diff_schedule_strength,True,189,63,189,63,0.2822778158067998,fitted
W,2016,full,logistic,diff_win_rate,True,189,63,189,63,-0.1937239952428569,fitted
W,2016,full,logistic,diff_margin,True,189,63,189,63,0.1074111877277533,fitted
W,2016,full,logistic,diff_margin_sd,True,189,63,189,63,0.0974374382956398,fitted
W,2016,full,logistic,diff_efg,True,189,63,189,63,0.1019221870759066,fitted
W,2016,full,logistic,diff_tov,True,189,63,189,63,0.1505143369692053,fitted
W,2016,full,logistic,diff_orb,True,189,63,189,63,0.1698850947015316,fitted
W,2016,full,logistic,diff_ftr,True,189,63,189,63,0.0299789694250282,fitted
W,2016,full,logistic,diff_three_rate,True,189,63,189,63,-0.017228486993104,fitted
W,2016,full,logistic,diff_opp_efg,True,189,63,189,63,0.0879800679758306,fitted
W,2016,full,logistic,diff_opp_tov,True,189,63,189,63,0.0177753516724955,fitted
W,2016,full,logistic,diff_opp_orb,True,189,63,189,63,0.0371452205285486,fitted
W,2016,full,logistic,diff_opp_ftr,True,189,63,189,63,0.0253677894908929,fitted
W,2016,full,logistic,diff_opp_three_rate,True,189,63,189,63,-0.0999675207380039,fitted
W,2016,full,logistic,diff_detailed_coverage,False,189,63,189,63,,no_training_signal
W,2016,full,logistic,diff_recent_strength,True,189,63,189,63,0.0652524473780392,fitted
W,2016,full,logistic,diff_strength_change,True,189,63,189,63,-0.2541027527240703,fitted
W,2016,full,logistic,matchup_efg,True,189,63,189,63,-0.0177805469704823,fitted
W,2016,full,logistic,matchup_tov,True,189,63,189,63,0.121676682012376,fitted
W,2016,full,logistic,matchup_orb,True,189,63,189,63,0.0777181002714399,fitted
W,2016,full,logistic,matchup_ftr,True,189,63,189,63,0.0098911187859606,fitted
W,2016,full,logistic,matchup_three_rate,True,189,63,189,63,0.1066050560515017,fitted
W,2016,full,logistic,matchup_strength_volatility,True,189,63,189,63,0.147817006276658,fitted
W,2016,full,logistic,diff_adj_offense,True,189,63,189,63,0.2309332052751639,fitted
W,2016,full,logistic,diff_adj_defense,True,189,63,189,63,0.1402148716327484,fitted
W,2016,full,logistic,diff_recent_offense,True,189,63,189,63,0.1108708895079301,fitted
W,2016,full,logistic,diff_recent_defense,True,189,63,189,63,0.0189887896182098,fitted
W,2016,full,logistic,diff_adjusted_efg_offense,True,189,63,189,63,0.1266495773907107,fitted
W,2016,full,logistic,diff_adjusted_efg_defense,True,189,63,189,63,0.098177308123633,fitted
W,2016,full,logistic,diff_adjusted_tov_offense,True,189,63,189,63,-0.090789862898541,fitted
W,2016,full,logistic,diff_adjusted_tov_defense,True,189,63,189,63,0.1214698917919545,fitted
W,2016,full,logistic,diff_adjusted_orb_offense,True,189,63,189,63,0.314015970444201,fitted
W,2016,full,logistic,diff_adjusted_orb_defense,True,189,63,189,63,-0.0651699269731624,fitted
W,2016,full,logistic,diff_adjusted_ftr_offense,True,189,63,189,63,-0.184959698296915,fitted
W,2016,full,logistic,diff_adjusted_ftr_defense,True,189,63,189,63,0.0312039226813999,fitted
W,2016,full,logistic,diff_residual_sd,True,189,63,189,63,0.0533140347851796,fitted
W,2016,full,logistic,diff_residual_downside,True,189,63,189,63,0.1088912153268758,fitted
W,2016,full,logistic,diff_recent_residual,True,189,63,189,63,-0.0799933449252456,fitted
W,2016,full,logistic,diff_road_residual,True,189,63,189,63,0.4418814351463032,fitted
W,2016,full,logistic,diff_schedule_sd,True,189,63,189,63,-0.2165939966179498,fitted
W,2016,full,logistic,diff_strong_opponent_margin,True,189,63,189,63,0.2163893017987113,fitted
W,2016,full,logistic,diff_close_win_posterior,True,189,63,189,63,0.127703588358722,fitted
W,2016,full,logistic,diff_rest_days,True,189,63,189,63,0.0619584375619245,fitted
W,2016,full,logistic,diff_two_posterior,True,189,63,189,63,0.0303009940492713,fitted
W,2016,full,logistic,diff_two_uncertainty,True,189,63,189,63,-0.1203356940310796,fitted
W,2016,full,logistic,diff_three_posterior,True,189,63,189,63,-0.0225603068030657,fitted
W,2016,full,logistic,diff_three_uncertainty,True,189,63,189,63,-0.1611362832824255,fitted
W,2016,full,logistic,diff_free_posterior,True,189,63,189,63,0.3279610393199257,fitted
W,2016,full,logistic,diff_free_uncertainty,True,189,63,189,63,-0.123980282300701,fitted
W,2016,full,logistic,diff_opp_two_posterior,True,189,63,189,63,0.093767643186214,fitted
W,2016,full,logistic,diff_opp_two_uncertainty,True,189,63,189,63,-0.0463635557338442,fitted
W,2016,full,logistic,diff_opp_three_posterior,True,189,63,189,63,0.0730811329928114,fitted
W,2016,full,logistic,diff_opp_three_uncertainty,True,189,63,189,63,0.05765230918846,fitted
W,2016,full,logistic,diff_opp_free_posterior,True,189,63,189,63,-0.0643791603053288,fitted
W,2016,full,logistic,diff_opp_free_uncertainty,True,189,63,189,63,-0.1202997726093106,fitted
W,2016,full,logistic,diff_tempo,True,189,63,189,63,0.0493589296792222,fitted
W,2016,full,logistic,diff_tempo_sd,True,189,63,189,63,-0.1128372015963107,fitted
W,2016,full,logistic,diff_three_dependence,True,189,63,189,63,0.0533534239666183,fitted
W,2016,full,logistic,diff_possession_gap,True,189,63,189,63,-0.1186737103656236,fitted
W,2016,full,logistic,diff_clean_coverage,True,189,63,189,63,-0.2134054815608327,fitted
W,2016,full,logistic,diff_elo,True,189,63,189,63,-0.0196139826961748,fitted
W,2016,full,logistic,diff_elo_mov,True,189,63,189,63,-0.0673049005095807,fitted
W,2016,full,logistic,diff_elo_change,True,189,63,189,63,-0.2225272172005689,fitted
W,2016,full,logistic,diff_elo_mov_change,True,189,63,189,63,-0.1995997765595504,fitted
W,2016,full,logistic,diff_prior_wins,True,189,63,189,63,0.1003248207074963,fitted
W,2016,full,logistic,diff_prior_appearances,True,189,63,189,63,0.2347077327437841,fitted
W,2016,full,logistic,diff_prior_seed,True,189,63,189,63,-0.4718444070108238,fitted
W,2016,full,logistic,diff_te_team_mean,True,189,63,189,63,0.0771364302364914,fitted
W,2016,full,logistic,diff_te_team_uncertainty,True,189,63,189,63,-0.0694790467112127,fitted
W,2016,full,logistic,diff_te_team_support,True,189,63,189,63,-0.086546567109287,fitted
W,2016,full,logistic,diff_te_seed_mean,True,189,63,189,63,0.018310397206207,fitted
W,2016,full,logistic,diff_te_seed_uncertainty,True,189,63,189,63,0.0247602125770081,fitted
W,2016,full,logistic,diff_te_seed_support,True,189,63,189,63,-0.1448985563082734,fitted
W,2016,full,logistic,pace_strength,True,189,63,189,63,0.2088216937433481,fitted
W,2016,full,logistic,uncertainty_strength,True,189,63,189,63,0.2177329249159004,fitted
W,2016,full,logistic,three_variance_strength,True,189,63,189,63,0.1276457793633808,fitted
W,2016,full,logistic,shooting_style,True,189,63,189,63,-0.0629035631545082,fitted
W,2016,full,logistic,offense_defense,True,189,63,189,63,0.0995403231078183,fitted
W,2016,full,logistic,recent_offense_defense,True,189,63,189,63,-0.0318879831069189,fitted
W,2017,full,logistic,diff_seed,True,252,63,252,63,-0.2244476393134324,fitted
W,2017,full,logistic,diff_strength,True,252,63,252,63,0.2473925751639831,fitted
W,2017,full,logistic,diff_schedule_strength,True,252,63,252,63,0.4698566902691349,fitted
W,2017,full,logistic,diff_win_rate,True,252,63,252,63,-0.2304951954138083,fitted
W,2017,full,logistic,diff_margin,True,252,63,252,63,0.086419910684433,fitted
W,2017,full,logistic,diff_margin_sd,True,252,63,252,63,0.1942810082894189,fitted
W,2017,full,logistic,diff_efg,True,252,63,252,63,-0.0149800021781711,fitted
W,2017,full,logistic,diff_tov,True,252,63,252,63,0.0970322388241454,fitted
W,2017,full,logistic,diff_orb,True,252,63,252,63,-0.0745624446397287,fitted
W,2017,full,logistic,diff_ftr,True,252,63,252,63,0.0425149558978617,fitted
W,2017,full,logistic,diff_three_rate,True,252,63,252,63,0.0463522570615977,fitted
W,2017,full,logistic,diff_opp_efg,True,252,63,252,63,0.0514486009583789,fitted
W,2017,full,logistic,diff_opp_tov,True,252,63,252,63,0.0790612054919149,fitted
W,2017,full,logistic,diff_opp_orb,True,252,63,252,63,0.0584030393811479,fitted
W,2017,full,logistic,diff_opp_ftr,True,252,63,252,63,-0.0947116547761807,fitted
W,2017,full,logistic,diff_opp_three_rate,True,252,63,252,63,0.0298149432311946,fitted
W,2017,full,logistic,diff_detailed_coverage,False,252,63,252,63,,no_training_signal
W,2017,full,logistic,diff_recent_strength,True,252,63,252,63,0.0909648729713309,fitted
W,2017,full,logistic,diff_strength_change,True,252,63,252,63,-0.318112494479355,fitted
W,2017,full,logistic,matchup_efg,True,252,63,252,63,-0.0418125839848398,fitted
W,2017,full,logistic,matchup_tov,True,252,63,252,63,0.0312993736042808,fitted
W,2017,full,logistic,matchup_orb,True,252,63,252,63,0.0166653854164803,fitted
W,2017,full,logistic,matchup_ftr,True,252,63,252,63,0.0377471097978613,fitted
W,2017,full,logistic,matchup_three_rate,True,252,63,252,63,0.1613048565282508,fitted
W,2017,full,logistic,matchup_strength_volatility,True,252,63,252,63,0.156284588047253,fitted
W,2017,full,logistic,diff_adj_offense,True,252,63,252,63,0.1658693917124298,fitted
W,2017,full,logistic,diff_adj_defense,True,252,63,252,63,0.2156160977224229,fitted
W,2017,full,logistic,diff_recent_offense,True,252,63,252,63,0.0278372145943094,fitted
W,2017,full,logistic,diff_recent_defense,True,252,63,252,63,0.0841370580447038,fitted
W,2017,full,logistic,diff_adjusted_efg_offense,True,252,63,252,63,0.1524906204171292,fitted
W,2017,full,logistic,diff_adjusted_efg_defense,True,252,63,252,63,0.0743973853196982,fitted
W,2017,full,logistic,diff_adjusted_tov_offense,True,252,63,252,63,-0.0686694941461712,fitted
W,2017,full,logistic,diff_adjusted_tov_defense,True,252,63,252,63,0.0836714985609514,fitted
W,2017,full,logistic,diff_adjusted_orb_offense,True,252,63,252,63,0.215665058895641,fitted
W,2017,full,logistic,diff_adjusted_orb_defense,True,252,63,252,63,-0.0154894470098417,fitted
W,2017,full,logistic,diff_adjusted_ftr_offense,True,252,63,252,63,-0.3004809064557541,fitted
W,2017,full,logistic,diff_adjusted_ftr_defense,True,252,63,252,63,0.179460798908258,fitted
W,2017,full,logistic,diff_residual_sd,True,252,63,252,63,-0.0250606216279574,fitted
W,2017,full,logistic,diff_residual_downside,True,252,63,252,63,0.0226677841144733,fitted
W,2017,full,logistic,diff_recent_residual,True,252,63,252,63,-0.0417442866339252,fitted
W,2017,full,logistic,diff_road_residual,True,252,63,252,63,0.2878479515884952,fitted
W,2017,full,logistic,diff_schedule_sd,True,252,63,252,63,-0.2973358299935832,fitted
W,2017,full,logistic,diff_strong_opponent_margin,True,252,63,252,63,0.2292554280339242,fitted
W,2017,full,logistic,diff_close_win_posterior,True,252,63,252,63,-0.0247104731767042,fitted
W,2017,full,logistic,diff_rest_days,True,252,63,252,63,0.1466293160275762,fitted
W,2017,full,logistic,diff_two_posterior,True,252,63,252,63,-0.1223450366969011,fitted
W,2017,full,logistic,diff_two_uncertainty,True,252,63,252,63,-0.1562725854595108,fitted
W,2017,full,logistic,diff_three_posterior,True,252,63,252,63,-0.1229361364304205,fitted
W,2017,full,logistic,diff_three_uncertainty,True,252,63,252,63,-0.1492687867449756,fitted
W,2017,full,logistic,diff_free_posterior,True,252,63,252,63,0.3040332820513813,fitted
W,2017,full,logistic,diff_free_uncertainty,True,252,63,252,63,-0.2420794960577618,fitted
W,2017,full,logistic,diff_opp_two_posterior,True,252,63,252,63,0.0476961858076952,fitted
W,2017,full,logistic,diff_opp_two_uncertainty,True,252,63,252,63,-0.0895663865593755,fitted
W,2017,full,logistic,diff_opp_three_posterior,True,252,63,252,63,0.0123641091932156,fitted
W,2017,full,logistic,diff_opp_three_uncertainty,True,252,63,252,63,0.0664235621683045,fitted
W,2017,full,logistic,diff_opp_free_posterior,True,252,63,252,63,0.0649003110209528,fitted
W,2017,full,logistic,diff_opp_free_uncertainty,True,252,63,252,63,-0.1009598649539254,fitted
W,2017,full,logistic,diff_tempo,True,252,63,252,63,0.0525477094619079,fitted
W,2017,full,logistic,diff_tempo_sd,True,252,63,252,63,-0.1715188673521354,fitted
W,2017,full,logistic,diff_three_dependence,True,252,63,252,63,0.1409343856493604,fitted
W,2017,full,logistic,diff_possession_gap,True,252,63,252,63,0.102011670775518,fitted
W,2017,full,logistic,diff_clean_coverage,True,252,63,252,63,-0.1530161818128344,fitted
W,2017,full,logistic,diff_elo,True,252,63,252,63,0.0939588561769146,fitted
W,2017,full,logistic,diff_elo_mov,True,252,63,252,63,0.0573531732247586,fitted
W,2017,full,logistic,diff_elo_change,True,252,63,252,63,-0.1413644277281294,fitted
W,2017,full,logistic,diff_elo_mov_change,True,252,63,252,63,-0.2197422223393258,fitted
W,2017,full,logistic,diff_prior_wins,True,252,63,252,63,0.0040043641692153,fitted
W,2017,full,logistic,diff_prior_appearances,True,252,63,252,63,0.120365935310254,fitted
W,2017,full,logistic,diff_prior_seed,True,252,63,252,63,-0.2914355953721693,fitted
W,2017,full,logistic,diff_te_team_mean,True,252,63,252,63,-0.1628873393577306,fitted
W,2017,full,logistic,diff_te_team_uncertainty,True,252,63,252,63,0.0373597995974019,fitted
W,2017,full,logistic,diff_te_team_support,True,252,63,252,63,-0.1189025386997003,fitted
W,2017,full,logistic,diff_te_seed_mean,True,252,63,252,63,0.0399610464384177,fitted
W,2017,full,logistic,diff_te_seed_uncertainty,True,252,63,252,63,-0.0286077849509976,fitted
W,2017,full,logistic,diff_te_seed_support,True,252,63,252,63,-0.1392912770795117,fitted
W,2017,full,logistic,pace_strength,True,252,63,252,63,0.2733471550150808,fitted
W,2017,full,logistic,uncertainty_strength,True,252,63,252,63,0.2833331526384705,fitted
W,2017,full,logistic,three_variance_strength,True,252,63,252,63,0.118657563149782,fitted
W,2017,full,logistic,shooting_style,True,252,63,252,63,-0.1461932407988065,fitted
W,2017,full,logistic,offense_defense,True,252,63,252,63,-0.0211642455560338,fitted
W,2017,full,logistic,recent_offense_defense,True,252,63,252,63,-0.0770437277022331,fitted
W,2018,full,logistic,diff_seed,True,315,63,315,63,-0.1203708760285631,fitted
W,2018,full,logistic,diff_strength,True,315,63,315,63,0.2687257485408894,fitted
W,2018,full,logistic,diff_schedule_strength,True,315,63,315,63,0.6874982335873634,fitted
W,2018,full,logistic,diff_win_rate,True,315,63,315,63,-0.3489860696343337,fitted
W,2018,full,logistic,diff_margin,True,315,63,315,63,0.0329978259824501,fitted
W,2018,full,logistic,diff_margin_sd,True,315,63,315,63,0.1703809902479424,fitted
W,2018,full,logistic,diff_efg,True,315,63,315,63,-0.0186742886586842,fitted
W,2018,full,logistic,diff_tov,True,315,63,315,63,0.0314409946397171,fitted
W,2018,full,logistic,diff_orb,True,315,63,315,63,-0.0908522384371866,fitted
W,2018,full,logistic,diff_ftr,True,315,63,315,63,0.0719603674452446,fitted
W,2018,full,logistic,diff_three_rate,True,315,63,315,63,0.0015177643455732,fitted
W,2018,full,logistic,diff_opp_efg,True,315,63,315,63,0.0425939633730857,fitted
W,2018,full,logistic,diff_opp_tov,True,315,63,315,63,0.0688255410556518,fitted
W,2018,full,logistic,diff_opp_orb,True,315,63,315,63,0.0228600156163095,fitted
W,2018,full,logistic,diff_opp_ftr,True,315,63,315,63,-0.0281756196434923,fitted
W,2018,full,logistic,diff_opp_three_rate,True,315,63,315,63,-0.0486600376385614,fitted
W,2018,full,logistic,diff_detailed_coverage,False,315,63,315,63,,no_training_signal
W,2018,full,logistic,diff_recent_strength,True,315,63,315,63,0.0684108799155627,fitted
W,2018,full,logistic,diff_strength_change,True,315,63,315,63,-0.3690211396113229,fitted
W,2018,full,logistic,matchup_efg,True,315,63,315,63,-0.0478609145455173,fitted
W,2018,full,logistic,matchup_tov,True,315,63,315,63,0.0215211787034199,fitted
W,2018,full,logistic,matchup_orb,True,315,63,315,63,-0.0136053826844663,fitted
W,2018,full,logistic,matchup_ftr,True,315,63,315,63,0.0436670583386656,fitted
W,2018,full,logistic,matchup_three_rate,True,315,63,315,63,0.1889086587709098,fitted
W,2018,full,logistic,matchup_strength_volatility,True,315,63,315,63,0.2105303744864983,fitted
W,2018,full,logistic,diff_adj_offense,True,315,63,315,63,0.1933350833875481,fitted
W,2018,full,logistic,diff_adj_defense,True,315,63,315,63,0.2490158467585778,fitted
W,2018,full,logistic,diff_recent_offense,True,315,63,315,63,0.017212423317135,fitted
W,2018,full,logistic,diff_recent_defense,True,315,63,315,63,0.0759885134449738,fitted
W,2018,full,logistic,diff_adjusted_efg_offense,True,315,63,315,63,0.2221493144317912,fitted
W,2018,full,logistic,diff_adjusted_efg_defense,True,315,63,315,63,0.1463740707135739,fitted
W,2018,full,logistic,diff_adjusted_tov_offense,True,315,63,315,63,-0.0479975894692923,fitted
W,2018,full,logistic,diff_adjusted_tov_defense,True,315,63,315,63,0.1286083176449855,fitted
W,2018,full,logistic,diff_adjusted_orb_offense,True,315,63,315,63,0.1924376853635966,fitted
W,2018,full,logistic,diff_adjusted_orb_defense,True,315,63,315,63,0.0024751529717433,fitted
W,2018,full,logistic,diff_adjusted_ftr_offense,True,315,63,315,63,-0.2587037760321982,fitted
W,2018,full,logistic,diff_adjusted_ftr_defense,True,315,63,315,63,0.1116290119813992,fitted
W,2018,full,logistic,diff_residual_sd,True,315,63,315,63,-0.1305852998798911,fitted
W,2018,full,logistic,diff_residual_downside,True,315,63,315,63,-0.0969332920693286,fitted
W,2018,full,logistic,diff_recent_residual,True,315,63,315,63,-0.0756424034436042,fitted
W,2018,full,logistic,diff_road_residual,True,315,63,315,63,0.324307117938111,fitted
W,2018,full,logistic,diff_schedule_sd,True,315,63,315,63,-0.3751061164882797,fitted
W,2018,full,logistic,diff_strong_opponent_margin,True,315,63,315,63,0.1251176083309815,fitted
W,2018,full,logistic,diff_close_win_posterior,True,315,63,315,63,0.0413266445274385,fitted
W,2018,full,logistic,diff_rest_days,True,315,63,315,63,0.2217353544558401,fitted
W,2018,full,logistic,diff_two_posterior,True,315,63,315,63,-0.1168095033768802,fitted
W,2018,full,logistic,diff_two_uncertainty,True,315,63,315,63,-0.1805910535642385,fitted
W,2018,full,logistic,diff_three_posterior,True,315,63,315,63,-0.1374549090294335,fitted
W,2018,full,logistic,diff_three_uncertainty,True,315,63,315,63,-0.2186053788090547,fitted
W,2018,full,logistic,diff_free_posterior,True,315,63,315,63,0.2905256442037605,fitted
W,2018,full,logistic,diff_free_uncertainty,True,315,63,315,63,-0.1955570014336274,fitted
W,2018,full,logistic,diff_opp_two_posterior,True,315,63,315,63,-0.0132666945533745,fitted
W,2018,full,logistic,diff_opp_two_uncertainty,True,315,63,315,63,-0.1914934742354599,fitted
W,2018,full,logistic,diff_opp_three_posterior,True,315,63,315,63,0.0381358263695042,fitted
W,2018,full,logistic,diff_opp_three_uncertainty,True,315,63,315,63,-0.0323164840260789,fitted
W,2018,full,logistic,diff_opp_free_posterior,True,315,63,315,63,0.0713232560672242,fitted
W,2018,full,logistic,diff_opp_free_uncertainty,True,315,63,315,63,-0.2090457741656589,fitted
W,2018,full,logistic,diff_tempo,True,315,63,315,63,-0.1109927487776608,fitted
W,2018,full,logistic,diff_tempo_sd,True,315,63,315,63,-0.0580550220144917,fitted
W,2018,full,logistic,diff_three_dependence,True,315,63,315,63,0.091206010352176,fitted
W,2018,full,logistic,diff_possession_gap,True,315,63,315,63,0.05539539969147,fitted
W,2018,full,logistic,diff_clean_coverage,True,315,63,315,63,-0.1695692680028671,fitted
