Gender,Season,games,brier,log_loss,recipe,train_games,train_last_season,feature_count,active_features,source,evidence,anchor_brier,delta_vs_anchor
M,2022,63,0.22230168214031837,0.63674611725075125,reference,503,2021,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0
M,2022,63,0.22417853589904563,0.64239160518670457,score_and_result,503,2021,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.0018768537587272593
M,2022,63,0.2253210403537961,0.6452943969011592,offense_and_defense,503,2021,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.0030193582134777353
M,2022,63,0.22535648088728441,0.6458165433086327,both,503,2021,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.003054798746966042
M,2022,63,0.22539962043084144,0.6435291590278851,duplicate_control,503,2021,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.0030979382905230723
M,2023,63,0.20845297483961983,0.61337610108397123,reference,566,2022,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,0
M,2023,63,0.20784099942670145,0.61356368751913559,score_and_result,566,2022,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,-0.00061197541291838076
M,2023,63,0.20706901712676601,0.61032802471473913,offense_and_defense,566,2022,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,-0.0013839577128538227
M,2023,63,0.20720393903646023,0.61192755582596425,both,566,2022,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,-0.0012490358031596038
M,2023,63,0.20893299491638553,0.61420228229633766,duplicate_control,566,2022,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,0.00048002007676570257
M,2024,63,0.19158722187829039,0.55318587256358165,reference,629,2023,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,0
M,2024,63,0.19001588580221113,0.54754832025847222,score_and_result,629,2023,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.0015713360760792605
M,2024,63,0.19271147417343137,0.55574778332173236,offense_and_defense,629,2023,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,0.0011242522951409872
M,2024,63,0.19145178650394074,0.5505060269383234,both,629,2023,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.00013543537434965169
M,2024,63,0.1916672535567194,0.55304268247907362,duplicate_control,629,2023,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,8.0031678429015596e-05
M,2025,63,0.14740041327748873,0.45158370722012448,reference,692,2024,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,0
M,2025,63,0.14982185607898926,0.45594459890749217,score_and_result,692,2024,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,0.0024214428015005285
M,2025,63,0.14702156044671388,0.45081224262928882,offense_and_defense,692,2024,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,-0.00037885283077485066
M,2025,63,0.14951010106361715,0.45533450812841664,both,692,2024,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,0.0021096877861284113
M,2025,63,0.14750961660851725,0.45097116453256653,duplicate_control,692,2024,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,0.00010920333102851232
