Gender,Season,games,brier,log_loss,recipe,train_games,train_last_season,feature_count,active_features,source,evidence,anchor_brier,delta_vs_anchor
M,2022,63,0.22230168214031837,0.63674611725075125,reference,503,2021,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0
M,2022,63,0.22298693718312201,0.63832944240443057,tail_resolution,503,2021,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.00068525504280364524
M,2022,63,0.2225490944423473,0.63782860809862463,cardinal_mapping,503,2021,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.00024741230202893205
M,2022,63,0.2230378934864185,0.63889046555478557,both,503,2021,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,0.00073621134610013517
M,2022,63,0.22188342476114359,0.63799752708194313,duplicate_control,503,2021,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.22230168214031837,-0.00041825737917478012
M,2023,63,0.20845297483961983,0.61337610108397123,reference,566,2022,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,0
M,2023,63,0.21181993445566366,0.61951064697838687,tail_resolution,566,2022,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,0.0033669596160438298
M,2023,63,0.2123468252735469,0.62322606682666615,cardinal_mapping,566,2022,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,0.0038938504339270652
M,2023,63,0.21392790022682798,0.62537259688044267,both,566,2022,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,0.005474925387208146
M,2023,63,0.20896620144028979,0.61662335065258356,duplicate_control,566,2022,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.20845297483961983,0.00051322660066996373
M,2024,63,0.19158722187829039,0.55318587256358165,reference,629,2023,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,0
M,2024,63,0.18976237702391985,0.54898695653841711,tail_resolution,629,2023,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.0018248448543705387
M,2024,63,0.18917094487572866,0.54806833538253996,cardinal_mapping,629,2023,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.0024162770025617231
M,2024,63,0.18793239159582389,0.54542932755683948,both,629,2023,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.0036548302824664924
M,2024,63,0.18969156921877017,0.54980353236442348,duplicate_control,629,2023,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.19158722187829039,-0.0018956526595202139
M,2025,63,0.14740041327748873,0.45158370722012448,reference,692,2024,17,17,upstream_replay,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,0
M,2025,63,0.14543449147404539,0.44698883259605315,tail_resolution,692,2024,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,-0.001965921803443349
M,2025,63,0.14746654237799112,0.45053367240481534,cardinal_mapping,692,2024,19,19,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,6.6129100502382299e-05
M,2025,63,0.14523592536140351,0.44531303876437361,both,692,2024,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,-0.0021644879160852282
M,2025,63,0.14762213451495229,0.45182059419902776,duplicate_control,692,2024,21,21,new_fit,"Previously used 2022-2025 played main draw; exploratory, not production or leaderboard",0.14740041327748873,0.00022172123746355688
