path,classification,staged,unstaged,head_sha256,index_sha256,worktree_sha256,head_mode,index_mode,worktree_mode,symlink
notebooks/00_data_audit_and_preparation.ipynb,notebook_source_or_metadata_change,False,True,fce71e07ff3d3936f8b07c1341d13259ae5d7ae2ebe3ea82e282136d879748fd,fce71e07ff3d3936f8b07c1341d13259ae5d7ae2ebe3ea82e282136d879748fd,18562c09db9f5e94ee828b35c8aefd1130ef797bf59714f4c4769fb5ce29c4c7,100644,100644,100644,False
notebooks/01_split_protocol_and_pre_tournament_snapshots.ipynb,notebook_source_or_metadata_change,False,True,ce978bce9a60f56ac9eb61349ff122d6443a0d8135fa6dfd5c2b5e0521008798,ce978bce9a60f56ac9eb61349ff122d6443a0d8135fa6dfd5c2b5e0521008798,5b1c1d42b167c83fca5a6fbdcceb0d350df896f7dd0e139822043e0873138a88,100644,100644,100644,False
