Gender,Architecture,Model,ModelDisplay,CommonSeasons,ComplexityRank,Rows,Seasons,MacroSeasonBrier,GameWeightedBrier,SeasonBrierStd,WorstSeasonBrier,LogLoss,ROCAUC,AveragePrecision,AUCPR,Accuracy,BalancedAccuracy,Precision,Recall,F1,MCC,Threshold,TN,FP,FN,TP,PositiveRate,PredictedPositiveRate,CalibrationIntercept,CalibrationSlope,ECE,MCE,Reliability,Resolution,Uncertainty,StandardError,OneSELimit,WithinOneSE,RawBest,Recommended
W,pooled_common,ridge_margin,Ridge margin,"[2016, 2017, 2018, 2019, 2021]",7,315,5,0.15493171875268133,0.1549317187526813,0.019686370387972114,0.1772011703365022,0.4651711301908649,0.8587438522937999,0.8569360304035161,0.8563782987412162,0.7746031746031746,0.774671450455535,0.7621951219512195,0.7961783439490446,0.778816199376947,0.5498085491780563,0.5,119,39,32,125,0.4984126984126984,0.5206349206349207,-0.09780648357171351,0.7993436209526092,0.056307027054516595,0.1311680784212601,0.005536393900990724,0.09871419834361464,0.24999748047367096,0.008804012483548911,0.15339303052283668,False,False,False
W,pooled_common,hist_classifier,Histogram boosting,"[2016, 2017, 2018, 2019, 2021]",4,315,5,0.15535226895790988,0.15535226895790988,0.00823636881602659,0.16271009108093118,0.4747704638764388,0.8556800774006288,0.8434405449187565,0.8427186010566403,0.7587301587301587,0.7588083528178666,0.7454545454545455,0.7834394904458599,0.7639751552795031,0.5182019613451225,0.5,116,42,34,123,0.4984126984126984,0.5238095238095238,-0.12394033021719168,0.7403077004684468,0.05141876251586172,0.18107588624555715,0.0058961314487724304,0.1014087707962516,0.24999748047367096,0.0036834161120789825,0.15339303052283668,False,False,False
W,separate_gender,tensorflow_mlp,TensorFlow MLP,"[2016, 2017, 2018, 2019, 2021]",11,315,5,0.15621814235773493,0.15621814235773496,0.016562499258237082,0.17445369426583882,0.4784977803883373,0.8591469805692171,0.848255209449272,0.8475987235910647,0.7682539682539683,0.7683020237039426,0.7592592592592593,0.7834394904458599,0.7711598746081505,0.5368204985672701,0.5,119,39,34,123,0.4984126984126984,0.5142857142857142,-0.15676620799815702,0.7288355540732923,0.05058700299437439,0.14535501962828068,0.0049561366995726774,0.10090953884540674,0.24999748047367096,0.0074069748437415915,0.15339303052283668,False,False,False
W,separate_gender,xgb_margin,XGBoost margin,"[2016, 2017, 2018, 2019, 2021]",8,315,5,0.15685536678089346,0.15685536678089343,0.025499990132286328,0.18113125207024436,0.47533653522110664,0.8559219543658793,0.84995358368713,0.8493532558412472,0.7904761904761904,0.7905143916794324,0.782608695652174,0.802547770700637,0.7924528301886793,0.5811693718474389,0.5,123,35,31,126,0.4984126984126984,0.5111111111111111,-0.0751628743769949,0.7527341718347544,0.07135596835761822,0.17823489918382485,0.009332848330724064,0.10398173546599046,0.24999748047367096,0.011403942272273216,0.15339303052283668,False,False,False
W,separate_gender,seed_logistic,Seed logistic,"[2016, 2017, 2018, 2019, 2021]",1,315,5,0.15731879610617186,0.1573187961061719,0.029046197054962763,0.20362327593960103,0.4759125085954502,0.849673466096912,0.8384997182580303,0.8384099741652359,0.7777777777777778,0.7778561638313312,0.7636363636363637,0.802547770700637,0.782608695652174,0.5563406570983267,0.5,119,39,31,126,0.4984126984126984,0.5238095238095238,-0.09467890785975831,0.9192117189652026,0.05055328598739897,0.173897521467144,0.00491912306591923,0.09817266550369469,0.24999748047367096,0.012989854220550186,0.15339303052283668,False,False,False
W,separate_gender,elo_seed_logistic,Elo + seed logistic,"[2016, 2017, 2018, 2019, 2021]",2,315,5,0.157324081667474,0.15732408166747403,0.029062485804689796,0.2036587158259229,0.4759437999155262,0.8496533096831411,0.8388417838651601,0.8382432681212347,0.7777777777777778,0.7778561638313312,0.7636363636363637,0.802547770700637,0.782608695652174,0.5563406570983267,0.5,119,39,31,126,0.4984126984126984,0.5238095238095238,-0.09476537749445946,0.9195558659691971,0.053502973805857126,0.1813116523159407,0.005338416645311332,0.0978981461162721,0.24999748047367096,0.012997138770881812,0.15339303052283668,False,False,False
W,separate_gender,lgb_margin,LightGBM margin,"[2016, 2017, 2018, 2019, 2021]",9,315,5,0.15750293924561767,0.15750293924561767,0.024993981423653645,0.18336563916848664,0.47792291431342127,0.8551156978150448,0.8490319550025118,0.84841610907872,0.7714285714285715,0.771466580665968,0.7639751552795031,0.7834394904458599,0.7735849056603774,0.5430645320225704,0.5,120,38,34,123,0.4984126984126984,0.5111111111111111,-0.08578481343789143,0.759696526780906,0.051840399482645,0.1708572791712355,0.005225756625610783,0.098903010427588,0.24999748047367096,0.011177648298331304,0.15339303052283668,False,False,False
W,separate_gender,ridge_margin,Ridge margin,"[2016, 2017, 2018, 2019, 2021]",7,315,5,0.1578583676847703,0.15785836768477027,0.023829753955728165,0.1829421822966096,0.4754345439026273,0.8542691284366686,0.8494808454723068,0.8488866167259266,0.7714285714285715,0.771446424252197,0.7672955974842768,0.7770700636942676,0.7721518987341772,0.5429147353736608,0.5,121,37,35,122,0.4984126984126984,0.5047619047619047,-0.08652831933529674,0.7585359190385701,0.05347168427051096,0.19169630974026475,0.006600487986734829,0.09692848405790033,0.24999748047367096,0.010656989946420538,0.15339303052283668,False,False,False
W,pooled_common,tensorflow_mlp,TensorFlow MLP,"[2016, 2017, 2018, 2019, 2021]",11,315,5,0.16018906087980256,0.16018906087980256,0.012587504307407096,0.17216715558777962,0.4773671329494736,0.8518906716117068,0.8495995455484091,0.8489502021824087,0.7396825396825397,0.7397202289768605,0.7329192546583851,0.7515923566878981,0.7421383647798742,0.4795564656477896,0.5,115,43,39,118,0.4984126984126984,0.5111111111111111,-0.1242775258044833,0.7723971092770909,0.07135414653383786,0.1804162955377251,0.008203274826447577,0.09853818707889368,0.24999748047367096,0.005629303059686735,0.15339303052283668,False,False,False
W,separate_gender,torch_mlp,PyTorch MLP,"[2016, 2017, 2018, 2019, 2021]",10,315,5,0.1615175978382733,0.1615175978382733,0.02357407431912216,0.19102500617571258,0.5297587116213943,0.8503184713375797,0.8266848339207709,0.8255825434691821,0.7682539682539683,0.7683624929452553,0.75,0.802547770700637,0.7753846153846153,0.5379189879818788,0.5,116,42,31,126,0.4984126984126984,0.5333333333333333,-0.10682455857177825,0.5842422187312462,0.07111508014447011,0.2279409819166176,0.010032210766664188,0.09807095717617992,0.24999748047367096,0.010542646536837843,0.15339303052283668,False,False,False
W,pooled_common,torch_mlp,PyTorch MLP,"[2016, 2017, 2018, 2019, 2021]",10,315,5,0.16183435246361882,0.16183435246361882,0.013503782310809545,0.176307545543555,0.4884731646303743,0.8504797226477466,0.8440680925101569,0.8433274339888168,0.7523809523809524,0.752479238893816,0.7365269461077845,0.7834394904458599,0.7592592592592593,0.5058770116631824,0.5,114,44,34,123,0.4984126984126984,0.5301587301587302,-0.15074022988953784,0.6998522488158951,0.07228548674038537,0.17028952043619938,0.007921611865439297,0.09645485374556034,0.24999748047367096,0.006039075040065867,0.15339303052283668,False,False,False
W,pooled_common,constant_probability,Constant 0.50,"[2016, 2017, 2018, 2019, 2021]",0,315,5,0.25,0.25,0.0,0.25,0.6931471805599454,0.5,0.4984126984126984,0.7492063492063492,0.4984126984126984,0.5,0.4984126984126984,1.0,0.6652542372881356,0.0,0.5,0,158,0,157,0.4984126984126984,1.0,-0.006349227678658724,0.0,0.0015873015873015817,0.0015873015873015817,2.5195263290501205e-06,0.0,0.24999748047367096,0.0,0.15339303052283668,False,False,False
W,separate_gender,constant_probability,Constant 0.50,"[2016, 2017, 2018, 2019, 2021]",0,315,5,0.25,0.25,0.0,0.25,0.6931471805599454,0.5,0.4984126984126984,0.7492063492063492,0.4984126984126984,0.5,0.4984126984126984,1.0,0.6652542372881356,0.0,0.5,0,158,0,157,0.4984126984126984,1.0,-0.006349227678658724,0.0,0.0015873015873015817,0.0015873015873015817,2.5195263290501205e-06,0.0,0.24999748047367096,0.0,0.15339303052283668,False,False,False
