Architecture,Universe,Model,Gender,SeedGapBand,Rows,Brier,ConfidentWrongRate,MeanConfidence
separate_gender,rich,tensorflow_mlp,W,13+,40,0.00027006346774832745,0.0,0.9875078304554336
separate_gender,rich,torch_mlp,M,0,24,0.22107670338442267,0.0,0.6505652193721988
separate_gender,rich,torch_mlp,M,1-2,57,0.23282069446163212,0.0,0.6274962730940772
separate_gender,rich,torch_mlp,M,3-5,87,0.2462344296452584,0.06896551724137931,0.6619804038870808
separate_gender,rich,torch_mlp,M,6-8,74,0.1747172886904948,0.08108108108108109,0.761348055390442
separate_gender,rich,torch_mlp,M,9-12,52,0.15969448633829678,0.07692307692307693,0.8309713880614426
separate_gender,rich,torch_mlp,M,13+,40,0.06882641007203708,0.075,0.9410731433999064
separate_gender,rich,torch_mlp,W,0,5,0.3748657990953018,0.2,0.6406745076179504
separate_gender,rich,torch_mlp,W,1-2,64,0.27424275879433946,0.109375,0.6918331512209548
separate_gender,rich,torch_mlp,W,3-5,102,0.1994617210530638,0.10784313725490197,0.7727569955311069
separate_gender,rich,torch_mlp,W,6-8,59,0.16816714684633013,0.15254237288135594,0.8800286230229006
separate_gender,rich,torch_mlp,W,9-12,45,0.02613510519753322,0.022222222222222223,0.9337359566148936
separate_gender,rich,torch_mlp,W,13+,40,0.00022852038767199427,0.0,0.988377648756179
separate_gender,rich,xgb_classifier,M,0,24,0.20141683465319174,0.0,0.5822990400095781
separate_gender,rich,xgb_classifier,M,1-2,57,0.2392280889289883,0.0,0.5951447984889934
separate_gender,rich,xgb_classifier,M,3-5,87,0.2359887549099595,0.034482758620689655,0.6677900244021553
separate_gender,rich,xgb_classifier,M,6-8,74,0.1564891710163132,0.04054054054054054,0.7546530059362585
separate_gender,rich,xgb_classifier,M,9-12,52,0.16053513332622074,0.07692307692307693,0.8384218704170332
separate_gender,rich,xgb_classifier,M,13+,40,0.06891605717431956,0.075,0.927062066225335
separate_gender,rich,xgb_classifier,W,0,5,0.3746432141302947,0.2,0.6525131747126579
separate_gender,rich,xgb_classifier,W,1-2,64,0.25738877619632694,0.078125,0.6842077801120467
separate_gender,rich,xgb_classifier,W,3-5,102,0.1834072755981824,0.06862745098039216,0.7576768614315227
separate_gender,rich,xgb_classifier,W,6-8,59,0.1482586528902139,0.0847457627118644,0.8614949867823871
separate_gender,rich,xgb_classifier,W,9-12,45,0.027928147650630175,0.022222222222222223,0.9177490907617741
separate_gender,rich,xgb_classifier,W,13+,40,0.002708062461827395,0.0,0.9508565906900912
separate_gender,rich,xgb_margin,M,0,24,0.20125315665543353,0.0,0.6050300605024433
separate_gender,rich,xgb_margin,M,1-2,57,0.2228189230097579,0.0,0.623728381303846
separate_gender,rich,xgb_margin,M,3-5,87,0.23089821637713973,0.05747126436781609,0.6754886976578164
separate_gender,rich,xgb_margin,M,6-8,74,0.16328345353944612,0.05405405405405406,0.7708005683716949
separate_gender,rich,xgb_margin,M,9-12,52,0.16950766240520102,0.15384615384615385,0.8428702736824986
separate_gender,rich,xgb_margin,M,13+,40,0.07121916408039293,0.075,0.9603796961443006
separate_gender,rich,xgb_margin,W,0,5,0.3434824436666229,0.2,0.6913424868514847
separate_gender,rich,xgb_margin,W,1-2,64,0.25930805336507556,0.0625,0.6810375798188458
separate_gender,rich,xgb_margin,W,3-5,102,0.19366883513695526,0.08823529411764706,0.7620978949851435
separate_gender,rich,xgb_margin,W,6-8,59,0.1686103539414574,0.1694915254237288,0.8719371244561671
separate_gender,rich,xgb_margin,W,9-12,45,0.02945572287190322,0.022222222222222223,0.908411242644535
separate_gender,rich,xgb_margin,W,13+,40,0.001714332663310257,0.0,0.9793560389850366
