Season,Rows,Brier,LogLoss,ROCAUC,AveragePrecision,AUCPR,Accuracy,BalancedAccuracy,Precision,Recall,F1,MCC,Threshold,TN,FP,FN,TP,PositiveRate,PredictedPositiveRate,Architecture,Universe,Model,EvaluationGender
2018,63,0.15741890385816515,0.468301359874936,0.8610547667342799,0.8786411055537445,0.8764010559382964,0.746031746031746,0.7444219066937119,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.48884381338742394,0.5,21,8,8,26,0.5396825396825397,0.5396825396825397,partial_pooling,rich,partial_pooling_ensemble,W
2019,63,0.13211082002960378,0.4003098490479374,0.8991935483870968,0.9023748409964663,0.9006511998387268,0.7777777777777778,0.7777217741935484,0.78125,0.78125,0.78125,0.5554435483870968,0.5,24,7,7,25,0.5079365079365079,0.5079365079365079,partial_pooling,rich,partial_pooling_ensemble,W
2021,63,0.1633701246887981,0.48906509618716854,0.8513513513513514,0.8940404319299962,0.89231779854521,0.746031746031746,0.7551975051975053,0.8387096774193549,0.7027027027027027,0.7647058823529411,0.5026180952786744,0.5,21,5,11,26,0.5873015873015873,0.49206349206349204,partial_pooling,rich,partial_pooling_ensemble,W
2016,130,0.25,0.6931471805599453,0.5,0.4230769230769231,0.7115384615384616,0.4230769230769231,0.5,0.4230769230769231,1.0,0.5945945945945946,0.0,0.5,0,75,0,55,0.4230769230769231,1.0,pooled_common,rich,constant_probability,ALL
2017,130,0.25,0.6931471805599453,0.5,0.46923076923076923,0.7346153846153847,0.46923076923076923,0.5,0.46923076923076923,1.0,0.6387434554973822,0.0,0.5,0,69,0,61,0.46923076923076923,1.0,pooled_common,rich,constant_probability,ALL
2018,130,0.25,0.6931471805599453,0.5,0.5,0.75,0.5,0.5,0.5,1.0,0.6666666666666666,0.0,0.5,0,65,0,65,0.5,1.0,pooled_common,rich,constant_probability,ALL
2019,130,0.25,0.6931471805599453,0.5,0.46923076923076923,0.7346153846153847,0.46923076923076923,0.5,0.46923076923076923,1.0,0.6387434554973822,0.0,0.5,0,69,0,61,0.46923076923076923,1.0,pooled_common,rich,constant_probability,ALL
2021,129,0.25,0.6931471805599453,0.5,0.5348837209302325,0.7674418604651163,0.5348837209302325,0.5,0.5348837209302325,1.0,0.696969696969697,0.0,0.5,0,60,0,69,0.5348837209302325,1.0,pooled_common,rich,constant_probability,ALL
2016,67,0.25,0.6931471805599454,0.5,0.43283582089552236,0.7164179104477612,0.43283582089552236,0.5,0.43283582089552236,1.0,0.6041666666666666,0.0,0.5,0,38,0,29,0.43283582089552236,1.0,pooled_common,rich,constant_probability,M
2017,67,0.25,0.6931471805599454,0.5,0.4925373134328358,0.7462686567164178,0.4925373134328358,0.5,0.4925373134328358,1.0,0.66,0.0,0.5,0,34,0,33,0.4925373134328358,1.0,pooled_common,rich,constant_probability,M
2018,67,0.25,0.6931471805599454,0.5,0.4626865671641791,0.7313432835820896,0.4626865671641791,0.5,0.4626865671641791,1.0,0.6326530612244898,0.0,0.5,0,36,0,31,0.4626865671641791,1.0,pooled_common,rich,constant_probability,M
