Architecture,Universe,Model,ModelDisplay,EvaluationGender,ComplexityRank,Rows,Seasons,MacroSeasonBrier,GameWeightedBrier,SeasonBrierStd,WorstSeasonBrier,LogLoss,ROCAUC,AveragePrecision,AUCPR,Accuracy,BalancedAccuracy,Precision,Recall,F1,MCC,Threshold,TN,FP,FN,TP,PositiveRate,PredictedPositiveRate,CalibrationIntercept,CalibrationSlope,ECE,MCE,Reliability,Resolution,Uncertainty
pooled_common,rich,seed_logistic,Seed logistic,M,1,334,5,0.20314079022101642,0.20303833711326483,0.024407365212618482,0.23736012821005079,0.5906985366841911,0.7602092352092353,0.7393138208271615,0.7402652740774076,0.6826347305389222,0.6886724386724388,0.6276595744680851,0.7662337662337663,0.6900584795321637,0.37920994552224846,0.5,110,70,36,118,0.46107784431137727,0.562874251497006,-0.24315196846422943,0.7700468692037503,0.0982931483325041,0.16487285188015766,0.011543438238641244,0.055463928608233085,0.24848506579655064
pooled_common,rich,constant_probability,Constant 0.50,M,0,334,5,0.25,0.25,0.0,0.25,0.6931471805599453,0.5,0.46107784431137727,0.7305389221556886,0.46107784431137727,0.5,0.46107784431137727,1.0,0.6311475409836066,0.0,0.5,0,180,0,154,0.46107784431137727,1.0,-0.15600424847658112,0.0,0.03892215568862273,0.03892215568862273,0.0015149342034493866,0.0,0.24848506579655064
separate_gender,rich,constant_probability,Constant 0.50,M,0,334,5,0.25,0.25,0.0,0.25,0.6931471805599453,0.5,0.46107784431137727,0.7305389221556886,0.46107784431137727,0.5,0.46107784431137727,1.0,0.6311475409836066,0.0,0.5,0,180,0,154,0.46107784431137727,1.0,-0.15600424847658112,0.0,0.03892215568862273,0.03892215568862273,0.0015149342034493866,0.0,0.24848506579655064
pooled_common,rich,xgb_classifier,XGBoost classifier,W,5,315,5,0.14868358783438557,0.1486835878343856,0.010530633987516034,0.15914364902279612,0.44959357896779767,0.8699105055228574,0.8686935624625586,0.8682020901130417,0.7682539682539683,0.7683221801177135,0.7560975609756098,0.7898089171974523,0.7725856697819314,0.5370992446362579,0.5,118,40,33,124,0.4984126984126984,0.5206349206349207,-0.14695783675875335,1.0135435724762516,0.06808284912554044,0.1269072787836194,0.005497511932970407,0.1072651456042393,0.24999748047367096
separate_gender,rich,lgb_classifier,LightGBM classifier,W,6,315,5,0.14877543558028994,0.14877543558028997,0.0182110310726864,0.16882759221505772,0.45411931202480565,0.8704748851084415,0.8563875822068496,0.8552286399511352,0.7841269841269841,0.7841852777553817,0.7730061349693251,0.802547770700637,0.7875,0.5687145569275606,0.5,121,37,31,126,0.4984126984126984,0.5174603174603175,-0.1140715553923333,0.9942310194379871,0.06459261123612246,0.16127573698198272,0.006128009530991613,0.1084108319099073,0.24999748047367096
pooled_common,rich,elastic_logistic,Rich elastic-net logistic,W,3,315,5,0.1491788610711195,0.14917886107111952,0.013490298008721964,0.16138420076227988,0.44601675899131793,0.868499556558897,0.8724772287112564,0.8720288554409362,0.780952380952381,0.7810610336208982,0.7619047619047619,0.8152866242038217,0.7876923076923077,0.5633725678548384,0.5,118,40,29,128,0.4984126984126984,0.5333333333333333,-0.18889504096060672,1.029205356866532,0.055546567102779616,0.13115416130711954,0.004592044381506202,0.10020549378652296,0.24999748047367096
separate_gender,rich,elastic_logistic,Rich elastic-net logistic,W,3,315,5,0.1494654395680029,0.1494654395680029,0.017232486181310475,0.16867305889840686,0.44709053175017616,0.8699105055228573,0.8711952537310469,0.8707273568725069,0.7841269841269841,0.7842255905829235,0.7664670658682635,0.8152866242038217,0.7901234567901234,0.5694852100800364,0.5,119,39,29,128,0.4984126984126984,0.5301587301587302,-0.15997412712430412,0.8512452161393949,0.05243538545524529,0.16760937438812107,0.005108277513865649,0.10638508928063459,0.24999748047367096
separate_gender,rich,xgb_classifier,XGBoost classifier,W,5,315,5,0.14973330006827007,0.14973330006827007,0.022358448429448306,0.1718439009037147,0.45392636278027715,0.8701523824881078,0.8625523315189455,0.8619377714772174,0.780952380952381,0.7810207207933565,0.7682926829268293,0.802547770700637,0.7850467289719626,0.5625178537198547,0.5,120,38,31,126,0.4984126984126984,0.5206349206349207,-0.1234591189371334,0.9172554026112386,0.07560428966664606,0.24718901683245942,0.01054769432066947,0.10850682507172521,0.24999748047367096
pooled_common,rich,lgb_classifier,LightGBM classifier,W,6,315,5,0.15031406526309554,0.15031406526309554,0.010337832105571277,0.1592827407387836,0.45425602141780463,0.8641860840119326,0.8558154681954162,0.8551837968865359,0.765079365079365,0.7651374667419173,0.754601226993865,0.7834394904458599,0.76875,0.5305958778512754,0.5,118,40,34,123,0.4984126984126984,0.5174603174603175,-0.12598814924204815,0.9043678399880449,0.04741426590878644,0.12803701712146365,0.003949108290734732,0.10281046050439292,0.24999748047367096
pooled_common,rich,constrained_ensemble,Constrained ensemble,W,20,315,5,0.15085444984439883,0.1508544498443988,0.014502897064964772,0.16359463774910027,0.4534651352227799,0.8655164073208095,0.8615495444569691,0.8610067187928483,0.7714285714285715,0.7715068934935096,0.7575757575757576,0.7961783439490446,0.7763975155279503,0.5436277585139253,0.5,118,40,32,125,0.4984126984126984,0.5238095238095238,-0.12924043804051746,0.8905190573441,0.05348524731445201,0.22452105411129808,0.006882545348771026,0.10556903705329203,0.24999748047367096
partial_pooling,rich,partial_pooling_ensemble,Partial-pooling ensemble,W,21,315,5,0.1520210694507478,0.1520210694507478,0.015318120101180789,0.167372645636366,0.45780665685442384,0.8650729662178505,0.8591697355567568,0.8586096248692336,0.7714285714285715,0.7714867370797388,0.7607361963190185,0.7898089171974523,0.775,0.5433021042100371,0.5,119,39,33,124,0.4984126984126984,0.5174603174603175,-0.13019171731529805,0.8400766192391197,0.06034995142350645,0.17292545388800096,0.006176208812732033,0.10310487934719886,0.24999748047367096
pooled_common,rich,xgb_margin,XGBoost margin,W,8,315,5,0.1526433289906927,0.15264332899069266,0.017637367046893004,0.1696315143021841,0.45796508424085325,0.8636620172538901,0.8593686564132634,0.8588212511595679,0.780952380952381,0.7809804079658147,0.775,0.7898089171974523,0.7823343848580442,0.5620287909514452,0.5,122,36,33,124,0.4984126984126984,0.5079365079365079,-0.07681197410471816,0.7986926521599309,0.04614509240150919,0.16666466306680117,0.004505181267404948,0.10073672778549891,0.24999748047367096
pooled_common,rich,seed_logistic,Seed logistic,W,1,315,5,0.15297833079837614,0.1529783307983761,0.0122774730951331,0.16743009853356736,0.4660883919178299,0.8585624445698621,0.8538047342013328,0.854087815768201,0.7682539682539683,0.7683020237039426,0.7592592592592593,0.7834394904458599,0.7711598746081505,0.5368204985672701,0.5,119,39,34,123,0.4984126984126984,0.5142857142857142,0.031303938084008026,1.3965525926216675,0.05939511366425055,0.11640735436230898,0.004671121648465787,0.10089993823096742,0.24999748047367096
pooled_common,rich,elo_seed_logistic,Elo + seed logistic,W,2,315,5,0.1529815665913056,0.1529815665913056,0.01228004750141977,0.16743891354546042,0.46610418987508623,0.8588849471901959,0.8548154834521962,0.854429861387319,0.7682539682539683,0.7683020237039426,0.7592592592592593,0.7834394904458599,0.7711598746081505,0.5368204985672701,0.5,119,39,34,123,0.4984126984126984,0.5142857142857142,0.031283467758962756,1.3967804523333032,0.06033261677930281,0.11639451142400503,0.004727780638328977,0.1010151456042393,0.24999748047367096
pooled_common,rich,lgb_margin,LightGBM margin,W,9,315,5,0.15317653986736351,0.15317653986736357,0.018865097904432606,0.1716590798628157,0.4624060153197807,0.861646375876804,0.8561071949376753,0.8555292593753904,0.7777777777777778,0.7777956945900186,0.7735849056603774,0.7834394904458599,0.7784810126582279,0.5556137879943411,0.5,122,36,34,123,0.4984126984126984,0.5047619047619047,-0.07871332289531967,0.7920343594833208,0.0506992453187008,0.13336646878971803,0.004031474018400505,0.09766453116491519,0.24999748047367096
separate_gender,rich,constrained_ensemble,Constrained ensemble,W,20,315,5,0.1534872397061729,0.1534872397061729,0.01730992845889342,0.17062883332353113,0.46430874168750846,0.861646375876804,0.8539198363791183,0.8533273222616541,0.7841269841269841,0.7841852777553817,0.7730061349693251,0.802547770700637,0.7875,0.5687145569275606,0.5,121,37,31,126,0.4984126984126984,0.5174603174603175,-0.14166126191758377,0.8043173173790036,0.05499166746933206,0.18072524067882711,0.005587992876253524,0.09973506367899608,0.24999748047367096
separate_gender,rich,hist_classifier,Histogram boosting,W,4,315,5,0.15432084678043928,0.15432084678043928,0.014340750132717092,0.16850059339346649,0.4718533592485159,0.8626138837378053,0.8464764167225396,0.8455190271828545,0.7904761904761904,0.7905547045069741,0.7757575757575758,0.8152866242038217,0.7950310559006211,0.5817664542671295,0.5,121,37,29,128,0.4984126984126984,0.5238095238095238,-0.1049867422321269,0.7334832143136094,0.0774495199254033,0.25009799709804925,0.010275604116744157,0.1056298409447411,0.24999748047367096
pooled_common,rich,ridge_margin,Ridge margin,W,7,315,5,0.15493171875268133,0.1549317187526813,0.019686370387972114,0.1772011703365022,0.4651711301908649,0.8587438522937999,0.8569360304035161,0.8563782987412162,0.7746031746031746,0.774671450455535,0.7621951219512195,0.7961783439490446,0.778816199376947,0.5498085491780563,0.5,119,39,32,125,0.4984126984126984,0.5206349206349207,-0.09780648357171351,0.7993436209526092,0.056307027054516595,0.1311680784212601,0.005536393900990724,0.09871419834361464,0.24999748047367096
pooled_common,rich,hist_classifier,Histogram boosting,W,4,315,5,0.15535226895790988,0.15535226895790988,0.00823636881602659,0.16271009108093118,0.4747704638764388,0.8556800774006288,0.8434405449187565,0.8427186010566403,0.7587301587301587,0.7588083528178666,0.7454545454545455,0.7834394904458599,0.7639751552795031,0.5182019613451225,0.5,116,42,34,123,0.4984126984126984,0.5238095238095238,-0.12394033021719168,0.7403077004684468,0.05141876251586172,0.18107588624555715,0.0058961314487724304,0.1014087707962516,0.24999748047367096
separate_gender,rich,tensorflow_mlp,TensorFlow MLP,W,11,315,5,0.15621814235773493,0.15621814235773496,0.016562499258237082,0.17445369426583882,0.4784977803883373,0.8591469805692171,0.848255209449272,0.8475987235910647,0.7682539682539683,0.7683020237039426,0.7592592592592593,0.7834394904458599,0.7711598746081505,0.5368204985672701,0.5,119,39,34,123,0.4984126984126984,0.5142857142857142,-0.15676620799815702,0.7288355540732923,0.05058700299437439,0.14535501962828068,0.0049561366995726774,0.10090953884540674,0.24999748047367096
separate_gender,rich,xgb_margin,XGBoost margin,W,8,315,5,0.15685536678089346,0.15685536678089343,0.025499990132286328,0.18113125207024436,0.47533653522110664,0.8559219543658793,0.84995358368713,0.8493532558412472,0.7904761904761904,0.7905143916794324,0.782608695652174,0.802547770700637,0.7924528301886793,0.5811693718474389,0.5,123,35,31,126,0.4984126984126984,0.5111111111111111,-0.0751628743769949,0.7527341718347544,0.07135596835761822,0.17823489918382485,0.009332848330724064,0.10398173546599046,0.24999748047367096
separate_gender,rich,seed_logistic,Seed logistic,W,1,315,5,0.15731879610617186,0.1573187961061719,0.029046197054962763,0.20362327593960103,0.4759125085954502,0.849673466096912,0.8384997182580303,0.8384099741652359,0.7777777777777778,0.7778561638313312,0.7636363636363637,0.802547770700637,0.782608695652174,0.5563406570983267,0.5,119,39,31,126,0.4984126984126984,0.5238095238095238,-0.09467890785975831,0.9192117189652026,0.05055328598739897,0.173897521467144,0.00491912306591923,0.09817266550369469,0.24999748047367096
separate_gender,rich,elo_seed_logistic,Elo + seed logistic,W,2,315,5,0.157324081667474,0.15732408166747403,0.029062485804689796,0.2036587158259229,0.4759437999155262,0.8496533096831411,0.8388417838651601,0.8382432681212347,0.7777777777777778,0.7778561638313312,0.7636363636363637,0.802547770700637,0.782608695652174,0.5563406570983267,0.5,119,39,31,126,0.4984126984126984,0.5238095238095238,-0.09476537749445946,0.9195558659691971,0.053502973805857126,0.1813116523159407,0.005338416645311332,0.0978981461162721,0.24999748047367096
separate_gender,rich,lgb_margin,LightGBM margin,W,9,315,5,0.15750293924561767,0.15750293924561767,0.024993981423653645,0.18336563916848664,0.47792291431342127,0.8551156978150448,0.8490319550025118,0.84841610907872,0.7714285714285715,0.771466580665968,0.7639751552795031,0.7834394904458599,0.7735849056603774,0.5430645320225704,0.5,120,38,34,123,0.4984126984126984,0.5111111111111111,-0.08578481343789143,0.759696526780906,0.051840399482645,0.1708572791712355,0.005225756625610783,0.098903010427588,0.24999748047367096
separate_gender,rich,ridge_margin,Ridge margin,W,7,315,5,0.1578583676847703,0.15785836768477027,0.023829753955728165,0.1829421822966096,0.4754345439026273,0.8542691284366686,0.8494808454723068,0.8488866167259266,0.7714285714285715,0.771446424252197,0.7672955974842768,0.7770700636942676,0.7721518987341772,0.5429147353736608,0.5,121,37,35,122,0.4984126984126984,0.5047619047619047,-0.08652831933529674,0.7585359190385701,0.05347168427051096,0.19169630974026475,0.006600487986734829,0.09692848405790033,0.24999748047367096
pooled_common,rich,tensorflow_mlp,TensorFlow MLP,W,11,315,5,0.16018906087980256,0.16018906087980256,0.012587504307407096,0.17216715558777962,0.4773671329494736,0.8518906716117068,0.8495995455484091,0.8489502021824087,0.7396825396825397,0.7397202289768605,0.7329192546583851,0.7515923566878981,0.7421383647798742,0.4795564656477896,0.5,115,43,39,118,0.4984126984126984,0.5111111111111111,-0.1242775258044833,0.7723971092770909,0.07135414653383786,0.1804162955377251,0.008203274826447577,0.09853818707889368,0.24999748047367096
separate_gender,rich,torch_mlp,PyTorch MLP,W,10,315,5,0.1615175978382733,0.1615175978382733,0.02357407431912216,0.19102500617571258,0.5297587116213943,0.8503184713375797,0.8266848339207709,0.8255825434691821,0.7682539682539683,0.7683624929452553,0.75,0.802547770700637,0.7753846153846153,0.5379189879818788,0.5,116,42,31,126,0.4984126984126984,0.5333333333333333,-0.10682455857177825,0.5842422187312462,0.07111508014447011,0.2279409819166176,0.010032210766664188,0.09807095717617992,0.24999748047367096
pooled_common,rich,torch_mlp,PyTorch MLP,W,10,315,5,0.16183435246361882,0.16183435246361882,0.013503782310809545,0.176307545543555,0.4884731646303743,0.8504797226477466,0.8440680925101569,0.8433274339888168,0.7523809523809524,0.752479238893816,0.7365269461077845,0.7834394904458599,0.7592592592592593,0.5058770116631824,0.5,114,44,34,123,0.4984126984126984,0.5301587301587302,-0.15074022988953784,0.6998522488158951,0.07228548674038537,0.17028952043619938,0.007921611865439297,0.09645485374556034,0.24999748047367096
pooled_common,rich,constant_probability,Constant 0.50,W,0,315,5,0.25,0.25,0.0,0.25,0.6931471805599454,0.5,0.4984126984126984,0.7492063492063492,0.4984126984126984,0.5,0.4984126984126984,1.0,0.6652542372881356,0.0,0.5,0,158,0,157,0.4984126984126984,1.0,-0.006349227678658724,0.0,0.0015873015873015817,0.0015873015873015817,2.5195263290501205e-06,0.0,0.24999748047367096
separate_gender,rich,constant_probability,Constant 0.50,W,0,315,5,0.25,0.25,0.0,0.25,0.6931471805599454,0.5,0.4984126984126984,0.7492063492063492,0.4984126984126984,0.5,0.4984126984126984,1.0,0.6652542372881356,0.0,0.5,0,158,0,157,0.4984126984126984,1.0,-0.006349227678658724,0.0,0.0015873015873015817,0.0015873015873015817,2.5195263290501205e-06,0.0,0.24999748047367096
