Gender,Architecture,Universe,Model,Feature,Block,OuterFolds,MeanCoefficient,MedianCoefficient,MeanAbsoluteCoefficient,CoefficientStd,PositiveRate,NegativeRate,SignConsistency
M,separate_gender,rich,ridge_margin,diff__norm__rating__elo_mov_538__pct,within_season_normalization,5,-0.15745700448751448,-0.1713227480649948,0.2154427483677864,0.2280105924718724,0.4,0.6,0.6
M,separate_gender,rich,ridge_margin,diff__adj__net_rtg_a50p0_percentile,opponent_adjusted_efficiency,5,-0.2122155174612999,-0.2543996572494507,0.2122155174612999,0.14614544123594228,0.0,1.0,1.0
M,separate_gender,rich,ridge_margin,diff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,5,0.21210304945707317,0.138456106185913,0.21210304945707317,0.18507050017706322,1.0,0.0,1.0
M,separate_gender,rich,ridge_margin,diff__compact__margin_median,compact_performance,5,-0.11008274033665655,-0.1445872634649276,0.1864451520144939,0.20050915528446392,0.4,0.6,0.6
M,separate_gender,rich,ridge_margin,diff__compact__away_games,compact_performance,5,0.1471932649612427,0.1234422773122787,0.16785527318716048,0.1649493664380693,0.8,0.2,0.8
M,separate_gender,rich,ridge_margin,diff__adj__off_rtg_a50p0,opponent_adjusted_efficiency,5,0.16014769319444894,0.1254480928182602,0.16014769319444894,0.13316735744605876,1.0,0.0,1.0
M,separate_gender,rich,ridge_margin,diff__compact__ewm_h20_win,compact_performance,5,-0.15090800076723093,-0.1304453909397125,0.15090800076723096,0.045145390503981114,0.0,1.0,1.0
M,separate_gender,rich,ridge_margin,diff__compact__margin_slope,compact_performance,5,0.14492730945348736,0.0801240056753158,0.14492730945348736,0.10225746393198348,1.0,0.0,1.0
M,separate_gender,rich,ridge_margin,diff__rating__elo_standard_preseason,dynamic_ratings,5,0.13904767092317344,0.0677247792482376,0.14481262508779763,0.1748921954721092,0.6,0.4,0.6
M,separate_gender,rich,ridge_margin,diff__massey__system_sel,massey_consensus,5,-0.14475893359631295,-0.1803264021873474,0.14475893359631295,0.12226478412318346,0.0,1.0,1.0
M,separate_gender,rich,ridge_margin,diff__adj__def_rtg_a50p0,opponent_adjusted_efficiency,5,-0.14360389858484263,-0.0714111998677253,0.14360389858484265,0.13444243651195567,0.0,1.0,1.0
M,separate_gender,rich,ridge_margin,diff__compact__margin_q10,compact_performance,5,-0.14296284243464466,-0.1328377276659011,0.14296284243464466,0.078086990417446,0.0,1.0,1.0
M,separate_gender,rich,ridge_margin,diff__norm__schedule__rpi__pct,within_season_normalization,5,-0.11121042231097818,-0.1038545221090316,0.14124612351879473,0.1749802561534256,0.4,0.6,0.6
M,separate_gender,rich,ridge_margin,diff__compact__blowout_loss10_rate,compact_performance,5,0.0001595858484506607,0.0168415997177362,0.13166537322103972,0.17559754501032468,0.6,0.4,0.6
M,separate_gender,rich,ridge_margin,diff__compact__pythag_exp11p5,compact_performance,1,-0.1202425956726074,-0.1202425956726074,0.1202425956726074,,0.0,1.0,1.0
M,separate_gender,rich,ridge_margin,diff__massey__strength_max,massey_consensus,5,0.09239363968372344,0.0604378283023834,0.11378146708011623,0.11670729830867814,0.8,0.2,0.8
M,separate_gender,rich,ridge_margin,matchup__team1_is_seed_favorite,matchup_context,5,-0.03223630012944338,-0.005281823221594,0.10678191902115934,0.173019753521612,0.4,0.6,0.6
M,separate_gender,rich,ridge_margin,diff__compact__margin_q75,compact_performance,5,0.09090345054864879,0.0728007405996322,0.10379164367914195,0.10919346358089496,0.8,0.2,0.8
M,separate_gender,rich,ridge_margin,diff__compact__home_games,compact_performance,2,-0.09440518915653226,-0.09440518915653226,0.09440518915653226,0.004385506028104052,0.0,1.0,1.0
M,separate_gender,rich,ridge_margin,diff__norm__schedule__opponent_strength_mean__pct,within_season_normalization,5,0.03873136192560192,0.016137309372425,0.09330177456140512,0.13058583218798514,0.8,0.2,0.8
M,separate_gender,rich,ridge_margin,diff__schedule__quality_wins,schedule_and_accomplishment,5,0.0005771156400442192,-0.0308764856308698,0.09276150204241274,0.11778584621535769,0.4,0.6,0.6
M,separate_gender,rich,ridge_margin,diff__compact__margin_trim02,compact_performance,5,0.07100272923707959,0.0557207874953746,0.08855782300233836,0.07981800842302625,0.8,0.2,0.8
M,separate_gender,rich,ridge_margin,diff__norm__schedule__rpi__z,within_season_normalization,5,0.08041837103664869,0.0436011627316474,0.08041837103664869,0.05791632365533015,1.0,0.0,1.0
M,separate_gender,rich,ridge_margin,matchup__seed_diff,matchup_context,5,-0.026436986029148103,-0.0285637285560369,0.07980482056736941,0.11065338417889506,0.4,0.6,0.6
M,separate_gender,rich,ridge_margin,diff__norm__rating__bt_c1p0__z,within_season_normalization,5,0.07439911179244516,0.0314446538686752,0.07439911179244516,0.07397493287624517,1.0,0.0,1.0
M,separate_gender,rich,ridge_margin,matchup__team1_seed,matchup_context,5,-0.0212611438706517,-0.0241548065096139,0.06396027412265533,0.08824654103806924,0.4,0.6,0.6
M,separate_gender,rich,ridge_margin,matchup__team2_seed,matchup_context,5,0.020955206453800203,0.0211492460221052,0.06322073861956592,0.08819555715586849,0.6,0.4,0.6
M,separate_gender,rich,ridge_margin,matchup__equal_seed,matchup_context,5,-0.006898655043914899,-0.0010114659089595,0.021821224736049742,0.035559131550882216,0.4,0.6,0.6
M,separate_gender,rich,ridge_margin,matchup__seed_gap_abs,matchup_context,5,0.0002666928259714158,4.321665983297862e-05,0.0008689754096848957,0.0014110182792261177,0.6,0.4,0.6
M,separate_gender,rich,ridge_margin,absdiff__schedule__quality_wins,schedule_and_accomplishment,1,-0.0004093624593224,-0.0004093624593224,0.0004093624593224,,0.0,1.0,1.0
M,separate_gender,rich,ridge_margin,absdiff__schedule__top_quartile_games,schedule_and_accomplishment,5,7.05068012394011e-05,1.2091014468751382e-05,0.00023814367723388108,0.00038820462043974045,0.6,0.4,0.6
M,separate_gender,rich,ridge_margin,absdiff__adj__net_rtg_a10p0_percentile,opponent_adjusted_efficiency,5,-3.0585690274172077e-05,-7.498476861655945e-06,0.0001730830791529865,0.0002728785542682057,0.4,0.6,0.6
M,separate_gender,rich,ridge_margin,absdiff__adj__net_rtg_a10p0_z,opponent_adjusted_efficiency,2,-0.00012742440230792596,-0.00012742440230792596,0.00016200777827177405,0.00022911359724187607,0.5,0.5,0.5
M,separate_gender,rich,ridge_margin,absdiff__rating__elo_mov_log_percentile,dynamic_ratings,4,-7.66947750889581e-05,1.5137522495933808e-05,0.00016026831235646912,0.0002593831979874054,0.5,0.5,0.5
M,separate_gender,rich,ridge_margin,absdiff__schedule__opponent_strength_pct_mean,schedule_and_accomplishment,5,-4.8312231956519e-05,-1.0510128049645571e-05,0.00015455815155289578,0.00025382365964668013,0.4,0.6,0.6
M,separate_gender,rich,ridge_margin,absdiff__rating__elo_season_reset_mov,dynamic_ratings,3,-3.1697830612280255e-06,4.492844891501591e-05,0.00012980824734157198,0.00017721315958757553,0.6666666666666666,0.3333333333333333,0.6666666666666666
M,separate_gender,rich,ridge_margin,absdiff__adj__net_rtg_a50p0_percentile,opponent_adjusted_efficiency,4,6.127195729275451e-05,-3.72942213289207e-06,9.958596046997451e-05,0.00016779113171517035,0.5,0.5,0.5
M,separate_gender,rich,ridge_margin,context__season_centered_2000,matchup_context,5,-1.405239390805492e-05,-5.552323727897601e-06,8.950684214139638e-05,0.00013796062584414735,0.4,0.6,0.6
M,separate_gender,rich,ridge_margin,absdiff__schedule__opponent_strength_mean,schedule_and_accomplishment,3,4.289958390773686e-05,3.5845372622134164e-05,5.364753512061924e-05,6.284624756045968e-05,0.6666666666666666,0.3333333333333333,0.6666666666666666
M,separate_gender,rich,ridge_margin,absdiff__rating__elo_season_reset_mov_percentile,dynamic_ratings,5,-1.29208954149323e-05,3.3670187349343905e-06,5.0543023507994495e-05,7.296907767400109e-05,0.6,0.4,0.6
M,separate_gender,rich,ridge_margin,absdiff__adj__net_rtg_a10p0,opponent_adjusted_efficiency,3,1.8210751780619223e-05,-4.5386605052044615e-06,3.24703772397091e-05,5.0442797274318765e-05,0.3333333333333333,0.6666666666666666,0.6666666666666666
M,separate_gender,rich,ridge_margin,absdiff__rating__elo_standard_percentile,dynamic_ratings,5,2.870673187852802e-05,5.998784217808861e-06,3.0907115156778245e-05,5.860741199096537e-05,0.8,0.2,0.8
M,separate_gender,rich,ridge_margin,absdiff__adj__def_rtg_a50p0,opponent_adjusted_efficiency,5,-2.715720506215426e-05,-1.9573740246414677e-06,2.800520256299556e-05,5.5220222149706755e-05,0.4,0.6,0.6
M,separate_gender,rich,ridge_margin,absdiff__adj__def_rtg_a10p0,opponent_adjusted_efficiency,5,9.060891352419276e-06,-4.45901787315961e-06,2.665101765160216e-05,3.5587897442802814e-05,0.4,0.6,0.6
M,separate_gender,rich,ridge_margin,absdiff__rating__elo_mov_538,dynamic_ratings,1,-2.228409175586421e-05,-2.228409175586421e-05,2.228409175586421e-05,,0.0,1.0,1.0
M,separate_gender,rich,ridge_margin,absdiff__adj__off_rtg_a10p0,opponent_adjusted_efficiency,4,-1.1291806323754372e-05,-5.108149281340957e-07,1.4566471328691932e-05,2.6479152388367426e-05,0.25,0.75,0.75
M,separate_gender,rich,ridge_margin,absdiff__adj__off_rtg_a50p0,opponent_adjusted_efficiency,5,3.0056341870476898e-06,8.421258712587587e-07,8.176096287115797e-06,1.205060276522259e-05,0.8,0.2,0.8
M,separate_gender,rich,ridge_margin,absdiff__rating__elo_mov_538_percentile,dynamic_ratings,1,-5.616933322016848e-06,-5.616933322016848e-06,5.616933322016848e-06,,0.0,1.0,1.0
M,separate_gender,rich,ridge_margin,absdiff__rating__elo_season_reset_mov_z,dynamic_ratings,1,-4.140879354963545e-06,-4.140879354963545e-06,4.140879354963545e-06,,0.0,1.0,1.0
M,separate_gender,rich,ridge_margin,absdiff__adj__net_rtg_a50p0_z,opponent_adjusted_efficiency,1,1.838651087382459e-06,1.838651087382459e-06,1.838651087382459e-06,,1.0,0.0,1.0
M,separate_gender,rich,ridge_margin,absdiff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,1,-1.2167221257186611e-06,-1.2167221257186611e-06,1.2167221257186611e-06,,0.0,1.0,1.0
M,separate_gender,rich,seed_logistic,matchup__seed_diff,matchup_context,5,-1.3283496618270874,-1.3309136629104614,1.3283496618270874,0.02448369898015964,0.0,1.0,1.0
M,separate_gender,rich,seed_logistic,matchup__team1_is_seed_favorite,matchup_context,5,-0.09284654706716533,-0.0909517481923103,0.09284654706716532,0.02204545837926741,0.0,1.0,1.0
M,separate_gender,rich,seed_logistic,seedprior__effective_games_pc8p0,prequential_seed_priors,5,0.014304089918732579,0.0137505335733294,0.014304089918732579,0.0034992361632260587,1.0,0.0,1.0
M,separate_gender,rich,seed_logistic,matchup__seed_gap_abs,matchup_context,5,0.00973187424242494,0.0086300866678357,0.00973187424242494,0.0025334927767373676,1.0,0.0,1.0
M,separate_gender,rich,seed_logistic,seedprior__favorite_prob_pc8p0,prequential_seed_priors,5,-0.00463617132045324,-0.004145473241806,0.00463617132045324,0.0011769815952595527,0.0,1.0,1.0
M,separate_gender,rich,seed_logistic,seedprior__team1_prob_pc8p0,prequential_seed_priors,5,-0.0001790931186405722,-0.0001680202403804,0.0001790931186405722,0.0001266477502035701,0.0,1.0,1.0
Pooled,pooled_common,rich,elastic_logistic,diff__norm__rating__elo_mov_538__z,within_season_normalization,5,0.39511038064956666,0.4091064929962158,0.39511038064956666,0.14237899834641168,1.0,0.0,1.0
Pooled,pooled_common,rich,elastic_logistic,diff__adj__off_rtg_a10p0,opponent_adjusted_efficiency,5,0.3881848454475402,0.285588264465332,0.3881848454475403,0.2263327105372074,1.0,0.0,1.0
Pooled,pooled_common,rich,elastic_logistic,diff__adj__def_rtg_a10p0,opponent_adjusted_efficiency,5,-0.3522757738828659,-0.2827540040016174,0.3522757738828659,0.20034578603607928,0.0,1.0,1.0
Pooled,pooled_common,rich,elastic_logistic,diff__norm__schedule__opponent_strength_mean__pct,within_season_normalization,5,0.261553680896759,0.2801409661769867,0.261553680896759,0.126728162209044,1.0,0.0,1.0
Pooled,pooled_common,rich,elastic_logistic,diff__rating__margin_ridge_a5p0_z,global_strength_ratings,2,0.24867302924394602,0.24867302924394602,0.24867302924394602,0.14310287008626688,1.0,0.0,1.0
Pooled,pooled_common,rich,elastic_logistic,diff__compact__half_delta_marginmean,compact_performance,5,-0.19501056373119352,-0.1924411356449127,0.19501056373119355,0.08234792635158397,0.0,1.0,1.0
Pooled,pooled_common,rich,elastic_logistic,diff__compact__half_winpct_first,compact_performance,5,-0.18936798572540278,-0.1960851699113845,0.18936798572540278,0.13660406628910646,0.0,0.8,0.8
Pooled,pooled_common,rich,elastic_logistic,diff__compact__margin_q75,compact_performance,5,0.17864640653133393,0.1706027090549469,0.17864640653133393,0.02655209087941995,1.0,0.0,1.0
Pooled,pooled_common,rich,elastic_logistic,diff__norm__schedule__rpi__pct,within_season_normalization,5,0.12571132630109783,0.0854885205626487,0.12571132630109783,0.10750997998368214,1.0,0.0,1.0
Pooled,pooled_common,rich,elastic_logistic,diff__norm__rating__bt_c1p0__z,within_season_normalization,5,0.11492253392934795,0.1071226745843887,0.11492253392934795,0.07795025641669075,1.0,0.0,1.0
Pooled,pooled_common,rich,elastic_logistic,diff__compact__ewm_h10_margin,compact_performance,5,-0.1087907016277313,0.0,0.1087907016277313,0.1510828323944705,0.0,0.4,0.4
Pooled,pooled_common,rich,elastic_logistic,diff__norm__schedule__quality_win_points_sum__pct,within_season_normalization,5,0.10439647510647769,0.0618790872395038,0.10439647510647769,0.07305306106042578,1.0,0.0,1.0
Pooled,pooled_common,rich,elastic_logistic,diff__adj__net_rtg_a10p0_z,opponent_adjusted_efficiency,2,0.08289530128240585,0.08289530128240585,0.08289530128240585,0.11723165933058217,0.5,0.0,0.5
Pooled,pooled_common,rich,elastic_logistic,diff__compact__pythag_exp13p91,compact_performance,5,-0.0796565994620323,-0.0294017121195793,0.0796565994620323,0.10069562040483163,0.0,0.6,0.6
Pooled,pooled_common,rich,elastic_logistic,diff__compact__margin_q90,compact_performance,5,0.06676991730928417,0.0635183230042457,0.06676991730928417,0.02988700330263458,1.0,0.0,1.0
Pooled,pooled_common,rich,elastic_logistic,diff__norm__schedule__quality_win_points_sum__z,within_season_normalization,5,0.06343099344521756,0.0572513043880462,0.06343099344521756,0.03604262041227487,1.0,0.0,1.0
Pooled,pooled_common,rich,elastic_logistic,diff__norm__rating__colley__z,within_season_normalization,5,0.059932193532586074,0.0165177676826715,0.059932193532586074,0.09987181151300076,0.6,0.0,0.6
Pooled,pooled_common,rich,elastic_logistic,diff__compact__win_pct,compact_performance,5,-0.045085899531841264,0.0,0.045085899531841264,0.07354358686046523,0.0,0.4,0.4
Pooled,pooled_common,rich,elastic_logistic,diff__norm__rating__margin_ridge_a25p0__z,within_season_normalization,3,0.041397196551163966,0.0,0.041397196551163966,0.0717020477175311,0.3333333333333333,0.0,0.3333333333333333
Pooled,pooled_common,rich,elastic_logistic,matchup__seed_diff,matchup_context,5,-0.03900146335363386,0.0,0.03900146335363386,0.05510961240376457,0.0,0.4,0.4
Pooled,pooled_common,rich,elastic_logistic,diff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,5,0.03622719049453734,0.0,0.03622719049453734,0.049689510206249766,0.4,0.0,0.4
Pooled,pooled_common,rich,elastic_logistic,diff__compact__blowout_win20_rate,compact_performance,5,0.0314126320183277,0.0319950059056282,0.0314126320183277,0.03524120022644151,0.6,0.0,0.6
Pooled,pooled_common,rich,elastic_logistic,diff__norm__schedule__rpi__z,within_season_normalization,5,0.026246798783540703,0.0,0.0262467987835407,0.03608767495896487,0.4,0.0,0.4
Pooled,pooled_common,rich,elastic_logistic,diff__adj__off_rtg_a50p0,opponent_adjusted_efficiency,3,0.024961979438861203,0.0315970778465271,0.024961979438861203,0.022394190281377957,0.6666666666666666,0.0,0.6666666666666666
Pooled,pooled_common,rich,elastic_logistic,diff__compact__half_marginmean_first,compact_performance,5,0.02275158762931822,0.0,0.02275158762931822,0.03481458938380133,0.4,0.0,0.4
Pooled,pooled_common,rich,elastic_logistic,diff__compact__wins,compact_performance,5,0.02100476790219544,0.0,0.02100476790219544,0.04646208881253779,0.4,0.0,0.4
Pooled,pooled_common,rich,elastic_logistic,diff__compact__away_margin_mean,compact_performance,5,0.01371667273342606,0.0,0.01371667273342606,0.02046318828347264,0.4,0.0,0.4
Pooled,pooled_common,rich,elastic_logistic,matchup__team1_is_seed_favorite,matchup_context,5,-0.01085152691230178,0.0,0.01254912251606582,0.026700530057956952,0.2,0.2,0.2
Pooled,pooled_common,rich,elastic_logistic,diff__compact__ewm_h20_margin,compact_performance,5,-0.012513143382966479,-0.0055158585309982,0.012513143382966479,0.021140984529039935,0.0,0.6,0.6
Pooled,pooled_common,rich,elastic_logistic,diff__compact__away_games,compact_performance,5,0.00833972683176396,0.007119211833924,0.00833972683176396,0.008686725511669978,0.6,0.0,0.6
Pooled,pooled_common,rich,elastic_logistic,matchup__team2_seed,matchup_context,5,0.00601910464465618,0.0,0.00601910464465618,0.013459127149135936,0.2,0.0,0.2
Pooled,pooled_common,rich,elastic_logistic,matchup__team1_seed,matchup_context,5,-0.00596799328923224,0.0,0.00596799328923224,0.013344838683985852,0.0,0.2,0.2
Pooled,pooled_common,rich,elastic_logistic,diff__norm__rating__pagerank_margin__z,within_season_normalization,5,0.00590133070945738,0.0,0.00590133070945738,0.013195776624053763,0.2,0.0,0.2
Pooled,pooled_common,rich,elastic_logistic,diff__compact__margin_slope,compact_performance,5,-0.003967665508389459,0.0,0.003967665508389459,0.008871969788740094,0.0,0.2,0.2
Pooled,pooled_common,rich,elastic_logistic,diff__compact__margin_q10,compact_performance,5,-0.00209205169230698,0.0,0.00209205169230698,0.004677969796441882,0.0,0.2,0.2
Pooled,pooled_common,rich,elastic_logistic,diff__compact__half_pointsformean_first,compact_performance,5,0.00136946286074816,0.0,0.00136946286074816,0.002268204589248792,0.4,0.0,0.4
Pooled,pooled_common,rich,elastic_logistic,matchup__equal_seed,matchup_context,5,-0.0005662019364535799,0.0,0.0005662019364535799,0.0012660660189022209,0.0,0.2,0.2
Pooled,pooled_common,rich,elastic_logistic,absdiff__adj__def_rtg_a10p0,opponent_adjusted_efficiency,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,absdiff__adj__def_rtg_a50p0,opponent_adjusted_efficiency,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,absdiff__adj__net_rtg_a10p0,opponent_adjusted_efficiency,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,absdiff__adj__net_rtg_a10p0_percentile,opponent_adjusted_efficiency,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,absdiff__adj__net_rtg_a10p0_z,opponent_adjusted_efficiency,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,absdiff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,absdiff__adj__net_rtg_a50p0_percentile,opponent_adjusted_efficiency,1,0.0,0.0,0.0,,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,absdiff__adj__net_rtg_a50p0_z,opponent_adjusted_efficiency,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,absdiff__adj__off_rtg_a10p0,opponent_adjusted_efficiency,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,absdiff__adj__off_rtg_a50p0,opponent_adjusted_efficiency,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,context__season_centered_2000,matchup_context,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,context__women,matchup_context,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,diff__adj__def_rtg_a50p0,opponent_adjusted_efficiency,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,diff__adj__net_rtg_a10p0_percentile,opponent_adjusted_efficiency,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,diff__adj__net_rtg_a50p0_percentile,opponent_adjusted_efficiency,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,diff__compact__blowout_win10_rate,compact_performance,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,diff__compact__downside_tail_mean,compact_performance,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,diff__compact__ewm_h20_win,compact_performance,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,diff__compact__home_margin_mean,compact_performance,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,diff__compact__margin_median,compact_performance,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,diff__compact__margin_q25,compact_performance,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,diff__compact__margin_trim02,compact_performance,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,diff__compact__pythag_exp8p0,compact_performance,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,diff__norm__adj__net_rtg_a10p0__pct,within_season_normalization,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,diff__norm__rating__colley__pct,within_season_normalization,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,diff__norm__rating__elo_mov_538__pct,within_season_normalization,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,diff__norm__rating__pagerank_margin__pct,within_season_normalization,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elastic_logistic,matchup__seed_gap_abs,matchup_context,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pooled,pooled_common,rich,elo_seed_logistic,matchup__seed_diff,matchup_context,5,-1.4691365242004395,-1.4622132778167725,1.4691365242004395,0.028537472861117897,0.0,1.0,1.0
Pooled,pooled_common,rich,elo_seed_logistic,matchup__team1_is_seed_favorite,matchup_context,5,-0.04085274171084164,-0.04258868470788,0.04085274171084165,0.024644228853950356,0.0,1.0,1.0
Pooled,pooled_common,rich,elo_seed_logistic,seedprior__effective_games_pc8p0,prequential_seed_priors,5,0.0065542003838344794,0.0071459379978477,0.0065542003838344794,0.0038910278710033814,1.0,0.0,1.0
Pooled,pooled_common,rich,elo_seed_logistic,seedprior__favorite_prob_pc8p0,prequential_seed_priors,5,0.00592730483040208,0.005823862273246,0.00592730483040208,0.0010142222571967812,1.0,0.0,1.0
Pooled,pooled_common,rich,elo_seed_logistic,context__women,matchup_context,5,0.0026983926363754597,0.0028551693540066,0.00269839263637546,0.0019315447049244397,1.0,0.0,1.0
Pooled,pooled_common,rich,elo_seed_logistic,absdiff__norm__rating__elo_mov_538__z,within_season_normalization,5,-0.00220734099857502,-0.0022502406500279,0.00220734099857502,0.0004093850115595173,0.0,1.0,1.0
Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_538_z,dynamic_ratings,5,-0.00220734099857502,-0.0022502406500279,0.00220734099857502,0.0004093850115595173,0.0,1.0,1.0
Pooled,pooled_common,rich,elo_seed_logistic,matchup__seed_gap_abs,matchup_context,5,-0.00193696567148432,-0.0015761175891384,0.00202523022599048,0.0016627089679239842,0.2,0.8,0.8
Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_log_percentile,dynamic_ratings,5,0.0016147279646247,0.0016156778438016,0.0016147279646247,0.00014809126274863084,1.0,0.0,1.0
Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_538,dynamic_ratings,5,-0.0009344979422166401,-0.000808103592135,0.0009344979422166401,0.0003635604998166536,0.0,1.0,1.0
Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_log_z,dynamic_ratings,5,-0.00076070805662308,-0.0008742708014324,0.0008924444380681601,0.0006775614468918537,0.2,0.8,0.8
Pooled,pooled_common,rich,elo_seed_logistic,absdiff__norm__rating__elo_mov_538__pct,within_season_normalization,5,0.00071668241871516,0.0008243342745117,0.00071668241871516,0.00025959930237462686,1.0,0.0,1.0
Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_538_percentile,dynamic_ratings,5,0.00071668241871516,0.0008243342745117,0.00071668241871516,0.00025959930237462686,1.0,0.0,1.0
Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_log_preseason,dynamic_ratings,5,0.0006463992525823,0.0005501644336618,0.0006463992525823001,0.00019656585392262488,1.0,0.0,1.0
Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_log,dynamic_ratings,5,0.00033176914876094073,0.0004238517431076,0.0004563985872664193,0.00048200053268502663,0.6,0.4,0.6
Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_log_delta,dynamic_ratings,5,-0.00011172301601617973,-7.46465302654542e-05,0.000260357421939242,0.00031682683339060157,0.4,0.6,0.6
Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_538_delta,dynamic_ratings,5,-8.695569922563132e-05,-0.00017324736109,0.00023804179727443132,0.00028069369249996475,0.2,0.8,0.8
Pooled,pooled_common,rich,elo_seed_logistic,absdiff__rating__elo_mov_538_preseason,dynamic_ratings,5,3.3893511863439325e-05,-6.679262151010334e-05,0.00022873622947368067,0.0002790481505351667,0.4,0.6,0.6
Pooled,pooled_common,rich,elo_seed_logistic,seedprior__team1_prob_pc8p0,prequential_seed_priors,5,2.5355596881118557e-05,4.865586015512236e-05,8.402706516788158e-05,0.00010216395239177111,0.6,0.4,0.6
Pooled,pooled_common,rich,ridge_margin,diff__rating__margin_ridge_a5p0,global_strength_ratings,5,2.719720411300659,2.8323562145233154,2.719720411300659,0.5362143704392129,1.0,0.0,1.0
Pooled,pooled_common,rich,ridge_margin,diff__schedule__opponent_strength_mean,schedule_and_accomplishment,5,1.8637030363082885,1.848356366157532,1.8637030363082885,0.33395527147314014,1.0,0.0,1.0
Pooled,pooled_common,rich,ridge_margin,diff__schedule__bad_loss_penalty_sum,schedule_and_accomplishment,5,1.810507583618164,1.801803946495056,1.810507583618164,0.19341341348768146,1.0,0.0,1.0
Pooled,pooled_common,rich,ridge_margin,diff__schedule__oowp,schedule_and_accomplishment,5,1.7772244453430175,1.7914612293243408,1.7772244453430175,0.1643690071873176,1.0,0.0,1.0
Pooled,pooled_common,rich,ridge_margin,diff__adj__def_rtg_a10p0,opponent_adjusted_efficiency,5,-1.4182670116424558,-1.439468264579773,1.4182670116424558,0.1260568128839885,0.0,1.0,1.0
Pooled,pooled_common,rich,ridge_margin,diff__adj__off_rtg_a10p0,opponent_adjusted_efficiency,5,1.4124742507934571,1.3469098806381226,1.4124742507934571,0.16926018467722287,1.0,0.0,1.0
Pooled,pooled_common,rich,ridge_margin,diff__compact__half_marginmean_first,compact_performance,5,1.384020209312439,1.368930101394653,1.384020209312439,0.1692880239196992,1.0,0.0,1.0
