Gender,Architecture,Model,ModelDisplay,ValidationSeason,Feature,Block,AttributionMethod,AttributionImportance
W,separate_gender,torch_mlp,PyTorch MLP,2021,diff__compact__blowout_win20_rate,compact_performance,pytorch_gradient_times_input,0.008504407480359077
W,separate_gender,torch_mlp,PyTorch MLP,2021,diff__compact__margin_q25,compact_performance,pytorch_gradient_times_input,0.008386120200157166
W,separate_gender,torch_mlp,PyTorch MLP,2021,diff__compact__pythag_exp8p0,compact_performance,pytorch_gradient_times_input,0.008266379125416279
W,separate_gender,torch_mlp,PyTorch MLP,2021,diff__compact__pythag_exp13p91,compact_performance,pytorch_gradient_times_input,0.008176371455192566
W,separate_gender,torch_mlp,PyTorch MLP,2021,diff__compact__half_marginmean_first,compact_performance,pytorch_gradient_times_input,0.0074868155643343925
W,separate_gender,torch_mlp,PyTorch MLP,2021,matchup__seed_diff,matchup_context,pytorch_gradient_times_input,0.007182782515883446
W,separate_gender,torch_mlp,PyTorch MLP,2021,diff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,pytorch_gradient_times_input,0.007043203338980675
W,separate_gender,torch_mlp,PyTorch MLP,2021,diff__adj__def_rtg_a50p0,opponent_adjusted_efficiency,pytorch_gradient_times_input,0.007039482239633799
W,separate_gender,torch_mlp,PyTorch MLP,2021,diff__norm__rating__colley__z,within_season_normalization,pytorch_gradient_times_input,0.0067264907993376255
W,separate_gender,torch_mlp,PyTorch MLP,2021,diff__adj__net_rtg_a10p0_percentile,opponent_adjusted_efficiency,pytorch_gradient_times_input,0.006688074208796024
W,separate_gender,torch_mlp,PyTorch MLP,2021,diff__compact__margin_trim02,compact_performance,pytorch_gradient_times_input,0.006571795791387558
W,separate_gender,torch_mlp,PyTorch MLP,2021,diff__adj__net_rtg_a50p0_percentile,opponent_adjusted_efficiency,pytorch_gradient_times_input,0.006057858467102051
W,separate_gender,torch_mlp,PyTorch MLP,2021,diff__compact__blowout_win10_rate,compact_performance,pytorch_gradient_times_input,0.006023385562002659
W,separate_gender,torch_mlp,PyTorch MLP,2021,diff__compact__half_pointsformean_first,compact_performance,pytorch_gradient_times_input,0.005740043707191944
W,separate_gender,torch_mlp,PyTorch MLP,2021,diff__norm__schedule__rpi__z,within_season_normalization,pytorch_gradient_times_input,0.005544891580939293
W,separate_gender,torch_mlp,PyTorch MLP,2021,matchup__equal_seed,matchup_context,pytorch_gradient_times_input,0.0019761414732784033
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__rest_days_mean,compact_performance,tensorflow_gradient_times_input,0.05584300309419632
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,context__season_centered_2000,matchup_context,tensorflow_gradient_times_input,0.0412767231464386
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__norm__schedule__opponent_strength_mean__pct,within_season_normalization,tensorflow_gradient_times_input,0.031157808378338814
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__ewm_h20_margin,compact_performance,tensorflow_gradient_times_input,0.028246400877833366
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,absdiff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,tensorflow_gradient_times_input,0.027808666229248047
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__margin_q75,compact_performance,tensorflow_gradient_times_input,0.024977315217256546
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__downside_tail_mean,compact_performance,tensorflow_gradient_times_input,0.023217428475618362
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,matchup__seed_gap_abs,matchup_context,tensorflow_gradient_times_input,0.022148462012410164
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__margin_q25,compact_performance,tensorflow_gradient_times_input,0.021838845685124397
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__ewm_h20_points_for,compact_performance,tensorflow_gradient_times_input,0.021375080570578575
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,absdiff__adj__off_rtg_a50p0,opponent_adjusted_efficiency,tensorflow_gradient_times_input,0.02102673426270485
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__half_winpct_first,compact_performance,tensorflow_gradient_times_input,0.019518619403243065
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,tensorflow_gradient_times_input,0.019231310114264488
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__wins,compact_performance,tensorflow_gradient_times_input,0.018785452470183372
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,matchup__team1_seed,matchup_context,tensorflow_gradient_times_input,0.018342098221182823
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,matchup__team2_seed,matchup_context,tensorflow_gradient_times_input,0.01808680035173893
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__adj__off_rtg_a10p0,opponent_adjusted_efficiency,tensorflow_gradient_times_input,0.0180324949324131
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__half_pointsformean_first,compact_performance,tensorflow_gradient_times_input,0.017773646861314774
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__adj__def_rtg_a50p0,opponent_adjusted_efficiency,tensorflow_gradient_times_input,0.017717523500323296
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__pythag_exp13p91,compact_performance,tensorflow_gradient_times_input,0.017569465562701225
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__norm__schedule__opponent_strength_mean__z,within_season_normalization,tensorflow_gradient_times_input,0.017536573112010956
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__norm__conference__strength_mean__pct,within_season_normalization,tensorflow_gradient_times_input,0.017339369282126427
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__ewm_h10_margin,compact_performance,tensorflow_gradient_times_input,0.01732255332171917
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,matchup__team1_is_seed_favorite,matchup_context,tensorflow_gradient_times_input,0.017283255234360695
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__margin_trim02,compact_performance,tensorflow_gradient_times_input,0.016981307417154312
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__margin_q90,compact_performance,tensorflow_gradient_times_input,0.01692354492843151
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__home_margin_mean,compact_performance,tensorflow_gradient_times_input,0.016614308580756187
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,absdiff__adj__def_rtg_a10p0,opponent_adjusted_efficiency,tensorflow_gradient_times_input,0.01633388362824917
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,matchup__seed_diff,matchup_context,tensorflow_gradient_times_input,0.015996316447854042
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__norm__schedule__quality_win_points_sum__z,within_season_normalization,tensorflow_gradient_times_input,0.01599116437137127
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__adj__def_rtg_a10p0,opponent_adjusted_efficiency,tensorflow_gradient_times_input,0.01513886172324419
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__half_marginmean_first,compact_performance,tensorflow_gradient_times_input,0.013956630602478981
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,absdiff__adj__def_rtg_a50p0,opponent_adjusted_efficiency,tensorflow_gradient_times_input,0.013707849197089672
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__pythag_exp8p0,compact_performance,tensorflow_gradient_times_input,0.013572408817708492
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__margin_q10,compact_performance,tensorflow_gradient_times_input,0.013404358178377151
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__adj__net_rtg_a10p0_percentile,opponent_adjusted_efficiency,tensorflow_gradient_times_input,0.013157376088202
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__norm__rating__elo_mov_538__z,within_season_normalization,tensorflow_gradient_times_input,0.012752361595630646
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,absdiff__adj__net_rtg_a10p0_z,opponent_adjusted_efficiency,tensorflow_gradient_times_input,0.01253675390034914
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__blowout_win10_rate,compact_performance,tensorflow_gradient_times_input,0.01252901740372181
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__norm__rating__pagerank_margin__pct,within_season_normalization,tensorflow_gradient_times_input,0.012046674266457558
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__blowout_win20_rate,compact_performance,tensorflow_gradient_times_input,0.01138756237924099
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__norm__rating__pagerank_margin__z,within_season_normalization,tensorflow_gradient_times_input,0.011268945410847664
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__norm__rating__colley__z,within_season_normalization,tensorflow_gradient_times_input,0.010980133898556232
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__norm__schedule__rpi__z,within_season_normalization,tensorflow_gradient_times_input,0.010613624937832355
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__adj__net_rtg_a10p0_z,opponent_adjusted_efficiency,tensorflow_gradient_times_input,0.010508864186704159
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__norm__rating__colley__pct,within_season_normalization,tensorflow_gradient_times_input,0.009691002778708935
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__margin_median,compact_performance,tensorflow_gradient_times_input,0.009328723885118961
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__norm__rating__elo_mov_538__pct,within_season_normalization,tensorflow_gradient_times_input,0.009119841270148754
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__compact__points_for_mean,compact_performance,tensorflow_gradient_times_input,0.008828425779938698
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__adj__net_rtg_a50p0_percentile,opponent_adjusted_efficiency,tensorflow_gradient_times_input,0.008523278869688511
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,diff__norm__schedule__quality_win_points_sum__pct,within_season_normalization,tensorflow_gradient_times_input,0.006994936149567366
W,separate_gender,tensorflow_mlp,TensorFlow MLP,2021,matchup__equal_seed,matchup_context,tensorflow_gradient_times_input,0.005391707178205252
