Feature,Block,MissingRate,NonMissingRows,UniqueValues,GlobalCorrelation,MedianAbsoluteSeasonCorrelation,SeasonSignConsistency,SeasonCoverage,SeasonCorrelationIQR,StabilityScore,Mandatory,InPrecorrelationPool,Selected,SelectionRank,ExclusionReason,OuterFoldID,InnerFoldID,Model,TargetColumn,SeedAware
diff__norm__rating__elo_mov_538__pct,within_season_normalization,0.0,965,672,0.6388380697063318,0.6856650009607617,1.0,1.0,0.0975832536260095,0.7257602456515182,True,True,True,2.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
matchup__seed_diff,matchup_context,0.0,965,29,-0.6417025656955015,0.6516552331748756,1.0,1.0,0.13856582774665993,0.7084264432670843,True,True,True,1.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__adj__net_rtg_a50p0,opponent_adjusted_efficiency,0.0,965,965,0.6531648149274332,0.6020920670257182,1.0,1.0,0.18987815476805003,0.6851053252656579,True,True,True,5.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__compact__margin_trim02,compact_performance,0.0,965,949,0.6196712474702369,0.5881693334690672,1.0,1.0,0.162037070038352,0.6721674717070703,True,True,True,3.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__norm__schedule__opponent_strength_mean__pct,within_season_normalization,0.0,965,829,0.5684362979002686,0.5752419611826878,1.0,1.0,0.12415845328370922,0.6562057887744008,True,True,True,4.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
context__women,matchup_context,0.0,965,2,0.0929637347091461,0.0,0.0,1.0,0.0,0.12045202163601215,True,True,True,6.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__rating__margin_ridge_a5p0,global_strength_ratings,0.0,965,965,0.7336854542596054,0.6686455924617809,1.0,1.0,0.16646457775867973,0.7357021012084208,False,True,True,62.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__norm__rating__elo_mov_538__z,within_season_normalization,0.0,965,965,0.6874313046012556,0.6756910144599718,1.0,1.0,0.17074641469442386,0.7287367173652858,False,True,True,7.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__norm__schedule__quality_win_points_sum__z,within_season_normalization,0.0,965,965,0.6789717918861253,0.6762249921462424,1.0,1.0,0.15854641432080285,0.7276199338723117,False,True,True,8.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__norm__rating__colley__z,within_season_normalization,0.0,965,965,0.6794308526687699,0.6679075197843894,1.0,1.0,0.1483660727100754,0.7241357541752332,False,True,True,9.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__adj__net_rtg_a10p0,opponent_adjusted_efficiency,0.0,965,965,0.7140018248699425,0.6532578901395456,1.0,1.0,0.1783861559183113,0.7235087425016368,False,True,True,24.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__norm__rating__margin_ridge_a25p0__z,within_season_normalization,0.0,965,965,0.7020640692706334,0.655411704445874,1.0,1.0,0.17284989659778538,0.7221377175096475,False,True,True,10.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__norm__schedule__rpi__z,within_season_normalization,0.0,965,965,0.6587172211610683,0.6620121005547319,1.0,1.0,0.1419325780759566,0.7170062937986681,False,True,True,11.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__rating__margin_ridge_a5p0_percentile,global_strength_ratings,0.0,965,700,0.6499792205051137,0.6640559326177982,1.0,1.0,0.13126395335986651,0.7164917180332734,False,True,True,63.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
seedprior__team1_prob_pc8p0,prequential_seed_priors,0.0,965,552,0.6462624495171564,0.6615572893629297,1.0,1.0,0.12115301960064984,0.7148791170039547,False,True,True,97.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__norm__rating__bt_c1p0__z,within_season_normalization,0.0,965,965,0.6715800737573369,0.6490996224340416,1.0,1.0,0.16001045865103658,0.7129150166489127,False,True,True,12.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__norm__schedule__quality_win_points_sum__pct,within_season_normalization,0.0,965,685,0.6338458122908179,0.6557398739587901,1.0,1.0,0.11451709180093828,0.7096205345321616,False,True,True,13.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__norm__rating__colley__pct,within_season_normalization,0.0,965,673,0.6371129859636104,0.6520939157913065,1.0,1.0,0.11174514753971265,0.7087001305902328,False,True,True,14.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__norm__schedule__rpi__pct,within_season_normalization,0.0,965,680,0.6230096245349254,0.6559832096916781,1.0,1.0,0.09825457129297277,0.7080038751979701,False,True,True,15.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__norm__adj__net_rtg_a10p0__pct,within_season_normalization,0.0,965,661,0.6358767265478026,0.6456583967970224,1.0,1.0,0.1238737959370868,0.7048539584656038,False,True,True,16.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__rating__bt_c0p25,global_strength_ratings,0.0,965,965,0.6371018104130101,0.6404276211310403,1.0,1.0,0.16919239058379887,0.7007999608104096,False,True,True,64.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__rating__elo_standard,dynamic_ratings,0.0,965,965,0.6619039728145578,0.6222544120210348,1.0,1.0,0.15106080289502632,0.6982585596734984,False,True,True,69.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
diff__norm__rating__pagerank_margin__pct,within_season_normalization,0.0,965,750,0.6126795860019051,0.6378133338074019,1.0,1.0,0.11524619837597061,0.6963300612129332,False,True,True,17.0,selected,rich_Pooled_2017,rich_Pooled_2017_inner_2014,xgb_margin,Team1Margin,True
